Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;4;20.0;
4;2;9.14999961853;10.6999998093;4;22.8400001526;1;9.0;10.0;4;20.0;
5;2;10.2760000229;10.9200000763;4;23.5301437378;1;10.0;10.0;4;20.0;
6;2;12.2760000229;11.2650718689;4;24.086605072;2;11.3000001907;10.0;3;21.0;
7;2;13.4194869995;11.543302536;4;24.5283432007;2;11.3000001907;10.0;3;21.4999996424;
8;2;13.5188770294;11.7641716003;3;25.1298823357;2;11.4499998093;10.1999998093;3;21.9353003502;
9;2;13.6542234421;12.0549411774;3;25.6057839394;2;11.5805902481;10.3632001877;3;22.3176362514;
10;2;13.7613010406;12.2827939987;3;25.9785410166;2;11.6952905655;10.4951858521;3;23.5373773575;
11;2;15.7613010406;12.4589796066;4;26.0811508894;2;12.0612134933;11.0209560394;3;24.5968167782;
12;2;17.7613010406;12.5;4;26.1018965244;2;14.0612134933;11.4571752548;3;25.5111111403;
13;2;18.7751846313;12.5;4;26.1228116751;2;16.0612125397;11.8107032776;3;26.3018171787;
14;2;19.7798900604;12.5;4;26.1438889503;2;17.2481403351;12.0916318893;3;26.9928781986;
15;2;20.7846317291;12.5;4;26.1651208401;2;18.3236541748;12.3113050461;3;27.6076834202;
16;2;21.7894077301;12.5;4;26.1864993572;2;19.4063510895;12.4808797836;4;27.9463441372;
17;2;22.527256012;12.8559494019;4;26.2080165148;3;20.4964771271;12.5;4;28.2720229626;
18;2;22.8968048096;12.5;5;26.2296639681;3;21.5941810608;12.5;5;28.6230447292;
19;2;22.625;12.8688993454;5;26.2514331341;3;22.5869140625;12.5;5;28.9990065098;
20;2;22.625;12.8754301071;5;26.2733153105;3;22.6997013092;12.5;5;29.3989467621;
21;2;22.9114952087;12.5;5;26.2953014374;3;22.819683075;12.5;6;29.8212919235;
22;2;22.9164428711;12.5;6;26.3173824549;3;22.9463882446;12.5;6;30.2638244629;
23;3;22.625;12.8952150345;5;26.3395489454;3;23.0791473389;12.5;6;30.7236814499;
24;3;22.625;13.1697740555;5;26.3617914915;3;23.2171039581;12.5;6;31.19739151;
25;3;20.9314041138;13.5;5;26.3841004372;3;23.3592185974;12.5;7;31.680949688;
26;3;19.936422348;14.5;5;26.4064661264;3;21.5;13.5;7;32.1699318886;
27;3;18.9414558411;15.5;5;26.428878665;3;22.5;12.5;7;32.6596431732;
28;3;17.9464988708;16.5;5;26.4513280392;3;23.5;12.5;7;33.1452922821;
29;3;17.32654953;17.5;5;26.4738043547;3;23.9435882568;12.5;7;33.6221752167;
30;3;17.3316059113;18.5;5;26.4962974787;3;22.0866527557;13.5;7;34.0858602524;
31;3;17.3366661072;19.5;5;26.5187973976;3;21.0866527557;13.5;7;34.5323524475;
32;3;17.3417282104;20.5;5;26.5412938595;3;20.0866527557;13.5;7;34.9582242966;
33;3;17.3467903137;21.5;6;26.5637768507;3;19.5;13.5;7;35.3607130051;
34;3;17.3518486023;22.5;6;26.5862361193;3;20.5;14.5;7;35.7377691269;
35;3;17.3569030762;23.5;6;26.6086617708;3;21.5;15.5;8;36.088060379;
36;3;17.3619499207;24.5;6;26.6310436726;3;21.5;16.5;8;36.4109382629;
37;3;18.366985321;22.5;6;26.6533719301;3;20.5;15.5;8;36.7063741684;
38;3;17.3720092773;23.5;7;27.6756366491;3;20.5;15.5;8;36.9748744965;
39;4;18.3770179749;24.5;6;27.8278281689;3;20.5;15.5;9;37.2173805237;
40;4;20.0;23.9139137268;6;27.9953678846;3;20.1652145386;16.5;9;37.4351701736;
41;4;19.6739578247;23.5;7;28.179677248;3;19.1652145386;15.5;9;37.6297597885;
42;4;20.3234882355;23.5;7;28.3822027445;3;18.1652145386;15.5;10;37.8028182983;
43;4;21.0;24.5;7;28.6043833494;3;17.1652145386;17.5;11;37.9560909271;
44;4;22.4017753601;25.5;8;28.8476097584;3;19.1652145386;19.5;11;38.0;
