Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;2;8.0;10.1999998093;4;22.0;1;9.0;10.0;5;20.0;
4;2;8.29999923706;10.5;4;22.870000124;1;9.0;10.0;5;20.0;
5;2;8.43050003052;10.9200000763;4;23.5907347202;1;10.0;10.0;5;20.0;
6;2;9.51463317871;11.2650718689;4;24.178371191;1;11.0;10.0;5;20.0;
7;2;10.4401340485;11.543302536;4;24.6518604755;1;11.0;10.0;5;20.3999996185;
8;2;10.5466680527;11.7641716003;4;25.2769526243;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;10.6873140335;12.0549411774;4;25.7773911953;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;10.7999124527;12.2827939987;4;26.175667882;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;10.8895254135;12.4589796066;5;26.3047758341;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;13.8102416992;12.5;5;26.3529902697;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;15.8102416992;12.5;5;26.4023339748;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;16.8427810669;12.5;5;26.4527852535;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;17.854133606;12.5;5;26.5043187141;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;18.8657283783;12.5;5;26.556904912;1;16.6125736237;12.4808797836;5;25.0;
17;2;19.8775596619;12.5;5;26.6105105877;1;17.6125736237;12.5;5;25.0;
18;2;19.9873657227;12.5;6;26.6650986671;1;18.6125736237;12.5;5;25.0;
19;2;19.9996471405;12.5;6;26.7206280231;1;19.5;12.5;6;25.0;
20;2;20.0121421814;12.5;6;26.777053833;1;19.5;12.5;6;25.0;
21;3;20.0248374939;12.5;6;26.8343273401;1;19.5;12.5;6;25.0;
22;3;19.625;12.5;6;26.8923960924;1;19.5;12.5;6;25.0;
23;3;20.0507888794;12.5;6;26.9512042999;1;19.5;12.5;6;25.0;
24;3;20.0640220642;12.5;6;27.0106925964;1;19.5;12.5;6;25.0;
25;3;20.0774059296;12.5;6;27.0707983971;1;19.5;12.5;7;25.0;
26;3;20.0909290314;12.5;6;27.1314563751;1;19.5;12.5;7;25.0;
27;3;19.625;13.5;6;27.1925981045;1;19.5;12.5;7;25.0;
28;3;19.625;13.5962991714;6;27.2541532516;1;19.5;12.5;7;25.0;
29;3;20.1321849823;12.5;6;27.3160488605;1;19.5;12.5;7;25.0;
30;3;20.1461105347;12.5;6;27.3782105446;1;19.5;12.5;7;25.0;
31;3;19.625;13.5;6;27.4405622482;1;19.5;12.5;7;25.0;
32;3;20.1741256714;12.5;6;27.5030269623;1;19.5;12.5;7;25.0;
33;3;19.625;13.5;6;27.5655269623;1;19.5;12.5;7;25.0;
34;3;19.625;13.7827634811;6;27.6279840469;1;19.5;12.5;7;25.0;
35;3;20.2162971497;12.5;6;27.6903202534;1;19.5;12.5;7;25.0;
36;3;20.2303218842;12.5;7;27.7524580956;1;19.5;12.5;8;25.0;
37;3;19.625;13.5;7;27.8143208027;1;19.5;12.5;8;25.0;
38;3;19.625;13.907160759;7;27.8758327961;1;19.5;12.5;8;25.0;
39;3;19.625;13.9379167557;7;27.9369204044;1;19.5;12.5;8;25.0;
40;3;20.2858066559;12.5;7;27.9975113869;1;19.5;12.5;9;25.0;
41;3;20.2994403839;12.5;7;28.0575361252;1;19.5;12.5;9;25.0;
