Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;4;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;9.0;10.0;4;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;10.0;10.0;3;20.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;11.0;10.0;3;20.0;
7;1;10.194486618;11.543302536;4;23.5283432007;1;11.0;10.0;3;20.3999996185;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;11.1199998856;10.1999998093;3;20.7264003754;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;11.2179203033;10.3632001877;3;20.9903717041;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;11.2971115112;10.4951858521;3;22.0419120789;
11;1;10.6065406799;12.4589796066;5;25.0;1;11.6125736237;11.0209560394;3;22.9143505096;
12;1;12.5272569656;12.5;5;25.0;1;11.8743057251;11.4571752548;3;23.6214065552;
13;1;13.5272569656;12.5;5;25.0;1;13.6125736237;11.8107032776;4;24.1832637787;
14;1;14.5272569656;12.5;5;25.0;1;14.6125736237;12.0916318893;4;24.6226100922;
15;1;15.5272569656;12.5;5;25.0;1;15.6125736237;12.3113050461;4;24.9617595673;
16;1;16.527256012;12.5;5;25.0;1;16.6125736237;12.4808797836;4;25.0;
17;1;17.527256012;12.5;6;25.0;1;17.6125736237;12.5;4;25.0;
18;1;17.625;12.5;6;25.0;1;18.6125736237;12.5;4;25.0;
19;1;17.625;12.5;7;25.0;1;19.5;12.5;5;25.0;
20;1;17.625;12.5;7;25.0;1;19.5;12.5;5;25.0;
21;1;17.625;12.5;7;25.0;1;19.5;12.5;4;25.0;
22;1;17.625;12.5;8;25.0;1;19.5;12.5;5;25.0;
23;1;17.625;12.5;8;25.0;1;19.5;12.5;5;25.0;
24;1;17.625;12.5;8;25.0;1;19.5;12.5;5;25.0;
25;1;17.625;12.5;8;25.0;1;19.5;12.5;5;25.0;
26;1;17.625;12.5;8;25.0;1;19.5;12.5;5;25.0;
27;1;17.625;12.5;8;25.0;1;19.5;12.5;5;25.0;
28;1;17.625;12.5;8;25.0;1;19.5;12.5;5;25.0;
29;1;17.625;12.5;8;25.0;2;20.5;12.5;4;26.0;
30;1;17.625;12.5;8;25.0;2;21.5;13.1999998093;4;26.1299999952;
31;1;17.625;12.5;8;25.0;2;21.5;13.2910003662;4;26.2754310369;
32;1;17.625;12.5;8;25.0;2;21.5;13.3928012848;4;26.4377241135;
33;1;17.625;12.5;8;25.0;2;21.5;13.5064067841;4;26.6183350086;
34;1;17.625;12.5;8;25.0;2;21.5;13.6328344345;4;26.8187118769;
35;1;17.625;12.5;8;25.0;2;21.5;13.7730979919;4;27.0402543545;
36;1;17.625;12.5;8;25.0;2;21.5;13.9281778336;4;27.2842636108;
37;1;17.625;12.5;9;25.0;2;21.5;14.0989847183;4;27.5518820286;
38;1;17.625;12.5;9;25.0;2;21.5;14.2863178253;5;27.8440244198;
39;1;17.625;12.5;9;25.0;2;21.5;14.49081707;5;28.1613030434;
40;1;17.625;12.5;9;25.0;2;21.5;14.7129116058;6;28.5039470196;
41;1;17.625;12.5;9;25.0;2;21.5;14.9527626038;6;28.871723175;
42;1;17.625;12.5;10;25.0;2;21.5;15.2102060318;7;29.263862133;
43;1;17.625;12.5;10;25.0;2;21.5;15.484703064;7;29.6789975166;
