Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;2;9.19999980927;10.0;4;21.0;
3;1;8.0;10.0;6;21.0;2;9.19999980927;10.0;4;21.0900000334;
4;1;8.14999961853;10.5;6;21.8400001526;2;9.21800041199;10.0;4;21.1871190071;
5;2;8.27600002289;11.1199998856;5;23.5301437378;2;10.3561353683;10.0;4;21.2917383909;
6;2;9.50100040436;11.2650718689;5;24.1066050529;2;11.3875217438;10.0;4;21.4042263031;
7;2;10.4239864349;11.543302536;5;24.5685391426;2;11.4212675095;10.0;4;21.9389723539;
8;2;10.527920723;11.7641716003;5;25.180866003;2;11.5816917419;10.1999998093;4;22.4109756947;
9;2;10.6656951904;12.0549411774;5;25.6679409742;2;11.7232933044;10.3632001877;4;22.831872344;
10;2;10.7752866745;12.2827939987;5;26.0522544384;2;11.8495616913;10.4951858521;4;24.1073114872;
11;2;10.8617572784;12.4589796066;4;26.1668007374;2;12.2321929932;11.0209560394;4;25.2262470722;
12;2;12.8617572784;12.5;4;26.1998585463;2;14.2321929932;11.4571752548;4;26.2035200596;
13;2;14.8617572784;12.5;4;26.233456254;2;16.2321929932;11.8107032776;5;27.060199976;
14;2;15.8840684891;12.5;4;26.26758039;2;17.4756546021;12.0916318893;5;27.819549799;
15;2;16.891746521;12.5;4;26.302216053;2;18.5716552734;12.3113050461;5;28.5040667057;
16;2;17.8995399475;12.5;4;26.3373470306;2;19.6752662659;12.4808797836;5;28.912750721;
17;2;18.9074440002;12.5;4;26.3729559183;2;20.7863998413;12.5;5;29.3074398041;
18;2;19.9154548645;12.5;4;26.4090241194;2;21.9048061371;12.5;5;29.7249407768;
19;2;19.942029953;12.5;4;26.4455316067;2;22.9174823761;12.5;6;30.1631817818;
20;2;19.9502449036;12.5;5;26.4824572802;2;23.04895401;12.5;6;30.6194429398;
21;2;19.625;12.9447374344;5;26.5197787285;2;23.1858329773;12.5;6;31.0903835297;
22;2;19.625;12.9559335709;6;26.5574725866;2;23.3271141052;12.5;6;31.5721096992;
23;2;19.9754314423;12.5;6;26.5955142975;2;23.4716339111;12.5;6;32.0602788925;
24;3;19.625;12.9786539078;6;26.633878231;2;23.6180839539;12.5;7;32.550242424;
25;3;19.9926223755;12.5;6;26.6725378036;3;23.7650718689;12.5;6;33.0372152328;
26;3;20.0013217926;12.5;7;26.7114654779;3;23.9111633301;12.5;6;33.516456604;
27;3;20.0100803375;12.5;7;26.7506330013;3;24.0549373627;12.5;6;33.9834604263;
28;3;19.625;13.3753166199;7;26.7900111675;3;24.1950378418;12.5;6;34.4341192245;
29;3;19.625;13.3950052261;7;26.8295701742;3;24.3302345276;12.5;6;34.8648700714;
30;3;18.0366535187;13.5;7;26.8692797422;3;22.4594612122;13.5;6;35.2727956772;
31;3;17.0455875397;14.5;7;26.9091088772;3;21.4594612122;13.5;6;35.6556835175;
32;3;16.0545501709;15.5;7;26.949026227;3;21.5;14.5;6;36.0120429993;
33;3;15.0635309219;16.5;8;26.9890002012;3;21.5;15.5;6;36.3410778046;
34;3;14.4475250244;17.5;7;28.0289990902;3;20.5;14.5;6;36.6426286697;
35;3;15.4565248489;19.0;7;28.1089906693;3;20.5;14.5;6;36.9170885086;
36;3;16.4655227661;19.5;8;28.1901271343;3;19.5;13.5;6;37.1653108597;
37;3;16.7177791595;20.5;9;28.2723779678;3;19.5;14.5;6;37.3885068893;
38;3;16.4834861755;22.0617771149;9;28.3557103872;3;18.5;13.5;7;37.5881471634;
39;3;16.7550354004;22.5;9;28.4400886297;3;17.5;13.5;7;37.7658729553;
40;3;16.5013561249;24.1059207916;10;28.5254740715;3;18.5;13.5;6;38.9234199524;
41;3;16.7932319641;24.5;11;28.6118254662;3;20.5;15.0;7;39.0399999619;
42;3;17.8126602173;22.5;11;28.6990983486;3;22.8120002747;18.0;7;39.0811839104;
43;3;16.8322963715;23.5;11;28.7872453928;3;24.5;21.0;8;39.1235535145;
44;3;17.0;23.2011871338;11;28.8762162924;3;26.8370666504;24.0;8;39.1671074629;
45;3;16.8721485138;22.5;11;28.9659581184;3;27.3999996185;26.0;9;39.211841464;
46;3;16.8923397064;23.5;11;29.0564143658;3;27.763551712;27.5;9;39.2577478886;
47;3;17.9126930237;23.5;12;29.1475262642;3;27.7773246765;27.5;10;39.3048160076;
48;3;18.9331932068;24.5;12;29.2392317057;3;27.3999996185;28.1524085999;10;39.3530313969;
49;3;19.9538269043;25.5;12;29.331466198;4;27.8059082031;27.5;9;39.4023760557;
50;3;20.5874290466;26.5;12;29.4241621494;4;27.3999996185;27.5;9;39.4528282881;
51;3;21.9954376221;27.5;12;29.517249465;4;27.3999996185;28.2264137268;9;39.5043625832;
52;3;22.2286472321;28.4171886444;12;29.6106556654;4;27.8513088226;27.5;9;39.5569496155;
53;3;22.6623973846;27.5;12;29.7043062449;4;27.8670845032;27.5;10;39.6105561256;
54;3;22.244436264;28.4756278992;13;29.7981243134;4;27.8831672668;27.5;11;39.6651450396;
55;4;22.252161026;28.5053710938;8;53.8920309544;4;27.8995437622;27.5;11;39.72067523;
56;4;23.7257061005;28.5;8;55.4259462357;4;27.3999996185;28.3603382111;11;39.7771017551;
57;4;24.2672481537;30.5;6;56.6798524857;4;27.9331302643;27.5;11;40.8343759775;
58;4;25.7679519653;30.5;6;57.6779222488;4;28.3999996185;29.4171886444;12;40.9224454165;
59;5;26.625;34.5;5;59.4577555656;5;30.9677333832;30.5;11;42.0118452311;
60;5;28.625;37.1334609985;6;60.1008942127;5;31.985376358;32.5;11;42.1325092316;
61;5;30.2959003448;36.6891326904;6;60.5217986107;5;31.7089996338;35.5;11;42.2549576759;
62;5;31.1741390228;37.5;6;60.6266329288;5;32.3394317627;36.5;13;42.3791087866;
63;5;32.4409942627;39.0;7;60.7326868773;6;31.7275295258;39.0779190063;11;42.5048760176;
64;5;32.4125976562;40.0;7;60.8398779631;7;31.7370548248;38.0943527222;10;42.6321672201;
65;5;32.1500015259;40.3140182495;6;60.9481203556;7;31.3999996185;39.6889801025;10;44.2197499275;
66;5;32.7553329468;39.0;9;61.0573260784;7;32.1770782471;39.814743042;9;45.5516963005;
67;5;32.1500015259;40.0;11;61.1674039364;7;32.1558456421;40.9061088562;8;46.6639472246;
68;6;32.1500015259;40.4071884155;10;61.2782603502;7;30.7219944;41.6606216431;8;47.5944867134;
69;6;32.7970733643;39.0;10;61.3897997141;7;32.6788711548;39.6165924072;8;48.2308723927;
70;6;32.1500015259;40.0;11;61.5019245148;7;32.9387321472;40.7321968079;8;50.6597216129;
71;6;32.1500015259;40.4987792969;11;61.6145358086;7;35.2639045715;43.2233505249;8;51.1642932892;
72;6;32.1500015259;40.528793335;11;64.0398238897;7;36.8863372803;46.0549163818;8;51.5406087637;
73;6;33.3245010376;39.5890655518;11;65.9451642036;7;36.9000015259;48.1682281494;8;51.8785424232;
74;6;33.0042228699;41.0397949219;11;67.4268022776;8;35.8875007629;49.6371765137;7;52.2233313322;
75;6;33.9914665222;40.3981056213;11;68.5146702528;8;31.8999996185;54.6922149658;7;52.5746433735;
76;6;34.1874694824;40.6818084717;11;68.9721319675;8;29.8999996185;58.787322998;9;52.9321203232;
77;6;32.2843704224;40.9097442627;12;69.2509393692;8;27.8999996185;60.9660568237;9;53.2953799963;
78;6;30.4593849182;44.5843544006;13;69.5311522484;8;27.8999996185;61.4386520386;9;53.6640168428;
79;6;30.3392467499;44.7200698853;14;69.8123028278;8;26.3999996185;62.6186218262;12;54.0376048088;
80;6;28.4593849182;46.8002357483;15;70.0939130783;10;26.3999996185;64.6909942627;10;55.4156980515;
81;6;28.2496166229;47.1251335144;15;70.3754987717;10;28.0;68.7652740479;13;55.827834487;
82;6;28.1605834961;45.9097442627;15;71.6565711498;10;30.0;70.5935974121;15;58.4130833149;
83;7;28.2000007629;49.7175254822;15;71.9766418934;10;31.3518486023;73.6978302002;16;60.5980472565;
84;8;29.2000007629;52.7425537109;14;72.296407938;10;30.4261169434;78.6466903687;17;62.4406136274;
85;8;30.6855068207;53.2162322998;15;72.6153903008;11;30.5009346008;80.8414154053;16;64.0053259134;
86;8;29.2000007629;57.2712898254;15;72.9331156015;11;32.5759353638;80.8414154053;17;65.1812959909;
87;8;29.2000007629;60.7927513123;16;73.2491179705;12;33.0;83.2834396362;16;66.0939027071;
88;9;30.067199707;62.8951034546;15;73.562943697;12;33.0;84.3405532837;17;66.9630368948;
89;10;30.0771369934;65.9560394287;14;73.8741533756;12;35.7982978821;84.9627990723;18;67.7250026464;
90;10;29.985660553;68.2712860107;15;74.1823227406;13;37.8703308105;86.0453262329;17;68.3514435291;
