Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;5;20.0;
6;2;9.27600002289;11.4650716782;4;24.086605072;1;11.0;10.0;5;20.0;
7;2;10.4194869995;11.543302536;4;24.5583431721;1;11.0;10.0;5;20.3999996185;
8;2;10.5256261826;11.7641716003;4;25.1807733774;2;12.1199998856;10.1999998093;4;21.7264003754;
9;2;10.6656742096;12.0549411774;4;25.6785554886;2;13.2179203033;10.3632001877;4;21.9903717041;
10;2;10.777674675;12.2827939987;4;26.0741881132;2;14.2971115112;10.4951858521;4;23.0819120407;
11;2;10.866692543;12.4589796066;5;26.2006716728;2;14.9245738983;11.0209560394;4;23.99553442;
12;2;13.7874088287;12.5;5;26.246289134;2;16.9245738983;11.4571752548;4;24.7449600697;
13;2;15.7874088287;12.5;5;26.29307127;2;18.9245738983;11.8107032776;5;25.3503712416;
14;2;16.8181972504;12.5;5;26.3410044909;2;19.9627056122;12.0916318893;5;25.8344515562;
15;2;17.8289833069;12.5;5;26.3900717497;2;20.9761257172;12.3113050461;5;26.2195074558;
16;2;18.8400230408;12.5;5;26.4402523041;2;21.9898986816;12.4808797836;5;26.3048160076;
17;2;19.8513126373;12.5;5;26.4915215969;2;23.0040187836;12.5;5;26.3530313969;
18;2;19.9605922699;12.5;6;26.5438512564;2;24.0184822083;12.5;5;26.4023760557;
19;2;19.972366333;12.5;6;26.597209096;2;24.5;12.920712471;6;26.4528282881;
20;2;19.9843711853;12.5;6;26.6515587568;2;24.5;12.9358482361;6;26.5043625832;
21;2;19.9966011047;12.5;6;26.7068601847;2;24.5;12.9513092041;6;26.5569496155;
22;2;20.0090446472;12.5;6;26.7630695105;2;24.9670848846;12.5;6;26.6105561256;
23;2;20.0216903687;12.5;7;26.8201388121;2;24.5;12.9831666946;6;26.6651450396;
24;3;20.0345306396;12.5;6;26.8780167103;2;24.5;12.99954319;6;26.72067523;
25;4;20.0475540161;12.5;5;26.9366481304;2;24.5;13.3603372574;6;26.7771017551;
26;4;19.625;13.080994606;5;26.9959744215;2;25.0331306458;12.5;6;26.8343759775;
27;4;18.0740947723;13.5;5;27.0559339523;2;25.0503120422;12.5;6;26.8924454451;
28;4;17.0875854492;14.5;5;27.1164619923;2;25.0677337646;12.5;6;26.9512542486;
29;4;17.625;13.5;5;27.1774909496;2;24.5;13.4756269455;6;27.0107431412;
30;4;18.625;13.5887451172;5;27.2389507294;2;22.5;14.5053710938;6;27.0708494186;
31;4;17.1287631989;13.5;4;27.3007693291;2;21.5;15.5354251862;6;27.1315076351;
32;4;17.625;13.5;4;27.3628723621;2;20.5;16.5657539368;6;27.1926498413;
33;4;18.625;13.6814365387;4;27.4251842499;2;19.5;17.5963249207;7;27.2542052269;
34;4;17.170665741;13.5;4;27.4876282215;2;18.5;18.6271018982;7;27.3161010742;
35;4;17.625;13.5;4;27.550126791;2;17.5;19.6580505371;7;27.3782629967;
36;4;16.1987781525;13.5;5;27.612601757;2;17.0;20.6891307831;8;27.4406147003;
37;4;16.625;13.5;5;27.6749749184;2;17.0;21.7203063965;8;27.5030794144;
38;4;17.625;13.8374872208;6;27.7371687889;2;17.0;22.7515392303;9;27.5655794144;
