Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;6;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;10.0;10.0;6;20.0;
6;2;9.50100040436;11.2650718689;4;24.1666051149;1;11.0;10.0;6;20.0;
7;2;10.4374866486;11.543302536;4;24.6938792467;1;11.0;10.0;6;20.3999996185;
8;2;10.5561218262;11.7641716003;4;25.3783872128;1;11.1199998856;10.1999998093;6;20.7264003754;
9;2;10.7101373672;12.0549411774;4;25.9448523521;1;11.2179203033;10.3632001877;6;20.9903717041;
10;2;10.8375911713;12.2827939987;4;26.4161262512;1;11.2971115112;10.4951858521;6;22.0419120789;
11;2;10.9436283112;12.4589796066;5;26.6255387068;2;11.9125738144;11.0209560394;5;23.9143505096;
12;2;13.8643445969;12.5;5;26.7616688013;2;12.1743059158;11.4571752548;5;24.6514065266;
13;2;15.8643445969;12.5;5;26.9068008661;2;14.1743059158;11.8107032776;5;25.2438547611;
14;2;16.956287384;12.5;5;27.0611219406;2;16.1743049622;12.0916318893;5;25.7143762112;
15;2;17.9910087585;12.5;5;27.2247519493;2;16.7143135071;12.3113050461;5;26.0852768421;
16;2;19.0278244019;12.5;4;27.3977320194;2;16.488527298;12.4808797836;5;26.1558350325;
17;2;20.0667457581;12.5;4;27.5800139904;2;18.3867835999;12.5;5;26.1887089014;
18;2;19.625;13.2740039825;4;27.771450758;2;19.3867835999;12.5;5;26.2221269608;
19;2;19.625;13.3314352036;4;27.971786499;2;20.3867835999;12.5;6;26.2560760975;
20;2;20.2936515808;12.5;6;28.1806499958;2;21.3867835999;12.5;6;26.2905418873;
21;2;20.3406467438;12.5;6;28.3975496292;2;21.5;12.5;6;26.3255085945;
22;2;19.625;13.5;7;28.621871233;2;21.5;12.5;6;26.3609591722;
23;2;19.625;13.586561203;7;28.852878809;2;21.5;12.5;6;26.3968753815;
24;2;19.625;13.6558637619;8;29.0897197723;2;21.5;12.5;7;26.4332377911;
25;2;17.625;14.7269163132;8;29.331433773;4;21.5;12.5;5;26.4700255394;
26;2;16.625;15.7994298935;8;29.5769639015;4;21.5;12.5;5;26.5072168112;
27;2;16.625;15.5;9;29.8251743317;4;21.5;12.5;5;26.5447884798;
28;2;15.7106647491;16.5;10;30.074868679;4;21.5;12.5;5;26.5827163458;
29;2;15.1418457031;17.5;10;30.3248124123;4;21.5;12.5;5;26.6209751368;
30;2;15.1980829239;18.5;10;30.5737571716;4;21.5;12.5;5;26.6595385075;
31;2;15.0;17.5;10;30.8204650879;4;21.5;12.5;5;26.6983793974;
32;2;15.0;17.5;10;31.0637335777;4;21.5;12.5;5;26.7374696732;
33;2;15.3643398285;18.5;10;31.302418232;4;21.5;12.5;5;26.7767804861;
34;2;15.0;17.5;10;31.5354552269;4;21.5;12.5;6;26.8162822723;
35;2;16.0;17.5;10;31.7618789673;4;21.5;12.5;6;26.8559447527;
36;2;15.0;16.5;10;31.9808368683;4;21.5;12.5;6;26.8957372904;
37;2;15.0;15.5;12;32.1915998459;4;21.5;12.5;7;26.9356285334;
38;2;16.0;15.5;12;32.3935685158;4;21.5;12.5;7;26.9755871296;
39;2;17.0;15.5;12;32.5862770081;4;21.5;12.5;7;27.015581131;
40;2;16.0;14.5;13;32.7693886757;4;21.5;12.5;7;27.0555787086;
