Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;2;8.0;10.1999998093;4;21.0;
6;1;9.0;10.0;6;20.0;2;9.22500038147;10.0;4;21.0299999714;
7;1;9.5;10.0;6;20.0;2;9.73174953461;10.0;4;21.0605909824;
8;1;9.5;10.0;6;20.3999996185;2;9.73863315582;10.0;4;21.5023716688;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;9.83803367615;10.1999998093;4;21.8717387915;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;9.92114067078;10.3632001877;4;22.1798590422;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;9.99046802521;10.4951858521;4;23.2886198759;
12;1;9.95943069458;11.0209560394;6;22.9143505096;2;10.2399396896;11.0209560394;5;24.2203179598;
13;2;11.7228336334;11.7571754456;5;24.6214065552;2;12.0166759491;11.4571752548;5;24.988676548;
14;2;13.7228336334;12.1107034683;5;25.2132637501;2;14.0166759491;11.8107032776;5;25.6138757467;
15;2;15.7228336334;12.4006319046;5;25.6832010746;2;16.0166759491;12.0916318893;5;26.1185922623;
16;2;16.7228336334;12.6294822693;4;26.0535256863;2;17.0594291687;12.3113050461;5;26.5251210928;
17;2;17.9684810638;12.4808797836;4;26.1235172749;2;18.074590683;12.4808797836;5;26.6327222586;
18;2;18.7228336334;12.8370552063;5;26.1558350325;2;19.0901966095;12.5;5;26.7040277719;
