Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;3;20.0;
6;1;9.0;10.0;6;20.0;2;9.0;10.1999998093;2;21.0;
7;2;9.5;10.3000001907;4;21.0;2;9.72500038147;10.0;2;21.0900000334;
8;2;9.72500038147;10.0;4;21.469999671;2;9.74524974823;10.0;2;21.5980186462;
9;2;9.83075046539;10.1999998093;4;21.8705514669;2;9.85955429077;10.1999998093;2;22.0418490171;
10;2;9.92087364197;10.3632001877;3;22.2129640579;2;9.95941543579;10.3632001877;2;22.4332156181;
11;2;9.99791717529;10.4951858521;3;23.3718163967;2;10.0474739075;10.4951858521;2;23.6659361124;
12;2;10.2586593628;11.0209560394;3;24.3595588207;2;10.3248357773;11.0209560394;3;24.7393633127;
13;2;12.0480051041;11.4571752548;3;25.1902494431;2;12.1334619522;11.4571752548;3;25.6686143875;
14;2;14.0480051041;11.8107032776;3;25.884378314;2;14.1334609985;11.8107032776;3;26.4751701355;
15;2;16.0480060577;12.0916318893;3;26.4648982286;2;16.1334609985;12.0916318893;3;27.1828548908;
16;2;17.137348175;12.3113050461;3;26.9543362856;2;17.2988891602;12.3113050461;3;27.8148901463;
17;2;18.171163559;12.4808797836;3;27.1521308422;2;18.3647880554;12.4808797836;3;28.1711652279;
18;2;19.2070636749;12.5;4;27.3210272789;2;19.4363460541;12.5;3;28.5145654678;
