Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
7;2;9.5;10.3000001907;3;21.0;1;9.5;10.0;4;20.0;
8;2;9.72500038147;10.0;3;21.4399995804;1;9.5;10.0;4;20.3999996185;
9;2;9.82400035858;10.1999998093;3;21.8075842857;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;9.90670585632;10.3632001877;3;22.1139252186;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;9.97563362122;10.4951858521;3;23.2202551365;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;10.2245578766;11.0209560394;3;24.1495091915;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;12.000743866;11.4571752548;3;24.9154186249;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;14.000743866;11.8107032776;3;25.5381718874;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;16.000743866;12.0916318893;3;26.0404549837;2;14.7228336334;12.2916316986;4;25.6226100922;
16;2;17.0418491364;12.3113050461;3;26.4445723295;3;16.7228336334;12.3113050461;3;26.0517596006;
17;2;18.0564670563;12.4808797836;3;26.5497941971;3;17.9680843353;12.4808797836;5;26.1871190071;
18;2;19.0715370178;12.5;4;26.6187632084;3;18.9899349213;12.5;5;26.2917383909;
19;2;19.9892215729;12.5;4;26.6896851063;3;19.9156417847;12.5;5;26.4042263031;
20;2;20.0051784515;12.5;4;26.7625159025;3;19.9409503937;12.5;5;26.5249304771;
21;2;20.021566391;12.5;4;26.8372021914;3;19.9681091309;12.5;5;26.6541694403;
22;2;20.0383701324;12.5;4;26.9136811495;3;19.9971885681;12.5;5;26.7922235727;
23;2;20.0555782318;12.5;5;26.9918802977;3;20.0282497406;12.5;5;26.9393253326;
24;3;20.0731735229;12.5;4;27.0717172623;3;20.0613479614;12.5;6;27.0956480503;
25;3;20.0911369324;12.5;4;27.1531002522;3;20.0965213776;12.5;6;27.261295557;
26;3;19.625;13.361240387;4;27.2359278202;3;20.1337909698;12.5;6;27.4362905025;
27;3;19.625;13.3943710327;4;27.320089817;3;20.1731643677;12.5;7;27.6205644608;
28;3;20.14702034;12.5;4;27.4054670334;3;20.2146263123;12.5;7;27.8139474392;
29;3;18.166229248;13.5;4;27.4919323921;4;20.2581386566;12.5;6;28.016159296;
30;3;17.1856842041;14.5;4;27.5793509483;4;19.625;13.5;6;28.2268030643;
31;3;16.2053546906;15.5;5;27.6675815582;4;19.625;14.113401413;6;28.445360899;
32;3;15.2252063751;16.5;5;27.7564766407;4;19.625;14.2226800919;6;28.6711919308;
33;3;14.6202068329;17.5;5;27.8458836079;4;20.4510192871;12.5;6;28.9035346508;
34;3;14.6403236389;18.5;5;27.9356460571;4;20.5032958984;12.5;6;29.141512394;
35;3;14.6605205536;19.5;6;28.0256047249;4;20.5568408966;12.5;6;29.3841423988;
36;3;14.6807613373;20.5;7;28.1155982018;4;20.6114311218;12.5;6;29.6303496361;
37;3;14.7010097504;21.5;7;28.2054646015;4;19.625;13.5;6;29.8789830208;
38;4;14.7212295532;22.5;7;28.2950425148;4;19.625;14.5;6;30.1288366318;
39;4;14.0;23.5;8;28.3841719627;4;20.625;12.5;6;30.3786706924;
40;4;14.7614383698;24.5;9;28.4726960659;4;19.625;13.5;7;30.6272368431;
41;4;14.7813568115;25.5;9;28.5604617596;4;20.625;12.5;7;30.8733024597;
42;5;14.0;26.5;6;43.647320509;4;20.9464931488;12.5;7;31.1156759262;
43;5;15.0;28.5;6;44.4831302166;4;19.0010261536;13.5;8;31.353228569;
44;5;16.0;30.5;5;45.2371299267;4;18.625;13.5;8;31.5849161148;
45;5;16.0;29.5;5;46.9083580971;4;19.625;14.5;8;31.8097963333;
46;5;18.0;27.5;6;47.5192186832;4;19.625;16.5;9;32.0270428658;
47;5;18.0;28.5;6;48.5802974701;4;19.625;18.5;9;32.2359538078;
48;5;18.0;29.5;7;49.5151187181;4;19.625;20.5;9;32.4359588623;
49;5;19.0;27.5;7;50.3247855902;4;19.625;21.5;9;32.6266198158;
50;5;20.0;29.5;8;51.016469717;4;19.625;22.5;10;32.8076286316;
51;5;21.0;31.5;8;51.6013058424;4;19.625;22.5;11;32.9788007736;
52;5;22.0;33.5;7;52.0924429893;4;19.625;22.5;11;33.1400680542;
53;5;23.0;35.5;8;52.5034945011;4;19.625;22.5;11;33.2914676666;
54;5;23.625;37.5;8;52.7617032528;4;19.625;22.5;12;33.4331302643;
55;5;23.625;36.5;9;52.8484078646;4;19.625;22.5;12;33.5652666092;
56;5;23.625;35.5;10;52.933146596;5;19.625;22.5;11;33.6881551743;
57;5;23.625;34.5;11;53.0158970356;5;19.625;22.5;11;33.8021306992;
58;5;23.625;33.5;11;53.0966457129;5;19.625;22.5;12;33.9075689316;
59;5;23.625;33.5;12;53.1753864288;6;19.625;22.5;11;34.0;
60;6;24.625;34.5;12;53.2521201372;6;19.625;22.5;11;34.0;
61;6;24.7353153229;35.5;12;53.3268545866;6;19.625;22.5;11;34.0;
62;6;24.7471427917;36.5;13;53.3617914915;6;19.625;22.5;11;34.0;
63;6;24.75;37.5;14;53.3841004372;6;19.625;22.5;11;34.0;
64;6;24.75;38.5;14;53.4064661264;6;19.625;22.5;11;35.0;
65;6;24.75;39.5;14;53.428878665;6;20.625;23.5;10;35.0399999619;
66;7;25.75;41.5;14;55.4513280392;6;21.625;24.5;10;35.0811839104;
67;7;27.75;44.5;14;55.5538042784;6;21.625;25.5;10;35.1235535145;
68;7;28.75;47.5;16;55.6588634253;6;21.8777999878;26.5;9;36.1671074629;
69;7;28.75;50.5;16;55.7665134668;6;22.8875999451;28.5;8;36.2518414259;
70;7;28.75;52.5;17;55.8767558336;6;23.625;30.1059207916;8;36.3389317989;
71;7;28.75;53.5;18;55.9895851612;6;23.9079933167;30.5;8;36.4283695221;
72;8;28.75;53.5;17;56.1049883366;6;23.8777999878;32.1524085999;9;37.5201388597;
73;9;28.75;53.5;11;76.2229444981;7;25.1920318604;33.5;8;37.6342175007;
74;9;29.75;54.5;11;77.5434247255;7;25.625;35.2011871338;8;37.7507721186;
75;9;30.75;55.5;11;79.6076761484;7;26.4689235687;35.5;9;37.8697603941;
76;9;30.75;56.9399986267;11;83.4725817442;7;26.2021141052;37.1524085999;10;39.2273156643;
77;9;30.9750003815;59.0257263184;11;86.6481741667;7;25.8500003815;39.4830818176;10;40.3585628271;
78;9;31.1505012512;60.8905677795;12;89.1995977163;7;26.0255012512;40.5057411194;11;41.298360467;
79;9;31.2842674255;62.562702179;12;91.2180446386;8;26.7578144073;38.6872596741;10;42.0830564499;
80;9;31.3843841553;64.0747680664;13;94.7953358889;8;26.5167579651;39.7204284668;11;42.5982062817;
81;9;31.4249992371;65.3848724365;13;97.4624752998;8;27.1231307983;39.5825614929;11;42.9282281399;
82;9;31.4249992371;66.5;13;99.3712437153;8;27.1656284332;39.5932502747;11;43.250240922;
83;9;31.4249992371;67.5;14;98.7722713947;8;27.2094993591;39.6040077209;11;43.4728156328;
84;9;31.4249992371;68.3499984741;14;100.681933403;8;24.2999992371;42.6094436646;12;43.701233387;
85;8;29.4249992371;64.5;14;98.8567606211;9;23.2999992371;43.8506202698;10;46.7914949656;
86;8;29.4249992371;65.5;14;99.579964757;9;23.2999992371;45.9676132202;11;47.2062401772;
