Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;5;20.0;1;8.0;10.0;4;20.0;
4;1;8.0;11.0;5;20.0;1;8.0;10.0;4;20.0;
5;1;8.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;1;9.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
7;1;9.5;10.0;5;20.0;1;9.5;10.0;4;20.0;
8;1;9.5;10.0;5;20.3999996185;1;9.5;10.0;4;20.3999996185;
9;1;9.59000015259;10.1999998093;4;20.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;9.66343975067;10.3632001877;4;20.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;9.72283363342;10.4951858521;4;22.0419120789;1;9.72283363342;10.4951858521;4;22.0419120789;
12;1;9.95943069458;11.0209560394;4;22.9143505096;1;9.95943069458;11.0209560394;3;22.9143505096;
13;1;11.7228336334;11.4571752548;4;23.6214065552;1;11.7228336334;11.4571752548;3;23.6214065552;
14;1;12.7228336334;11.8107032776;4;24.1832637787;1;12.7228336334;11.8107032776;3;24.1832637787;
15;1;13.7228336334;12.0916318893;4;24.6226100922;1;13.7228336334;12.0916318893;2;24.6226100922;
16;1;14.7228336334;12.3113050461;4;24.9617595673;1;14.7228336334;12.3113050461;2;24.9617595673;
17;1;15.7228336334;12.4808797836;4;25.0;1;15.7228336334;12.4808797836;3;25.0;
18;1;16.7228336334;12.5;5;25.0;1;16.7228336334;12.5;4;25.0;
19;1;17.625;12.5;5;25.0;2;17.625;12.5;3;25.0;
20;1;17.625;12.5;5;25.0;2;17.625;12.5;3;25.0;
21;1;17.625;12.5;5;25.0;2;17.625;12.5;4;25.0;
22;1;17.625;12.5;5;25.0;2;17.625;12.5;4;25.0;
23;1;17.625;12.5;5;25.0;2;17.625;12.5;4;25.0;
24;1;17.625;12.5;6;25.0;2;17.625;12.5;4;25.0;
25;1;17.625;12.5;6;25.0;2;17.625;12.5;4;25.0;
26;1;17.625;12.5;5;25.0;2;17.625;12.5;3;25.0;
27;1;17.625;12.5;6;25.0;2;17.625;12.5;3;25.0;
28;2;17.625;12.5;5;25.0;3;18.625;12.8000001907;2;26.0;
29;2;17.625;12.5;5;25.0;3;19.625;12.5;2;26.1699999571;
30;2;17.625;12.5;5;25.0;3;19.625;12.8509998322;2;26.3669109344;
31;2;15.625;13.5;5;25.0;3;19.932554245;12.5;4;26.5942704678;
32;2;14.625;14.5;5;25.0;3;19.625;13.2971353531;4;26.8558222055;
33;2;13.625;15.5;5;25.0;3;20.0425605774;12.5;4;27.1554293633;
34;2;12.625;16.5;5;25.0;3;19.625;13.5;4;27.4969480038;
35;2;12.0;17.5;5;25.0;3;20.1868133545;12.5;4;27.8840510845;
36;2;12.0;18.5;5;25.0;3;19.625;13.5;4;28.3200027943;
37;2;12.0;19.5;5;25.0;3;20.3720016479;12.5;6;28.8073790073;
38;2;12.0;20.5;5;25.0;3;20.4816608429;12.5;6;29.3477458954;
39;2;12.0;21.5;6;25.0;3;20.6032428741;12.5;6;29.9413113594;
40;2;12.0;22.5;7;25.0;3;19.625;13.5;6;30.586581707;
41;2;12.0;23.5;7;25.0;3;20.625;12.5;6;31.2800674438;
42;2;12.0;24.5;9;25.0;4;19.625;13.5;6;42.0160870552;
43;2;12.0;25.5;9;25.0;4;19.625;13.5;6;43.1867275238;
44;2;12.0;26.5;11;25.0;4;20.625;13.5;6;44.3564071655;
45;2;12.0;27.5;11;25.0;4;22.625;14.5;7;45.5121994019;
46;2;12.0;28.5;11;25.0;4;22.625;13.5;7;46.6407728195;
47;2;12.0;29.5;11;25.0;4;23.625;13.5;8;47.7290868759;
48;2;13.0;27.5;11;25.0;4;26.625;16.5;8;48.7651357651;
49;2;12.0;28.5;11;25.0;4;28.625;19.5;9;49.7386512756;
50;2;12.0;29.5;11;25.0;4;29.9453086853;22.5;9;50.6416530609;
51;2;13.0;27.5;12;25.0;4;30.1969394684;25.5;9;51.4687805176;
52;2;12.0;28.5;13;25.0;4;30.4263191223;27.5;11;52.2173786163;
53;2;12.0;29.5;13;25.0;4;30.6332244873;27.5;11;52.8873443604;
54;2;13.0;27.5;13;25.0;4;30.818025589;27.5;12;53.3767118454;
55;2;12.0;28.5;15;25.0;4;30.9347610474;27.5;13;53.780087471;
56;2;12.0;29.5;16;25.0;4;31.0255203247;27.5;12;54.1303920746;
57;2;13.0;27.5;16;25.0;4;31.1043395996;27.5;13;54.4319667816;
58;2;12.0;28.5;18;25.0;4;31.1721935272;27.5;13;54.6896247864;
59;2;12.0;29.5;19;25.0;5;31.2301654816;27.5;9;69.9083213806;
60;2;12.0;30.5;19;25.0;5;32.2793731689;28.5;11;70.75;
61;2;12.0;31.5;19;25.0;5;33.2999992371;29.5;11;71.4193744659;
62;2;12.0;32.5;21;25.0;5;32.2999992371;31.5;12;72.0072898865;
63;2;12.0;33.5;21;25.0;5;32.2999992371;33.5;12;72.5162696838;
64;3;12.0;34.5;19;35.0;5;32.4749984741;35.5;12;72.9513263702;
65;3;14.0;33.5;19;35.3999996185;5;33.4749984741;36.5;14;73.3190898895;
66;3;16.0;33.5;20;35.7743997574;5;34.4749984741;37.5;14;73.6270179749;
67;3;18.0;33.5;20;36.1219387054;5;35.4749984741;38.5;15;73.8827629089;
68;3;20.0;33.5;20;36.4420347214;6;36.4749984741;39.5;13;89.1613845825;
69;3;22.0;33.5;21;36.7347183228;6;38.8170013428;42.0;15;92.0483169556;
70;3;23.1454162598;32.5;21;37.0005426407;6;41.0963287354;44.3899993896;15;94.4909276962;
71;3;23.2251625061;31.5;21;37.2404880524;6;43.3217201233;43.6872596741;15;96.5393571854;
72;3;23.2971458435;30.5;21;37.4558610916;6;44.402179718;44.6872596741;16;98.0680189133;
73;3;23.3617591858;29.5;21;37.6481971741;6;45.7505378723;45.6872596741;16;98.9183959961;
74;4;24.4194602966;29.5;21;38.8191757202;6;46.7592658997;45.6872596741;17;99.5655097961;
75;5;26.4707527161;30.5;20;40.1805477142;6;42.7592658997;48.6872596741;18;99.9687957764;
76;5;27.5161647797;31.5;21;40.5015590191;8;40.7592658997;51.6872596741;16;100.313467026;
77;5;28.5249996185;32.5;21;40.8429243565;8;39.5999984741;54.6872596741;16;100.605464935;
78;5;29.9213924408;33.5;22;41.2418396473;8;39.5999984741;57.6872596741;18;100.850978851;
79;6;31.0016136169;33.5;19;51.7065452337;8;39.5999984741;60.6872596741;18;101.0;
80;6;29.5249996185;35.5;19;52.645467639;8;40.4000015259;60.6872596741;18;101.0;
81;6;29.5249996185;39.3482894897;19;53.6411430836;8;39.4000015259;63.6872596741;19;101.0;
82;6;30.8079929352;38.5;19;54.699480772;8;39.4000015259;66.6872558594;19;101.0;
83;6;31.8185825348;39.4909095764;19;55.8252298832;8;41.4000015259;63.6872596741;20;102.0;
84;6;33.5250015259;39.4380302429;18;57.020868659;8;40.4000015259;67.6872558594;21;102.120000005;
85;6;33.8488464355;38.4816627502;20;58.2853873968;9;41.4000015259;71.6872558594;20;102.253056049;
86;6;34.0622024536;38.5169792175;21;59.6131463051;9;43.4000015259;69.6872558594;20;102.400251865;
87;6;32.8634796143;38.5;20;62.7202546597;9;42.0301132202;73.6872558594;21;102.562677503;
88;6;32.827999115;41.0;21;65.6742233038;9;42.1032066345;77.6872558594;22;102.741405964;
89;6;33.072719574;42.5610580444;21;68.477891922;9;43.5741424561;81.783821106;23;102.93746376;
90;6;33.6640319824;42.6872596741;21;71.1240091324;9;43.5937461853;82.8622436523;24;103.151796341;
