Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;2;8.0;10.1999998093;4;21.0;
6;1;9.0;10.0;6;20.0;2;9.22500038147;10.0;4;21.0900000334;
7;1;9.5;10.0;6;20.0;2;9.74524974823;10.0;4;21.1871190071;
8;1;9.5;10.0;6;20.3999996185;2;9.76710128784;10.0;4;21.7036092281;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;9.88331222534;10.1999998093;4;22.1564130783;
10;2;9.66343975067;10.6632003784;5;21.9903717041;2;9.98519229889;10.3632001877;4;22.557236433;
11;2;9.94783401489;10.4951858521;5;23.0619120598;2;10.075378418;10.4951858521;4;23.8035871983;
12;2;10.1889305115;11.0209560394;5;23.9545464516;2;10.3558073044;11.0209560394;5;24.8916251659;
13;2;11.9568777084;11.4571752548;5;24.6819883585;2;12.1677207947;11.4571752548;5;25.8364036083;
14;2;13.9568777084;11.8107032776;5;25.2644146681;2;14.1677207947;11.8107032776;5;26.6592981815;
15;2;15.7228336334;12.415977478;3;25.7245066166;2;16.1677207947;12.0916318893;5;27.3839819431;
16;2;16.7228336334;12.6418743134;3;26.0845712423;2;17.3441429138;12.3113050461;5;28.0334718227;
17;2;17.9754657745;12.4808797836;3;26.1438889503;2;18.4139690399;12.4808797836;5;28.407397747;
18;2;18.7228336334;12.8431663513;4;26.1651208401;2;19.4894981384;12.5;5;28.7683298588;
