Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;9.5;10.0;5;20.0;1;9.5;10.0;5;20.0;
8;1;9.5;10.0;5;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;2;9.59000015259;10.5;4;21.7264003754;2;10.5900001526;10.3999996185;4;21.7264003754;
10;2;9.88844013214;10.3632001877;4;21.9903717041;2;11.6634397507;10.3632001877;4;22.0903717279;
11;2;9.94783401489;10.4951858521;4;23.0819120407;2;12.7228336334;10.4951858521;4;23.2838120461;
12;2;10.1934309006;11.0209560394;4;23.99553442;2;13.238858223;11.0209560394;5;24.3146933317;
13;2;11.9660997391;11.4571752548;4;24.7449600697;2;15.0379104614;11.4571752548;5;25.1981878281;
14;2;13.9660997391;11.8107032776;4;25.3503712416;2;17.0379104614;11.8107032776;5;25.9559320211;
15;2;15.9660997391;12.0916318893;4;25.8344515562;2;19.0379104614;12.0916318893;5;26.6120283604;
16;2;16.7228336334;12.6748571396;4;26.2195074558;2;20.1704521179;12.3113050461;5;27.1901185513;
17;2;18.0058269501;12.4808797836;4;26.3048160076;2;21.2242145538;12.4808797836;5;27.4906733036;
18;2;19.0164165497;12.5;5;26.3530313969;2;22.2832355499;12.5;5;27.7773330212;
