Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;7.0;11.1999998093;4;21.0;
3;1;8.0;12.0;6;20.0;2;8.14999961853;10.0;4;21.0900000334;
4;1;8.0;11.0;6;20.0;2;8.16349983215;10.0;4;21.1871190071;
5;1;8.0;10.0;5;20.0;2;8.17806816101;10.0;4;21.2917383909;
6;1;9.0;10.0;5;20.0;2;9.29064083099;10.0;4;21.4042263031;
7;1;9.5;10.0;5;20.0;2;9.81595134735;10.0;4;21.5249304771;
8;1;9.5;10.0;5;20.3999996185;2;9.84310913086;10.0;4;22.0694183111;
9;1;9.59000015259;10.1999998093;5;20.7264003754;2;9.96561908722;10.1999998093;4;22.5515855551;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;10.0741062164;10.3632001877;4;22.983014226;
11;1;9.72283363342;10.4951858521;5;22.0419120789;2;10.1711778641;10.4951858521;4;24.2738182545;
12;1;9.95943069458;11.0209560394;5;22.9143505096;2;10.4616098404;11.0209560394;5;25.4089095592;
13;1;11.7228336334;11.4571752548;5;23.6214065552;2;12.2841091156;11.4571752548;5;26.4029755592;
14;1;12.7228336334;11.8107032776;5;24.1832637787;2;14.2841091156;11.8107032776;5;27.276881218;
15;1;13.7228336334;12.0916318893;5;24.6226100922;2;16.2841091156;12.0916318893;5;28.0536293983;
16;1;14.7228336334;12.3113050461;5;24.9617595673;2;17.4948120117;12.3113050461;5;28.755402565;
17;1;15.7228336334;12.4808797836;5;25.0;2;18.5764026642;12.4808797836;5;29.1808357239;
18;1;16.7228336334;12.5;6;25.0;2;19.663520813;12.5;5;29.5913586617;
19;1;17.625;12.5;6;25.0;2;20.6580562592;12.5;6;30.0233430862;
20;1;17.625;12.5;7;25.0;2;20.7552528381;12.5;5;30.4742712975;
21;1;17.625;12.5;7;25.0;2;20.856710434;12.5;5;30.9409928322;
22;1;17.625;12.5;7;25.0;2;20.9617233276;12.5;5;31.4197778702;
23;1;17.625;12.5;8;25.0;2;21.0694503784;12.5;5;31.906411171;
24;1;17.625;12.5;8;25.0;2;21.1789417267;12.5;5;32.3963236809;
25;1;17.625;12.5;8;25.0;2;21.2891731262;12.5;6;32.8847527504;
26;1;17.625;12.5;8;25.0;2;21.3990688324;12.5;6;33.3669252396;
27;1;17.625;12.5;8;25.0;2;21.5075588226;12.5;6;33.8382406235;
28;1;17.625;12.5;8;25.0;2;21.6136035919;12.5;6;34.2944498062;
29;1;17.625;12.5;9;25.0;2;21.7162513733;12.5;6;34.7318048477;
30;1;17.625;12.5;9;25.0;2;21.814655304;12.5;6;35.1471776962;
31;1;15.625;13.5;9;25.0;2;21.908115387;12.5;6;35.5381307602;
32;1;14.625;14.5;9;25.0;2;21.9960784912;12.5;6;35.9029474258;
33;1;13.625;15.5;9;25.0;2;22.078163147;12.5;6;36.2406177521;
34;1;12.625;16.5;9;25.0;2;22.1541385651;12.5;6;36.5507898331;
35;1;12.0;17.5;9;25.0;2;22.2239265442;12.5;6;36.8336925507;
36;1;12.0;18.5;9;25.0;2;22.2875804901;12.5;6;37.0900468826;
37;1;12.0;19.5;9;25.0;2;22.3452606201;12.5;6;37.3209609985;
38;1;12.0;20.5;9;25.0;2;22.3972167969;12.5;6;37.5278348923;
39;2;13.0;22.2000007629;8;26.0;2;22.4437637329;12.5;6;37.7122650146;
40;2;14.0;22.5;8;26.0399999619;2;22.4852600098;12.5;7;37.8759651184;
41;2;14.234000206;23.5;9;26.0811839104;2;22.5220909119;12.5;7;38.0;
42;2;14.2432661057;24.5;10;26.1235535145;2;22.5499992371;12.5;7;38.0;
43;2;14.2527999878;25.5;10;26.1671074629;2;22.5499992371;12.5;7;38.0;
44;2;14.2625989914;26.5;11;26.211841464;2;22.5499992371;14.5;7;38.0;
45;2;14.2726640701;27.5;11;26.2577478886;2;22.5499992371;16.5;7;38.0;
46;3;14.2829933167;28.5;10;26.3048160076;2;22.5499992371;18.5;7;38.0;
47;3;14.0;29.5;10;26.3530313969;2;22.5499992371;20.5;7;38.0;
48;3;15.3044319153;27.5;9;26.4023760557;3;22.5499992371;22.5;4;38.0;
49;3;14.3155345917;28.5;10;26.4528282881;3;22.5499992371;22.5;5;38.0;
50;3;14.3268861771;29.5;10;26.5043625832;3;22.5499992371;22.5;5;38.0;
51;3;15.0;28.5;10;26.5569496155;3;22.5499992371;22.5;5;38.0;
52;3;14.3503131866;28.5;10;26.6105561256;3;22.5499992371;22.5;5;38.0;
53;3;14.3623752594;29.5;9;26.6651450396;3;22.5499992371;22.5;6;38.0;
54;3;16.0;29.2000007629;8;27.72067523;3;22.5499992371;22.5;6;38.0;
55;3;18.0;30.2000007629;10;27.9071017504;3;22.5499992371;22.5;6;38.0;
56;4;19.6540985107;31.2000007629;8;28.1098070145;2;22.5499992371;22.5;7;38.0;
57;4;20.0;32.2000007629;9;28.3301695585;2;22.5499992371;22.5;7;38.0;
58;4;21.749288559;33.2000007629;9;28.5695892572;2;22.5499992371;22.5;7;38.0;
59;4;21.625;34.2000007629;8;28.829455018;2;22.5499992371;22.5;6;38.0;
60;4;21.625;34.1806182861;10;29.1111037731;2;22.5499992371;22.5;6;38.0;
61;4;22.5499973297;30.5;10;29.415771246;2;22.5499992371;22.5;6;38.0;
62;4;22.1389598846;30.5;10;29.7445318699;2;20.5499992371;23.5;8;38.0;
63;4;22.6925201416;28.5;10;30.0982296467;2;19.5499992371;24.5;8;38.0;
64;4;21.625;29.5;10;30.4774041176;2;18.5499992371;25.5;8;38.0;
65;5;22.625;32.1212692261;9;31.8822100163;2;17.5499992371;26.5;9;38.0;
66;5;24.4133872986;31.1647834778;10;32.3523378372;2;16.9249992371;27.5;9;38.0;
67;5;24.4081382751;31.5;11;32.8481254578;2;16.9249992371;28.5;9;38.0;
68;5;24.5843696594;32.5;11;33.3681304455;2;16.9249992371;29.5;10;38.0;
69;5;24.6777744293;34.2959060669;12;33.9102710485;2;16.9249992371;30.5;10;38.0;
70;5;25.0385036469;34.3396263123;12;34.4718135595;2;16.9249992371;31.5;9;38.0;
71;5;25.4834938049;33.3482894897;13;35.0493972301;2;16.9249992371;32.5;10;39.3900003433;
72;5;23.9079933167;34.5;13;35.639095068;2;17.0127506256;33.5;10;40.5194797516;
73;5;24.9185829163;34.4700622559;14;36.2365174294;2;16.0127506256;32.5;10;41.424580574;
74;6;27.1532154083;33.5;13;37.836948514;2;16.0127506256;32.5;10;42.1435155869;
75;6;27.3119602203;35.5;13;38.4855152369;2;17.0;32.5;8;42.5640974045;
76;6;25.9518871307;38.5;12;39.1293444633;2;16.0;31.5;8;42.773223877;
77;6;26.2114257812;40.6403121948;13;39.76382339;2;16.0;31.5;8;42.9544582367;
78;6;27.6766338348;37.6403121948;13;40.38471663;2;17.0;32.5;8;43.0;
79;6;28.3395252228;37.5;14;40.9883133173;2;17.375;33.5;8;43.0;
80;6;28.5619697571;37.5;13;41.5715312958;2;17.375;34.5;9;43.0;
81;6;28.3139209747;39.4310302734;14;42.1319826841;2;17.375;35.5;9;43.0;
82;7;26.6798381805;38.5;13;44.0245558023;2;17.375;36.5;9;43.0;
83;7;25.8500003815;41.0;14;45.6737687588;2;17.375;37.5;9;43.0;
84;7;26.0255012512;43.3899993896;14;47.1098585129;2;18.375;35.5;11;43.0;
85;7;26.9949493408;42.6872596741;15;48.3658409119;2;17.375;36.5;11;43.0;
86;7;28.5399456024;41.9097442627;15;49.3252019882;2;17.375;37.5;11;43.0;
87;7;26.2999992371;43.0;15;50.0714366436;2;18.375;35.5;11;43.0;
88;7;28.217540741;40.0;16;50.785595417;2;17.375;36.5;13;43.0;
89;7;28.315826416;41.0;17;51.4689633846;2;17.375;37.5;12;43.0;
90;8;25.845905304;42.0;16;52.1233494282;2;18.375;35.5;12;43.0;
91;8;26.2968902588;41.9008255005;16;52.7508759499;2;17.375;36.5;12;43.0;
92;8;23.2999992371;41.0;16;53.3537919521;2;17.375;37.5;12;43.0;
