Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;13.0;6;20.0;2;7.15000009537;11.0;3;21.0900000334;
3;1;8.0;12.0;6;20.0;2;8.16349983215;10.0;3;21.1871190071;
4;1;8.0;11.0;6;20.0;2;8.17806816101;10.0;3;21.2917383909;
5;1;8.0;10.0;6;20.0;2;8.19376087189;10.0;3;21.4042263031;
6;1;9.0;10.0;6;20.0;2;9.31595134735;10.0;4;21.5249304771;
7;1;9.5;10.0;6;20.0;3;9.84310913086;10.0;3;21.6541694403;
8;1;9.5;10.0;6;20.3999996185;3;9.87218856812;10.0;3;22.2087649107;
9;1;9.59000015259;10.1999998093;6;20.7264003754;3;9.99697208405;10.1999998093;2;22.7014135122;
10;1;9.66343975067;10.3632001877;6;20.9903717041;3;10.1078176498;10.3632001877;2;23.1436295509;
11;1;9.72283363342;10.4951858521;6;22.0419120789;3;10.2073163986;10.4951858521;2;24.4502608776;
12;2;9.95943069458;11.3209562302;4;23.9143505096;3;10.5013093948;11.0209560394;2;25.6018667221;
13;2;11.9478340149;11.4571752548;4;24.6514065266;3;10.7604207993;11.4571752548;2;26.6129477024;
14;2;13.9478340149;11.8107032776;4;25.2438547611;3;12.7604207993;11.8107032776;2;27.5041275024;
15;2;15.9478340149;12.0916318893;4;25.7143762112;3;14.7604198456;12.0916318893;2;28.2981133461;
16;2;16.9684810638;12.3113050461;4;26.0852768421;3;15.3670749664;12.3113050461;2;29.0167398453;
17;2;17.9756240845;12.4808797836;4;26.1558350325;3;15.5287666321;12.4808797836;2;29.4582490921;
18;2;18.9828968048;12.5;4;26.1887089014;3;17.5431938171;12.5;2;29.883644104;
19;2;19.8924598694;12.5;4;26.2221269608;3;18.6389064789;12.5;2;30.3288545609;
20;2;19.8999786377;12.5;5;26.2560760975;3;19.7390785217;12.5;2;30.7909274101;
21;2;19.907617569;12.5;6;26.2905418873;3;20.8430461884;12.5;2;31.2663087845;
22;2;19.9153709412;12.5;5;26.3255085945;3;21.0349197388;12.5;3;31.7509255409;
23;3;19.9232387543;12.5;5;26.3609591722;3;21.1439590454;12.5;3;32.2403049469;
24;3;19.9312152863;12.5;5;26.3968753815;3;21.2540683746;12.5;3;32.7297272682;
25;3;19.9392967224;12.5;5;26.4332377911;3;21.3641891479;12.5;3;33.2144021988;
26;3;19.947479248;12.5;5;26.4700255394;3;21.4732398987;12.5;3;33.6896543503;
27;3;19.625;13.0880098343;5;26.5072168112;3;21.5801715851;12.5;3;34.1511049271;
28;3;19.625;13.1028871536;5;26.5447884798;3;21.6839981079;12.5;3;34.5948324203;
29;3;17.9725780487;13.5;4;26.5827163458;3;21.7838363647;12.5;3;35.0175008774;
30;3;16.9811115265;14.5;4;26.6209751368;3;21.8789367676;12.5;3;35.4164476395;
