Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;6.0;14.3000001907;3;21.0;1;6.0;12.0;4;20.0;
2;2;7.15000009537;13.0;3;21.0599999428;1;7.0;11.0;5;20.0;
3;2;8.15900039673;12.0;3;21.1229639053;1;8.0;10.0;5;20.0;
4;2;8.16844463348;11.0;3;21.1889609098;1;8.0;10.0;5;20.0;
5;2;8.17834377289;10.0;3;21.2580518723;1;8.0;10.0;5;20.0;
6;2;9.2830619812;10.0;3;21.3302885294;1;9.0;10.0;5;20.0;
7;2;9.7993144989;10.0;3;21.4057120085;2;9.5;10.1999998093;4;21.0;
8;2;9.81628513336;10.0;2;21.8984082937;2;9.72500038147;10.0;4;21.469999671;
9;2;9.92714214325;10.1999998093;2;22.3222295046;2;9.83075046539;10.1999998093;4;21.8705514669;
10;2;10.0225009918;10.3632001877;2;22.688400507;2;9.92087364197;10.3632001877;4;22.2129640579;
11;2;10.1048898697;10.4951858521;2;23.8809107542;2;9.99791717529;10.4951858521;4;23.3718163967;
12;2;10.3732051849;11.0209560394;2;24.9034298658;2;10.2586593628;11.0209560394;5;24.3595588207;
13;2;12.1703767776;11.4571752548;1;25.7698295116;2;12.0480051041;11.4571752548;5;25.1902494431;
14;2;14.1703767776;11.8107032776;1;26.500371933;2;14.0480051041;11.8107032776;5;25.884378314;
15;2;16.170375824;12.0916318893;1;27.1177392006;2;16.0480060577;12.0916318893;5;26.4648982286;
16;2;17.284236908;12.3113050461;1;27.6441450119;2;17.137348175;12.3113050461;5;26.9543362856;
17;2;18.3263702393;12.4808797836;3;27.878672123;2;18.171163559;12.4808797836;5;27.1521308422;
18;3;19.3705348969;12.5;2;28.0836718082;2;19.2070636749;12.5;5;27.3210272789;
19;3;20.3188266754;12.5;2;28.2969486713;2;20.1472320557;12.5;5;27.4992582798;
20;3;20.3668136597;12.5;3;28.5179448128;2;20.1873321533;12.5;5;27.6867210865;
21;3;20.4165382385;12.5;4;28.7459800243;2;20.229511261;12.5;7;27.8832085133;
22;4;20.4678459167;12.5;3;37.4802544117;2;20.2737216949;12.5;7;28.0884003639;
23;4;20.625;13.5;3;38.059855938;2;20.3198890686;12.5;7;28.3018581867;
24;4;22.5744667053;12.5;3;38.6273131371;2;20.3679180145;12.5;8;28.5230212212;
25;4;23.6293487549;12.5;3;39.1801753044;2;20.417678833;12.5;8;28.7512066364;
26;4;24.6849517822;12.5;2;39.7163267136;2;20.4690208435;12.5;8;28.9856116772;
27;4;24.625;13.5;3;40.2339968681;2;20.5217628479;12.5;8;29.2253217697;
28;4;25.625;14.5;3;40.7317533493;2;20.5756969452;12.5;8;29.4693202972;
29;4;25.2474689484;13.5;3;41.2084884644;2;20.6305961609;12.5;8;29.716504097;
30;4;24.6346359253;14.5;3;41.6633982658;2;20.686214447;12.5;8;29.9657006264;
31;4;23.7842216492;15.5;3;42.0959534645;2;19.625;13.5;8;30.2156887054;
32;4;22.924659729;16.5;3;42.5058751106;2;20.625;12.5;8;30.4652233124;
33;4;22.4310798645;17.5;4;42.8931035995;2;20.854675293;12.5;8;30.7130589485;
34;5;22.5536804199;18.5;3;43.2577753067;2;19.625;13.5;9;30.9579744339;
35;5;22.667722702;19.5;3;43.5958390236;2;19.625;14.5;9;31.198797226;
36;5;22.7715644836;20.5;4;43.8019137383;2;20.625;12.5;9;31.4344263077;
37;5;21.1749992371;22.5;4;43.9989256859;2;19.625;13.5;9;31.6638503075;
38;5;21.1749992371;24.5;4;44.1864795685;2;19.625;14.5;10;31.8861660957;
39;5;21.1749992371;26.5;4;44.3643078804;2;20.625;12.5;11;32.1005897522;
40;5;21.1749992371;28.5;5;44.5322656631;2;21.2226333618;12.5;11;32.3064651489;
41;6;21.1749992371;30.5;4;45.6903190613;2;21.2689552307;12.5;11;32.5032672882;
42;6;22.1749992371;32.2332229614;5;45.9460381269;2;19.625;13.5;12;32.6906037331;
43;6;23.1749992371;33.3369750977;6;46.2024450302;2;19.625;14.5;11;32.8682103157;
44;6;25.7264137268;32.5;6;46.460509181;2;20.625;12.5;11;33.035943985;
45;6;25.784450531;34.5;7;46.7212560177;2;19.625;13.5;12;33.1937742233;
46;6;27.8478050232;34.5;9;46.9857383966;2;20.625;15.5;11;33.3417720795;
47;6;27.9168014526;36.5;9;47.2550088167;2;21.5018997192;17.5;11;33.4800977707;
48;6;28.991733551;38.5;10;47.4952818155;2;21.5330219269;19.5;13;33.6089868546;
49;6;30.6978759766;35.5;13;47.6899158955;2;21.5620212555;21.5;13;33.7287387848;
50;6;31.7854614258;34.5;13;47.899273634;3;21.5889663696;22.5;9;43.8397035599;
51;6;31.90467453;33.5;13;48.1236231327;3;22.6139335632;23.5;11;44.3422698975;
52;6;32.0056304932;32.5;13;48.3630647659;3;23.6370105743;24.5;11;44.7743997574;
53;6;32.1133804321;32.5;13;48.6175034046;3;24.6499996185;25.5;12;45.1219387054;
54;6;32.2278747559;32.5;13;48.8866217136;4;25.6499996185;26.5;11;45.4420347214;
55;6;32.34897995;32.5;13;49.1698577404;4;26.2244567871;27.5;12;45.7347183228;
56;6;32.476436615;32.5;15;49.4663875103;5;26.2903118134;27.5;11;46.0005426407;
57;6;32.6098747253;32.5;17;49.7751159668;5;26.3501224518;27.5;11;46.2404880524;
58;6;32.7488021851;32.5;17;50.0946760178;5;26.4041099548;27.5;11;46.4558610916;
59;6;32.8926048279;32.5;17;50.4234399796;5;26.4525680542;27.5;11;46.6481971741;
60;6;33.0405464172;32.5;18;50.7595415115;5;26.4958438873;27.5;11;46.8191757202;
61;6;33.1917915344;32.5;18;51.1009097099;5;26.5343151093;27.5;11;46.9705476761;
62;6;33.3454093933;32.5;20;51.4453148842;5;26.5683727264;27.5;11;48.0;
63;7;33.5003929138;32.5;19;51.7904214859;5;27.5749988556;28.5;12;49.0399999619;
64;7;33.6556892395;32.5;20;53.5649824142;5;29.5749988556;30.5;12;49.2111839056;
65;7;32.1482429504;34.0;20;55.0890598297;5;30.5749988556;32.5;13;49.3989845514;
66;7;32.5583953857;35.3899993896;20;56.3952326775;5;31.1147708893;34.5;13;49.6048315763;
67;7;32.9428787231;36.6872596741;20;57.4278516769;5;31.1610870361;36.5;13;49.8301764727;
68;7;34.2433738708;34.9097442627;21;58.1401977539;5;30.5749988556;38.1059188843;14;50.0764597654;
69;7;35.4644622803;34.0;21;58.6476650238;6;30.8579921722;38.4093551636;13;50.3450703621;
70;7;33.8651885986;35.0;21;59.1249027252;6;30.5749988556;38.1524085999;13;52.1441968679;
71;7;33.0562057495;36.0;20;59.4785013199;6;31.7324428558;38.0;13;53.7174685001;
72;7;32.2153244019;37.0;20;59.812286377;6;31.1640052795;40.1183242798;14;55.1038722992;
73;8;29.3655281067;39.0;15;70.1250743866;6;32.3983726501;38.6872596741;14;56.3436014652;
74;8;29.2562828064;42.0;15;71.9161624908;6;32.3125;39.7204284668;15;57.2960404158;
75;8;31.087272644;46.0;16;72.73779881;7;32.8916091919;39.0;14;57.9708836079;
76;8;33.2083854675;50.0;16;73.5125848055;7;32.6386756897;39.0;14;58.6713776588;
77;8;34.5819320679;54.0;16;74.2391893864;7;31.2010593414;40.0;14;59.304279089;
78;8;35.7041854858;58.0;18;74.9175361395;7;29.8958873749;41.9946098328;15;59.971865654;
79;9;36.8185424805;61.0;17;75.548648119;7;30.1700000763;40.0;15;60.6696352959;
80;9;37.5975112915;64.0;18;76.1344569921;7;29.1930828094;40.0;16;61.3918530941;
81;9;38.6728744507;67.0;18;76.6775964499;8;28.29637146;42.0;15;62.1316874027;
82;9;39.7405014038;70.0;18;77.1790534258;8;28.2410984039;40.0;15;62.8814487457;
83;9;40.8000030518;73.0;19;77.5267854929;8;29.2659626007;41.0;18;63.6329145432;
84;10;41.8000030518;76.0;18;77.8553054333;8;30.291343689;42.0;18;64.3777198792;
