Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;2;8.0;11.3000001907;5;21.0;1;8.0;10.0;5;20.0;
5;2;8.14999961853;10.0;5;21.1200000048;1;8.0;10.0;4;20.0;
6;2;9.25199985504;10.0;5;21.2530560493;1;9.0;10.0;3;20.0;
7;2;9.78193759918;10.0;5;21.4002518654;1;9.5;10.0;3;20.0;
8;2;9.81505680084;10.0;5;21.9766796827;1;9.5;10.0;3;20.3999996185;
9;2;9.94475364685;10.1999998093;5;22.4989564419;1;9.59000015259;10.1999998093;3;20.7264003754;
10;2;10.0622644424;10.3632001877;5;22.9796661139;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;10.1704244614;10.4951858521;5;24.3497066498;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;10.4786844254;11.0209560394;5;25.5842888355;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;12.3235692978;11.4571752548;5;26.7006480694;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;14.3235702515;11.8107032776;5;27.7219514847;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;16.3235702515;12.0916318893;5;28.6730384827;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;17.634180069;12.3113050461;5;29.5772051811;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;18.76130867;12.4808797836;5;30.2332024574;1;15.7228336334;12.4808797836;4;25.0;
18;2;19.9003047943;12.5;6;30.9013147354;1;16.7228336334;12.5;4;25.0;
