Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;2;8.0;10.3000001907;5;21.0;1;8.0;10.0;5;20.0;
6;2;9.22500038147;10.0;5;21.0900000334;1;9.0;10.0;5;20.0;
7;2;9.74524974823;10.0;5;21.1871190071;1;9.5;10.0;5;20.0;
8;2;9.76710128784;10.0;5;21.7036092281;1;9.5;10.0;5;20.3999996185;
9;2;9.88331222534;10.1999998093;5;22.1564130783;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;9.98519229889;10.3632001877;5;22.557236433;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.075378418;10.4951858521;5;23.8035871983;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;10.3558073044;11.0209560394;3;24.8916251659;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;12.1677207947;11.4571752548;3;25.8364036083;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;14.1677207947;11.8107032776;2;26.6592981815;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;16.1677207947;12.0916318893;2;27.3839819431;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;17.3441429138;12.3113050461;2;28.0334718227;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;18.4139690399;12.4808797836;2;28.407397747;1;15.7228336334;12.4808797836;6;25.0;
18;2;19.4894981384;12.5;3;28.7683298588;1;16.7228336334;12.5;6;25.0;
