Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;2;8.0;12.3000001907;5;21.0;1;8.0;10.0;5;20.0;
4;2;8.14999961853;11.0;5;21.0599999428;2;8.0;10.1999998093;4;21.0;
5;2;8.15900039673;10.0;5;21.1229639053;2;8.14999961853;10.0;4;21.0299999714;
6;2;9.25266647339;10.0;5;21.1889609098;2;9.23174953461;10.0;4;21.0605909824;
7;2;9.76751613617;10.0;5;21.2580518723;2;9.73863315582;10.0;4;21.091766119;
8;2;9.7830619812;10.0;5;21.7428686619;2;9.74564743042;10.0;4;21.534434557;
9;2;9.89214611053;10.1999998093;5;22.1586660147;2;9.84524822235;10.1999998093;4;21.9046876431;
10;2;9.98569965363;10.3632001877;5;22.5167047977;2;9.92855453491;10.3632001877;4;22.2136896849;
11;2;10.0662584305;10.4951858521;5;23.6975815296;2;9.9980802536;10.4951858521;4;23.3236640692;
12;2;10.3319559097;11.0209560394;5;24.7081744671;2;10.2478246689;11.0209560394;5;24.2565786839;
13;2;12.1264438629;11.4571752548;5;25.5624349117;2;12.0248346329;11.4571752548;5;25.0261526108;
14;2;14.1264438629;11.8107032776;5;26.2807190418;2;14.0248346329;11.8107032776;5;25.6525614262;
15;2;15.7228336334;12.7208681107;5;26.8858177662;2;16.0248355865;12.0916318893;5;26.1584771872;
16;2;17.2320556641;12.3113050461;5;27.4000668526;2;17.068403244;12.3113050461;5;26.5661897659;
17;2;18.2714538574;12.4808797836;5;27.6226844788;2;18.0838298798;12.4808797836;5;26.6749540567;
