Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;1;9.5;10.0;6;20.0;1;9.5;10.0;5;20.0;
8;1;9.5;10.0;6;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;9.59000015259;10.1999998093;6;20.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;9.66343975067;10.3632001877;6;20.9903717041;1;9.66343975067;10.3632001877;5;20.9903717041;
11;1;9.72283363342;10.4951858521;5;22.0419120789;1;9.72283363342;10.4951858521;5;22.0419120789;
12;1;9.95943069458;11.0209560394;5;22.9143505096;1;9.95943069458;11.0209560394;5;22.9143505096;
13;1;11.7228336334;11.4571752548;5;23.6214065552;1;11.7228336334;11.4571752548;5;23.6214065552;
14;1;12.7228336334;11.8107032776;4;24.1832637787;1;12.7228336334;11.8107032776;5;24.1832637787;
15;1;13.7228336334;12.0916318893;3;24.6226100922;1;13.7228336334;12.0916318893;5;24.6226100922;
16;1;14.7228336334;12.3113050461;3;24.9617595673;1;14.7228336334;12.3113050461;5;24.9617595673;
17;1;15.7228336334;12.4808797836;3;25.0;1;15.7228336334;12.4808797836;4;25.0;
18;1;16.7228336334;12.5;4;25.0;1;16.7228336334;12.5;4;25.0;
19;1;17.625;12.5;4;25.0;2;18.625;12.6999998093;3;26.0;
20;1;17.625;12.5;4;25.0;2;19.625;12.5;3;26.0900000334;
21;1;17.625;12.5;4;25.0;2;19.625;12.5;4;26.1871190071;
22;1;17.625;12.5;5;25.0;2;19.625;12.5;4;26.2917383909;
23;1;17.625;12.5;5;25.0;2;19.625;12.5;4;26.4042263031;
24;1;17.625;12.5;5;25.0;2;19.9409503937;12.5;4;26.5249304771;
25;1;17.625;12.5;5;25.0;2;19.9681091309;12.5;4;26.6541694403;
26;1;17.625;12.5;5;25.0;2;19.9971885681;12.5;4;26.7922235727;
27;1;17.625;12.5;5;25.0;2;20.0282497406;12.5;4;26.9393253326;
28;1;17.625;12.5;5;25.0;2;20.0613479614;12.5;4;27.0956480503;
29;1;17.625;12.5;4;25.0;2;20.0965213776;12.5;4;27.261295557;
30;1;17.625;12.5;4;25.0;2;19.625;13.5;4;27.4362905025;
31;1;15.625;13.5;4;25.0;2;19.625;13.7181453705;4;27.6205644608;
32;1;14.625;14.5;4;25.0;2;20.2146263123;12.5;4;27.8139474392;
33;1;13.625;15.5;4;25.0;2;20.2581386566;12.5;3;28.016159296;
34;1;12.625;16.5;4;25.0;2;19.625;13.5;3;28.2268030643;
35;1;12.0;17.5;5;25.0;2;19.625;14.113401413;3;27.945360899;
36;1;12.0;18.5;5;25.0;2;19.625;13.9726800919;3;28.1531455517;
37;1;12.0;19.5;5;25.0;2;20.3344573975;12.5;3;28.3690369129;
38;1;12.0;20.5;5;25.0;2;19.625;13.5;3;28.592436552;
39;1;12.0;21.5;5;25.0;2;19.625;14.2962179184;3;28.3226242065;
40;1;12.0;22.5;6;25.0;2;20.3725910187;12.5;3;28.04448843;
41;1;12.0;23.5;6;25.0;2;20.3100090027;12.5;3;28.2562482357;
42;1;12.0;24.5;7;25.0;2;20.3576564789;12.5;4;27.9758415222;
43;1;12.0;25.5;9;25.0;2;19.625;13.5;4;27.6848692894;
44;1;12.0;26.5;9;25.0;2;19.625;13.8424348831;5;27.3812708855;
45;1;12.0;27.5;10;25.0;2;19.625;13.6906356812;5;27.5626933575;
46;1;12.0;28.5;11;25.0;2;20.2016067505;12.5;5;27.7532887459;
47;1;12.0;29.5;12;25.0;2;20.2444896698;14.5;6;27.452811718;
48;1;13.0;27.5;12;25.0;2;20.1768836975;16.5;6;27.1379301548;
49;1;12.0;28.5;13;25.0;2;20.1060333252;18.5;7;27.3060157299;
50;1;12.0;29.5;12;25.0;2;20.1438541412;20.5;4;27.4834401608;
51;1;13.0;27.5;13;25.0;2;20.1837730408;22.5;2;27.6701095104;
52;1;12.0;28.5;13;25.0;2;20.225774765;22.5;1;26.3658256531;
53;1;12.0;29.5;13;25.0;2;19.9323101044;22.5;1;26.4837534428;
54;1;13.0;27.5;14;25.0;2;19.9588451385;22.5;1;26.1101135015;
55;1;12.0;28.5;15;25.0;2;19.8747749329;22.5;2;26.2088013887;
56;1;12.0;29.5;16;25.0;2;19.8969802856;22.5;2;26.3150695562;
57;1;13.0;27.5;16;25.0;2;19.9208908081;22.5;1;25.9292824268;
58;1;12.0;28.5;17;25.0;2;19.8340892792;22.5;1;25.0;
59;1;12.0;29.5;19;25.0;0;0;0;0;0;
