Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;13.0;6;20.0;2;7.15000009537;11.0;3;21.0599999428;
3;1;8.0;12.0;6;20.0;2;8.15900039673;10.0;2;21.1229639053;
4;1;8.0;11.0;6;20.0;2;8.16844463348;10.0;2;21.1889609098;
5;1;8.0;10.0;6;20.0;2;8.17834377289;10.0;2;21.2580518723;
6;1;9.0;10.0;6;20.0;2;9.2830619812;10.0;2;21.3302885294;
7;1;9.5;10.0;6;20.0;2;9.7993144989;10.0;2;21.4057120085;
8;1;9.5;10.0;6;20.3999996185;2;9.81628513336;10.0;2;21.8984082937;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;9.92714214325;10.1999998093;2;22.3222295046;
10;2;9.66343975067;10.6632003784;5;21.9903717041;2;10.0225009918;10.3632001877;2;22.688400507;
11;2;9.94783401489;10.4951858521;5;23.1319121122;2;10.1048898697;10.4951858521;2;23.8809107542;
12;2;10.2046804428;11.0209560394;5;24.1014695168;2;10.3732051849;11.0209560394;2;24.9034298658;
13;2;11.9899349213;11.4571752548;4;24.9131449461;2;12.1703767776;11.4571752548;2;25.7698295116;
14;2;13.9899349213;11.8107032776;4;25.5874900818;2;14.1703767776;11.8107032776;2;26.500371933;
15;2;15.9899349213;12.0916318893;4;26.1475405693;2;16.170375824;12.0916318893;2;27.1177392006;
16;2;17.0659427643;12.3113050461;4;26.6159290075;2;17.284236908;12.3113050461;3;27.6441450119;
17;2;18.0950222015;12.4808797836;4;26.7922235727;3;18.3263702393;12.4808797836;3;27.878672123;
18;2;19.126083374;12.5;5;26.9393253326;3;19.3705348969;12.5;4;28.0836718082;
19;2;20.0613479614;12.5;4;27.0956480503;3;20.3188266754;12.5;5;28.2969486713;
20;2;20.0965213776;12.5;5;27.261295557;3;20.3668136597;12.5;5;28.5179448128;
21;2;20.1337909698;12.5;5;27.4362905025;3;20.4165382385;12.5;5;28.7459800243;
22;2;20.1731643677;12.5;4;27.6205644608;3;20.4678459167;12.5;5;28.9802544117;
23;2;20.2146263123;12.5;4;27.8139474392;3;20.5205574036;12.5;5;29.2198557854;
24;2;19.625;13.5;4;28.016159296;3;20.5744667053;12.5;5;29.4637694359;
25;2;18.3036365509;13.5;6;28.2268030643;3;20.6293487549;12.5;5;29.7108941078;
26;2;17.3510303497;14.5;6;28.445360899;3;20.6849517822;12.5;6;29.9600582123;
27;2;16.4002056122;15.5;6;28.6711919308;3;19.625;13.5;5;30.2100424767;
28;2;15.4510183334;16.5;7;28.9035346508;3;20.625;12.5;5;30.4596014023;
29;2;14.8782958984;17.5;8;29.141512394;3;19.625;13.5;5;30.7074890137;
30;2;14.9318408966;18.5;8;29.3841423988;3;19.625;14.5;5;30.952483654;
