Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;8.0;10.0;5;20.0;2;8.0;10.1999998093;3;21.0;
6;1;9.0;10.0;5;20.0;2;9.22500038147;10.0;3;21.0900000334;
7;1;9.5;10.0;5;20.0;2;9.74524974823;10.0;3;21.1871190071;
8;1;9.5;10.0;5;20.3999996185;2;9.76710128784;10.0;3;21.7036092281;
9;1;9.59000015259;10.1999998093;5;20.7264003754;2;9.88331222534;10.1999998093;3;22.1564130783;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;9.98519229889;10.3632001877;2;22.557236433;
11;1;9.72283363342;10.4951858521;4;22.0419120789;2;10.075378418;10.4951858521;2;23.8035871983;
12;1;9.95943069458;11.0209560394;4;22.9143505096;2;10.3558073044;11.0209560394;3;24.8916251659;
13;1;11.7228336334;11.4571752548;4;23.6214065552;2;12.1677207947;11.4571752548;3;25.8364036083;
14;1;12.7228336334;11.8107032776;4;24.1832637787;2;14.1677207947;11.8107032776;2;26.6592981815;
15;1;13.7228336334;12.0916318893;4;24.6226100922;2;16.1677207947;12.0916318893;2;27.3839819431;
16;1;14.7228336334;12.3113050461;3;24.9617595673;2;17.3441429138;12.3113050461;2;28.0334718227;
17;1;15.7228336334;12.4808797836;3;25.0;2;18.4139690399;12.4808797836;2;28.407397747;
18;1;16.7228336334;12.5;4;25.0;2;19.4894981384;12.5;2;28.7683298588;
