Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;2;10.5;10.3000001907;4;21.0;2;9.5;10.1999998093;4;21.0;
8;2;11.5;10.0;4;21.3999996185;2;9.72500038147;10.0;4;21.469999671;
9;2;12.5900001526;10.1999998093;4;21.7264003754;2;9.83075046539;10.1999998093;4;21.8705514669;
10;2;12.8884391785;10.3632001877;4;21.9903717041;2;9.92087364197;10.3632001877;4;22.2129640579;
11;2;12.9478340149;10.4951858521;4;23.0819120407;2;9.99791717529;10.4951858521;4;23.3718163967;
12;2;13.1934309006;11.0209560394;4;23.99553442;2;10.2586593628;11.0209560394;5;24.3595588207;
13;2;15.9568338394;11.7815303802;4;24.7449600697;2;12.0480051041;11.4571752548;5;25.1902494431;
14;2;17.9568328857;11.8107032776;4;25.3503712416;2;14.0480051041;11.8107032776;5;25.884378314;
15;2;18.7228336334;12.4417638779;4;25.8344515562;2;16.0480060577;12.0916318893;5;26.4648982286;
16;2;19.7228336334;12.6748571396;4;26.2195074558;2;17.137348175;12.3113050461;5;26.9543362856;
17;2;21.0058269501;12.4808797836;4;26.3048160076;2;18.171163559;12.4808797836;5;27.1521308422;
18;2;22.016418457;12.5;4;26.3530313969;2;19.2070636749;12.5;5;27.3210272789;
