Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;7.0;11.1999998093;4;21.0;
3;1;8.0;12.0;6;20.0;2;8.14999961853;10.0;4;21.0900000334;
4;1;8.0;11.0;5;20.0;2;8.16349983215;10.0;4;21.1871190071;
5;1;8.0;10.0;5;20.0;2;8.17806816101;10.0;4;21.2917383909;
6;1;9.0;10.0;5;20.0;2;9.29064083099;10.0;4;21.4042263031;
7;1;9.5;10.0;5;20.0;2;9.81595134735;10.0;4;21.5249304771;
8;1;9.5;10.0;5;20.3999996185;2;9.84310913086;10.0;4;22.0694183111;
9;2;9.59000015259;10.5;4;21.7264003754;2;9.96561908722;10.1999998093;4;22.5515855551;
10;2;9.88844013214;10.3632001877;4;21.9903717041;2;10.0741062164;10.3632001877;4;22.983014226;
11;2;9.94783401489;10.4951858521;4;23.0619120598;2;10.1711778641;10.4951858521;4;24.2738182545;
12;2;10.1889305115;11.0209560394;4;23.9545464516;2;10.4616098404;11.0209560394;5;25.4089095592;
13;2;11.9568777084;11.4571752548;4;24.6819883585;2;12.2841091156;11.4571752548;5;26.4029755592;
14;2;13.9568777084;11.8107032776;4;25.2644146681;2;14.2841091156;11.8107032776;5;27.276881218;
15;2;15.9568777084;12.0916318893;4;25.7245066166;2;16.2841091156;12.0916318893;5;28.0536293983;
16;2;16.9707603455;12.3113050461;4;26.0845712423;2;17.4948120117;12.3113050461;5;28.755402565;
17;2;17.9754657745;12.4808797836;4;26.1438889503;2;18.5764026642;12.4808797836;5;29.1808357239;
18;2;18.9802093506;12.5;5;26.1651208401;2;19.663520813;12.5;5;29.5913586617;
19;2;19.8871517181;12.5;5;26.1864993572;2;20.6580562592;12.5;6;30.0233430862;
20;2;19.625;12.9745998383;5;26.2080165148;2;20.7552528381;12.5;6;30.4742712975;
21;2;19.625;12.983206749;5;26.2296639681;2;19.625;13.5;6;30.9409928322;
22;2;19.625;12.9918651581;5;26.2514331341;2;19.625;14.2822980881;6;31.4197778702;
23;2;19.625;13.0005731583;6;26.2733153105;2;19.625;14.4259338379;6;31.906411171;
24;3;19.625;13.0093259811;5;26.2953014374;3;20.625;12.5;5;32.3963236809;
25;3;17.9164428711;13.5;6;26.3173824549;3;21.2891731262;12.5;5;32.8847527504;
26;3;16.9214115143;14.5;6;26.3395489454;3;21.3990688324;12.5;5;33.3669252396;
27;3;17.625;13.0358200073;6;26.3617914915;3;21.5075588226;12.5;6;33.8382406235;
28;4;18.9314041138;12.5;5;26.3841004372;3;21.6136035919;12.5;6;34.2944498062;
29;4;16.936422348;13.5;5;26.4064661264;3;21.7162513733;12.5;5;34.7318048477;
30;4;15.9414548874;14.5;4;26.428878665;3;19.814655304;13.5;5;35.1471776962;
31;4;14.9464979172;15.5;4;26.4513280392;3;18.908115387;14.5;5;35.5381307602;
32;4;14.3265485764;16.5;3;26.4738043547;3;17.9960784912;15.5;5;35.9029474258;
33;4;14.3316059113;17.5;3;26.4962974787;3;16.9960784912;14.5;5;36.2406177521;
34;4;14.3366670609;18.5;3;26.5187973976;3;15.9960794449;14.5;5;36.5507898331;
35;4;14.3417291641;19.5;3;26.5412938595;3;15.625;13.5;4;36.8336925507;
36;4;14.3467912674;20.5;4;26.5637768507;3;16.625;14.5;4;37.0900468826;
37;4;14.351849556;21.5;5;26.5862361193;3;15.625;13.5;5;37.3209609985;
38;4;14.3569030762;22.5;5;26.6086617708;3;16.0;14.5;5;37.5278348923;
39;4;14.361948967;23.5;5;26.6310436726;3;15.0;13.5;5;37.7122650146;
40;4;14.366985321;24.5;5;26.6533719301;3;16.0;14.5;5;37.8759651184;
41;4;14.3720092773;25.5;4;26.6756366491;3;17.0;15.5;3;38.0;
42;4;14.3770179749;26.5;5;26.6978281736;3;16.0;14.5;4;38.0;
43;4;14.3820114136;27.5;5;26.7199368477;3;16.0;14.5;5;38.0;
44;4;14.3869857788;28.5;6;26.7419531345;3;16.9249992371;15.5;6;38.0;
45;4;14.3919391632;29.5;8;26.7638677359;3;16.9249992371;16.5;7;38.0;
46;4;15.3968696594;27.5;11;26.7856714725;4;16.9249992371;17.5;5;38.0;
47;4;14.4017763138;28.5;11;26.8073554039;4;16.9249992371;18.5;5;38.0;
48;4;14.4066553116;29.5;12;26.8289107084;4;16.9249992371;19.5;5;38.0;
49;4;15.4115047455;27.5;13;26.8503289223;4;17.9249992371;18.5;5;38.0;
50;4;14.4163236618;28.5;13;26.8716015816;4;18.9249992371;19.5;5;38.0;
51;4;14.4211101532;29.5;13;26.8927206993;4;19.9249992371;20.5;5;38.0;
52;4;15.4258623123;27.5;13;26.9136784077;4;20.9249992371;21.5;4;38.0;
53;4;16.4305782318;27.5;14;26.9344670773;4;21.9249992371;22.5;6;38.0;
54;4;17.0;27.5;14;26.9550794363;4;22.5499992371;22.5;6;38.0;
55;4;18.0;27.5;14;26.9755084515;4;22.5499992371;22.5;6;38.0;
56;4;19.4444885254;27.5;15;26.9957473278;4;22.5499992371;22.5;6;38.0;
57;4;20.0740432739;27.5;15;27.0;4;22.5499992371;22.5;5;38.0;
58;4;20.0750007629;26.5;16;27.0;4;22.5499992371;22.5;3;38.0;
59;4;20.0750007629;25.5;17;27.0;4;22.5499992371;22.5;3;38.0;
60;4;20.0750007629;24.5;17;27.0;4;22.5499992371;22.5;4;38.0;
61;4;20.0750007629;23.5;17;27.0;4;22.5499992371;22.5;4;38.0;
62;4;20.0750007629;22.5;18;27.0;4;22.5499992371;22.5;4;38.0;
63;4;20.0750007629;22.5;18;27.0;4;22.5499992371;22.5;5;38.0;
64;4;20.0750007629;22.5;19;27.0;4;22.5499992371;22.5;6;38.0;
65;4;20.0750007629;22.5;19;27.0;4;22.5499992371;22.5;6;38.0;
66;4;20.0750007629;22.5;19;27.0;4;22.5499992371;22.5;6;38.0;
67;4;20.0750007629;22.5;20;27.0;4;22.5499992371;22.5;7;38.0;
68;4;20.0750007629;22.5;19;27.0;4;22.5499992371;22.5;6;38.0;
69;4;20.0750007629;22.5;19;27.0;4;22.5499992371;22.5;5;38.0;
70;4;20.0750007629;22.5;19;27.0;4;22.5499992371;22.5;6;38.0;
71;4;20.0750007629;22.5;19;27.0;4;22.5499992371;22.5;6;38.0;
72;4;20.0750007629;22.5;20;27.0;4;22.5499992371;22.5;7;38.0;
73;4;20.0750007629;22.5;20;27.0;4;22.5499992371;22.5;7;38.0;
74;4;20.0750007629;22.5;20;27.0;4;22.5499992371;22.5;7;38.0;
75;4;20.0750007629;22.5;20;27.0;4;22.5499992371;22.5;8;38.0;
76;4;20.0750007629;22.5;22;27.0;4;22.5499992371;22.5;8;39.3900003433;
77;4;20.0750007629;22.5;22;27.0;4;22.8627510071;23.0;9;40.5194797516;
78;4;20.0750007629;22.5;22;27.0;4;21.0382518768;24.3899993896;9;41.424580574;
79;4;20.0750007629;22.5;22;27.0;4;20.1720180511;25.6872596741;9;42.1435155869;
80;4;20.0750007629;22.5;22;27.0;4;20.2593841553;26.9097423553;9;42.5640974045;
81;4;20.0750007629;22.5;23;27.0;4;21.2999992371;25.0;10;42.773223877;
82;4;20.0750007629;22.5;23;27.0;4;22.2999992371;24.0;10;42.9544582367;
83;4;20.0750007629;22.5;23;28.0;4;23.2999992371;24.0;10;43.0;
84;4;19.8500003815;24.0;23;28.7800006866;4;23.6749992371;24.0;12;43.0;
85;4;20.0255012512;24.7899990082;24;29.3745174408;4;21.6749992371;25.0;12;43.0;
86;4;20.1592674255;25.0872592926;24;29.8194847107;4;20.6749992371;26.0;13;43.0;
87;4;20.7093849182;23.9097423553;24;30.0;4;20.2999992371;27.0;12;43.0;
88;4;20.75;24.0;24;30.0;4;20.2999992371;28.0;10;43.0;
89;4;20.75;24.0;25;30.0;4;20.2999992371;29.0;11;43.0;
90;4;20.75;24.0;25;30.0;4;20.2999992371;30.0;11;43.0;
91;4;20.75;24.0;25;30.0;4;20.2999992371;31.0;12;43.0;
