Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;6;20.0;
4;1;8.0;11.0;6;20.0;2;8.0;10.3999996185;5;21.0;
5;1;8.0;10.0;6;20.0;2;8.14999961853;10.0;5;21.0599999428;
6;1;9.0;10.0;6;20.0;2;9.23849964142;10.0;5;21.1229639053;
7;1;9.5;10.0;6;20.0;2;9.75266647339;10.0;4;21.1889609098;
8;1;9.5;10.0;6;20.3999996185;2;9.76751613617;10.0;4;21.6699410677;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;9.87573719025;10.1999998093;4;22.0818096399;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;9.96840667725;10.3632001877;4;22.4358423948;
11;2;9.72283363342;10.7951860428;5;23.0419120789;2;10.0480642319;10.4951858521;4;23.6254906654;
12;2;10.184431076;11.0209560394;5;23.9543504715;2;10.315735817;11.0209560394;4;24.6470454931;
13;2;11.9568338394;11.4571752548;4;24.7025904655;2;10.5455856323;11.4571752548;4;25.5146756172;
14;2;13.9568338394;11.8107032776;4;25.3068172932;2;12.5455856323;11.8107032776;4;26.2489478588;
15;2;15.9568338394;12.0916318893;4;25.789717555;2;14.5455856323;12.0916318893;4;26.8728489876;
16;2;16.9854335785;12.3113050461;4;26.1736010313;2;15.6620330811;12.3113050461;4;27.4088890553;
17;2;17.7228336334;12.8444318771;4;26.2577478886;2;16.7063331604;12.4808797836;4;27.6564292908;
18;2;19.0058269501;12.5;5;26.3048160076;2;17.7534255981;12.5;4;27.8780703545;
