Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;2;9.5;10.3000001907;5;21.0;2;9.5;10.1999998093;4;21.0;
8;2;9.72500038147;10.0;5;21.3999996185;2;9.72500038147;10.0;4;21.4999996424;
9;2;9.81500053406;10.1999998093;5;21.7264003754;2;9.8375005722;10.1999998093;4;21.9353003502;
10;2;9.88844013214;10.3632001877;5;21.9903717041;2;9.93544197083;10.3632001877;4;22.3176362514;
11;2;9.94783401489;10.4951858521;5;23.0819120407;2;10.0214681625;10.4951858521;4;23.5373773575;
12;2;10.1934309006;11.0209560394;5;23.99553442;2;10.2959108353;11.0209560394;5;24.5968167782;
13;2;11.9660997391;11.4571752548;5;24.7449600697;2;12.1013889313;11.4571752548;5;25.5111111403;
14;2;13.9660997391;11.8107032776;5;25.3503712416;2;14.1013889313;11.8107032776;5;26.3018171787;
15;2;15.9660997391;12.0916318893;5;25.8344515562;2;16.1013889313;12.0916318893;5;26.9928781986;
16;2;16.7228336334;12.6748571396;5;26.2195074558;2;17.2561435699;12.3113050461;5;27.6076834202;
17;2;18.0058269501;12.4808797836;5;26.3048160076;2;18.3181667328;12.4808797836;5;27.9463441372;
18;2;19.0164165497;12.5;6;26.3530313969;2;19.385761261;12.5;4;28.2720229626;
