Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;4;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;10.0;4;21.0;1;11.8999996185;8.625;5;17.25;
4;1;8.14999961853;10.5;4;21.8400001526;1;11.8999996185;8.625;5;17.25;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;12.8999996185;8.625;5;17.25;
6;2;9.27600002289;11.4650716782;3;24.086605072;1;13.8999996185;8.625;5;17.25;
7;2;10.4194869995;11.543302536;3;24.5683431625;1;14.8999996185;8.625;5;17.5949993134;
8;2;10.5278768539;11.7641716003;3;25.2014663219;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;10.6703300476;12.0549411774;3;25.7107514143;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;10.7849187851;12.2827939987;3;26.1187183857;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;10.8767118454;12.4589796066;3;26.2583864927;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;13.7974281311;12.5;3;26.3180543184;2;19.2000274658;9.94955635071;4;21.3669185638;
13;2;15.7974281311;12.5;3;26.3797649145;2;21.2000274658;10.1834592819;4;21.7504444122;
14;2;16.8377037048;12.5;4;26.4435132742;2;22.2000274658;10.3752222061;4;22.6841220856;
15;3;17.8520469666;12.5;3;26.5092867613;2;23.2000274658;10.8420610428;5;23.4573516846;
16;3;18.527256012;12.5;3;26.5770645142;2;24.2000274658;11.2286758423;5;24.0845069885;
17;3;19.8820953369;12.5;3;26.6468170881;2;25.2000274658;11.5422534943;5;24.584400177;
18;3;19.9955329895;12.5;4;26.7185060978;2;26.2000274658;11.7922000885;5;24.9772224426;
19;3;20.0116634369;12.5;4;26.7920838594;2;27.2000274658;11.9886112213;5;25.25;
20;3;19.625;13.0376253128;4;26.8674932718;2;28.2000274658;12.125;5;25.25;
21;3;20.0451850891;12.5;4;26.9446675777;2;28.5499992371;12.125;5;25.25;
22;3;19.625;13.0834007263;4;27.0235302448;2;28.5499992371;12.125;5;25.25;
23;3;20.0802936554;12.5;5;27.1039953232;2;28.5499992371;12.125;6;25.25;
24;3;19.625;13.1311988831;5;27.1859669685;2;28.5499992371;12.125;6;25.25;
25;3;19.625;13.155790329;5;27.2693405151;2;28.5499992371;12.125;6;25.25;
26;3;17.625;14.1808023453;5;27.3540019989;2;28.5499992371;12.125;6;25.25;
27;3;17.1546497345;14.5;6;27.4398288727;2;28.5499992371;12.125;6;25.25;
28;3;16.1739616394;15.5;7;27.5266909599;2;28.5499992371;12.125;7;25.25;
29;3;15.1935052872;16.5;7;27.6144506931;3;28.5499992371;12.125;6;25.25;
30;3;14.5882511139;17.5;7;27.7029643059;3;28.5499992371;12.125;7;25.25;
31;3;14.6081666946;18.5;8;27.7920820713;3;28.5499992371;12.125;7;25.25;
32;3;14.6282186508;19.5;8;27.8816497326;3;28.5499992371;12.125;7;25.25;
33;3;14.6483707428;20.5;8;27.9715096951;3;28.5499992371;12.125;7;25.25;
34;3;14.668589592;21.5;8;28.061501503;3;28.5499992371;12.125;8;25.25;
35;3;14.6888380051;22.5;9;28.151463747;3;28.5499992371;14.125;9;25.25;
36;3;14.7090797424;23.5;8;28.2412343025;3;28.5499992371;16.125;9;25.25;
37;3;14.7292776108;24.5;9;28.3306524754;3;28.5499992371;18.125;9;25.25;
38;3;15.7493972778;22.5;10;28.4195592403;3;28.5499992371;20.125;10;25.25;
39;3;14.7694005966;23.5;10;28.5077989101;3;28.5499992371;22.125;10;25.25;
40;3;14.7892551422;24.5;11;28.5952203274;3;28.5499992371;22.125;10;25.25;
41;3;15.808924675;22.5;12;28.6816773415;3;28.5499992371;22.125;10;25.25;
42;4;14.82837677;23.5;11;28.7670304775;3;28.5499992371;22.125;10;26.25;
43;4;14.8475818634;24.5;11;28.8511471748;3;29.5499992371;23.125;11;26.25;
44;4;15.8665084839;22.5;12;28.9339027405;3;30.5499992371;24.125;11;26.25;
45;4;14.8851280212;23.5;12;29.0151810646;3;30.5499992371;25.125;11;26.25;
46;4;14.9034156799;24.5;12;29.0948753357;3;30.5499992371;26.125;12;26.25;
47;4;15.9213466644;22.5;12;29.1728878021;3;30.5499992371;27.125;12;26.25;
48;4;14.9388999939;23.5;12;29.2491312027;3;30.5499992371;27.125;13;26.25;
49;4;15.9560546875;22.5;13;29.323527813;3;31.1499996185;27.125;13;26.25;
50;4;16.0;22.5;13;29.3960103989;4;31.1499996185;27.125;12;26.25;
51;4;17.9891014099;22.5;14;29.46652174;4;31.1499996185;27.125;12;26.25;
52;4;18.0;22.5;14;29.5350151062;4;30.5499992371;27.125;13;26.25;
53;4;19.0;22.5;14;30.6014523506;4;30.5499992371;27.125;13;26.25;
54;4;21.625;23.5;15;30.6858057976;4;30.5499992371;27.125;13;26.25;
55;4;22.6748065948;24.5;15;30.7682528496;4;30.5499992371;27.125;14;27.2093741894;
56;4;21.625;26.5;14;30.8487769365;4;31.0956230164;27.5796871185;15;27.9747951031;
57;4;22.625;26.5;15;30.9273694754;4;32.1546554565;27.9370288849;15;28.5763232708;
58;4;22.7153987885;27.5;15;31.0040299892;4;31.8544769287;28.2120628357;15;29.0449008942;
59;4;21.625;28.5;15;31.0787638426;4;32.1043243408;28.4202690125;15;29.2572214603;
60;4;22.625;27.5;17;31.1438889503;4;32.2000007629;28.5;17;30.310749054;
61;5;21.625;28.5;16;31.1651208401;4;33.2000007629;29.5;17;30.5749275684;
62;5;21.625;29.5;16;31.1864993572;4;34.2000007629;30.5;17;30.8812947273;
63;5;21.625;30.0;17;31.2080165148;4;34.2000007629;31.5;18;31.2368912697;
64;5;21.625;30.0;17;31.2296639681;5;34.2000007629;32.5;17;31.6494352818;
65;5;21.625;30.0;18;31.2514331341;5;34.2000007629;33.5;17;32.1271436214;
66;5;21.625;30.0;18;31.2733153105;5;34.2000007629;33.5;18;32.6784210205;
67;5;21.625;30.0;19;31.2953014374;5;34.2000007629;33.5;18;33.311383009;
68;6;21.625;30.0;18;31.3173824549;5;34.2000007629;33.5;18;34.033182621;
69;6;21.625;30.0;20;31.3395489454;5;34.2000007629;33.5;19;34.8491356373;
70;6;21.625;30.0;20;31.3617914915;5;32.2000007629;34.5;19;35.7616772652;
71;6;21.625;30.0;21;31.3841004372;5;33.2000007629;33.5;20;36.7692344189;
72;6;21.625;30.0;21;31.4064661264;6;34.2000007629;35.5;19;37.8651800156;
73;6;21.625;30.0;20;31.428878665;6;34.2000007629;37.5;19;39.0370886326;
74;6;21.625;30.0;20;32.4513280392;6;34.2000007629;39.5;19;40.2665615082;
75;6;22.625;31.0;20;32.5038043261;6;34.2000007629;41.5;20;41.5298440456;
76;6;23.625;32.0;21;32.5568884611;7;34.2000007629;43.5;19;42.7993338108;
77;6;23.625;33.0;21;32.6105635166;7;34.2000007629;45.5;19;44.0458762646;
78;6;23.625;34.0;21;33.8757286072;7;34.2000007629;47.5;20;45.2414872646;
79;6;25.1052474976;33.5;21;34.9196645021;7;34.2000007629;49.5;20;46.3620069027;
80;6;24.0255012512;35.4791412354;21;35.7761144638;7;34.2000007629;51.5;20;47.3891398907;
81;6;24.434513092;36.1872596741;22;36.4802829027;7;34.2000007629;53.5;21;48.3115296364;
82;5;22.2593841553;32.4358100891;22;35.2855445147;8;34.2000007629;55.3859901428;18;50.7334326506;
83;4;23.2999992371;30.549747467;22;35.5149768591;9;35.2000007629;57.4012985229;17;51.4615690708;
84;4;23.6836585999;29.6826896667;22;35.7398914099;9;36.2000007629;59.4165992737;18;52.0884791613;
85;4;24.041475296;29.0;23;35.9598172903;9;36.2000007629;61.4318771362;18;52.623511672;
86;4;23.7611675262;29.7328681946;22;36.174356699;9;36.2000007629;63.4471244812;18;54.0775946379;
87;4;24.1392288208;29.0;21;36.3831858635;9;37.2000007629;66.4623336792;19;54.5020513535;
88;4;20.2999992371;31.7851924896;22;36.5860537291;9;38.2000007629;68.4774932861;18;54.7935192585;
89;5;19.2999992371;33.812122345;21;36.7827790976;9;38.2000007629;70.4925994873;18;54.9179469347;
90;5;18.2999992371;35.8395385742;21;36.9732468128;9;38.2000007629;72.5076293945;19;55.0431472063;
91;5;17.2999992371;37.4866256714;21;37.1574031115;11;38.2000007629;74.5225906372;12;70.1690725088;
92;5;16.2999992371;38.5787010193;22;37.3352477551;11;39.2000007629;76.6433868408;13;71.345671773;
93;5;17.2999992371;40.4866256714;23;37.5068300962;11;40.2000007629;79.8535766602;13;72.4278695583;
94;5;18.2999992371;41.4866256714;23;37.6722406149;11;40.2000007629;81.9070892334;13;73.9152128696;
95;5;19.2999992371;42.4866256714;23;37.8316044807;11;40.2000007629;85.8945465088;16;75.2620872259;
96;5;20.2999992371;43.4866256714;24;37.9850766659;11;41.2000007629;85.9147872925;18;76.4516373873;
97;5;21.2999992371;45.4866256714;23;38.1328339577;11;40.2000007629;87.9348602295;18;77.4800498486;
98;5;22.2999992371;47.4866256714;23;38.20814991;11;40.2000007629;89.9547424316;19;78.3542298079;
99;5;22.2999992371;49.4866218567;24;38.2697980404;11;41.2000007629;88.9744415283;21;79.3719849586;
100;5;22.2999992371;51.4866218567;24;38.3317680359;11;40.2000007629;91.0576934814;21;80.2817796469;
