Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;2;7.0;11.1999998093;4;21.0;1;11.8999996185;8.625;5;17.25;
3;2;8.14999961853;10.0;4;22.0299999714;1;11.8999996185;8.625;5;17.25;
4;2;8.30449962616;10.5;4;22.900591135;1;11.8999996185;8.625;5;17.25;
5;2;8.43508911133;10.9200000763;4;23.6219098568;1;12.8999996185;8.625;5;17.25;
6;2;9.52164745331;11.2650718689;4;24.2101223469;1;13.8999996185;8.625;5;17.25;
7;2;10.4472780228;11.543302536;4;24.6841782331;1;14.8999996185;8.625;5;17.5949993134;
8;2;10.5539398193;11.7641716003;4;25.3101495504;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;10.6947841644;12.0549411774;4;25.8114621639;2;16.3317184448;8.94309806824;4;19.6667137146;
10;2;10.8075790405;12.2827939987;4;26.2106050253;2;16.8000278473;9.3333568573;4;20.365596056;
11;2;10.8973855972;12.4589796066;5;26.3405687809;2;18.8000278473;9.6677980423;4;20.9597036839;
12;2;13.8181018829;12.5;5;26.3896260262;2;20.8000278473;9.94955635071;4;21.4586846828;
13;2;15.8181018829;12.5;5;26.4397966862;2;21.8550872803;10.1834592819;4;21.8739616871;
14;2;16.8512115479;12.5;5;26.4910563231;2;22.8741378784;10.3752222061;3;22.2174443007;
15;2;17.862745285;12.5;5;26.5433766842;2;23.8935279846;10.5308046341;4;22.4387089014;
16;2;18.8745155334;12.5;5;26.5967253447;2;24.9132537842;10.625;4;22.4721269608;
17;2;19.8865184784;12.5;5;26.6510663033;2;25.933303833;10.625;4;22.5060760975;
