Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;10.0;5;21.0;1;11.8999996185;8.625;5;17.25;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.8999996185;8.625;5;17.25;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;13.5;8.625;4;18.25;
6;2;9.50100040436;11.2650718689;4;24.1066050529;2;13.8999996185;8.625;4;18.25;
7;2;10.4239864349;11.543302536;4;24.5685391426;2;14.8999996185;8.625;4;19.132499218;
8;2;10.527920723;11.7641716003;4;25.180866003;2;15.8674993515;9.05624961853;4;19.9021000862;
9;2;10.6656951904;12.0549411774;4;25.6679409742;2;16.3171424866;9.43095207214;4;21.137803793;
10;2;10.7752866745;12.2827939987;4;26.0522544384;2;17.0400924683;10.0334100723;4;22.2092732191;
11;2;10.8617572784;12.4589796066;4;26.1668007374;2;19.0400924683;10.5534601212;4;23.1156928539;
12;2;13.7824735641;12.5;4;26.1998585463;2;21.0400924683;10.9906988144;4;23.8666832447;
13;2;15.7824735641;12.5;4;26.233456254;2;22.0400924683;11.3499412537;4;24.4786156416;
14;2;16.8047847748;12.5;3;26.26758039;2;23.0400924683;11.6393785477;5;24.9710947275;
15;2;17.812461853;12.5;3;26.302216053;2;24.0400924683;11.8688192368;5;25.3642181158;
16;2;18.8202552795;12.5;3;26.3373470306;2;25.0400924683;12.0483188629;5;25.552216053;
17;2;19.8281593323;12.5;2;26.3729559183;2;26.0400924683;12.125;5;25.5873470306;
18;2;19.9339141846;12.5;3;26.4090241194;2;27.0400924683;12.125;5;25.6229559183;
19;2;19.942029953;12.5;3;26.4455316067;2;28.0400924683;12.125;5;25.6590241194;
20;2;19.9502449036;12.5;3;26.4824572802;2;28.5499992371;12.125;6;25.6955316067;
21;2;19.9585533142;12.5;3;26.5197787285;2;28.5499992371;12.125;6;25.7324572802;
22;2;19.9669494629;12.5;3;26.5574725866;2;28.5499992371;12.125;5;25.7697787285;
23;2;19.9754314423;12.5;4;26.5955142975;2;28.5499992371;12.125;5;25.8074725866;
24;4;19.9839897156;12.5;1;26.633878231;2;28.5499992371;12.125;4;25.8455142975;
25;4;19.9926223755;12.5;1;26.6725378036;2;28.5499992371;12.125;4;25.883878231;
26;0;0;0;0;0;3;28.5499992371;12.125;3;25.9225378036;
