Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;10.0;5;21.0;1;11.8999996185;8.625;5;17.25;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.8999996185;8.625;5;17.25;
5;2;8.27600002289;11.1199998856;3;23.5301437378;1;12.8999996185;8.625;5;17.25;
6;2;9.50100040436;11.2650718689;3;24.1166050434;1;13.8999996185;8.625;5;17.25;
7;2;10.4262361526;11.543302536;3;24.5889341831;1;14.8999996185;8.625;5;17.5949993134;
8;2;10.5325098038;11.7641716003;2;25.212254405;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;10.6727571487;12.0549411774;2;25.7109264135;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;10.7849578857;12.2827939987;2;26.1074465513;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;10.8741750717;12.4589796066;3;26.2348128557;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;13.7948913574;12.5;3;26.2813059092;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;15.7948913574;12.5;3;26.328953743;2;20.2000274658;10.1834592819;4;21.7504444122;
14;2;16.8262710571;12.5;3;26.3777402639;2;22.2000274658;10.3752222061;4;22.0916092396;
15;2;17.8372478485;12.5;2;26.4276455641;2;23.8180274963;10.5308046341;5;22.3105909824;
16;2;18.8484764099;12.5;2;26.4786461592;2;24.8363819122;10.625;5;22.341766119;
17;2;19.8599510193;12.5;2;26.5307145119;2;25.8550872803;10.625;5;22.3735172749;
18;2;19.9694099426;12.5;3;26.5838193893;2;26.8741378784;10.625;5;22.4058350325;
19;2;19.9813594818;12.5;3;26.6379255056;2;27.4435005188;10.625;5;22.4387089014;
20;2;19.9935340881;12.5;3;26.6929937601;2;27.4632263184;10.625;5;22.4721269608;
21;2;20.0059242249;12.5;3;26.7489811182;2;27.4832763672;10.625;5;22.5060760975;
22;2;20.0185203552;12.5;3;26.8058408499;2;27.5036449432;10.625;6;22.5405418873;
23;2;20.0313148499;12.5;3;26.8635222912;2;27.5243244171;10.625;5;22.5755085945;
24;2;20.04429245;12.5;4;26.9219712019;2;27.5453052521;10.625;5;22.6109591722;
25;2;20.0574436188;12.5;5;26.9811300039;2;27.566576004;10.625;5;22.6468753815;
26;2;20.0707550049;12.5;6;27.0409376621;2;27.5881252289;10.625;4;22.6832377911;
27;2;19.625;13.5;6;27.1013302803;2;27.6099433899;10.625;4;22.7200255394;
28;2;19.625;13.5506649017;7;27.1622409821;2;27.6320152283;10.625;4;22.7572168112;
29;2;19.625;13.581120491;7;27.2236001492;2;27.6543292999;10.625;4;22.7947884798;
30;2;19.625;13.6118001938;6;27.285336256;2;27.6768722534;10.625;4;22.8327163458;
31;2;20.1392002106;12.5;6;27.3473753929;2;27.6996307373;10.625;5;22.8709751368;
32;2;19.625;13.5;6;27.409642458;3;27.7225856781;10.625;4;22.9095385075;
33;2;20.1671695709;12.5;6;27.4720609188;3;27.7457237244;10.625;5;22.9483793974;
34;2;20.1812133789;12.5;6;27.534553051;3;27.76902771;10.625;5;22.9874696732;
35;2;19.625;13.5;6;27.5970411301;3;27.7924823761;10.625;5;23.0267804861;
36;2;20.2093353271;12.5;6;27.6594469547;3;27.8160686493;12.625;5;23.0662822723;
37;2;19.625;13.5;6;27.7216928005;3;27.8397693634;14.625;6;23.1059447527;
38;2;20.2373809814;12.5;5;27.7837014198;3;27.8635673523;16.625;6;23.1457372904;
39;2;19.625;13.5;4;27.8453965187;3;27.8874416351;18.625;6;23.1856285334;
40;2;19.625;13.9226980209;4;27.9067034721;3;27.9113769531;20.625;6;23.2255871296;
41;2;20.2790088654;12.5;4;27.967549324;3;27.9353523254;20.625;7;23.265581131;
42;2;20.2926979065;12.5;5;28.0278632641;3;27.9593486786;20.625;7;23.3055787086;
43;2;19.625;13.5;5;28.0875768661;4;27.9833469391;20.625;6;23.3455479145;
44;2;20.3197040558;15.5;5;28.1466243267;4;28.0073280334;20.625;7;23.385456562;
45;2;20.3329906464;17.5;6;28.2049431801;4;28.0312728882;20.625;7;23.42527318;
46;2;20.3461112976;19.5;5;28.2624738216;4;28.0551643372;20.625;7;23.4649660587;
47;2;20.3590564728;21.5;5;28.319160223;4;28.0789794922;20.625;8;23.5045039654;
48;2;20.3718109131;22.5;6;28.3749499321;4;28.1027030945;20.625;8;23.543856144;
49;2;20.3843631744;22.5;6;28.4297945499;4;28.1263141632;20.625;8;23.5829925537;
50;2;20.3967037201;22.5;6;28.4836492538;4;28.1497955322;20.625;8;23.6218836308;
51;2;20.408821106;22.5;6;28.5364735126;4;28.1731300354;20.625;8;24.6605007648;
52;2;20.4207057953;22.5;6;28.5882308483;4;29.1963005066;21.625;8;24.6988155842;
53;2;20.432352066;22.5;6;28.6388883591;4;30.2192897797;22.625;9;24.7368011475;
54;2;20.4437503815;22.5;6;28.6884176731;4;30.2420806885;23.625;9;24.7744314671;
55;3;21.4548950195;23.5;5;29.7367942333;4;30.2646598816;24.625;9;24.8116812706;
56;3;22.4657783508;24.5;6;29.833997488;5;30.2870082855;25.625;9;24.8485264778;
57;3;22.476398468;25.5;7;29.9319860935;6;30.3091163635;25.625;8;25.7507970333;
58;3;22.4867515564;26.5;7;30.0307718515;6;30.8324794769;26.0234375;8;26.5080265999;
59;3;22.4968357086;27.5;7;30.1303652525;6;31.2684593201;27.0913848877;9;27.1373448372;
60;3;22.5066452026;27.5;10;30.230774641;6;31.6273460388;27.3744697571;9;27.6578803062;
61;3;22.5161800385;27.5;10;30.3300433159;6;31.9206180573;27.603302002;9;28.0885082483;
62;3;22.5249996185;27.5;9;30.3921557665;6;32.1596031189;27.7873802185;9;28.2399033308;
63;3;22.5249996185;27.5;10;30.4563041925;6;32.2307167053;27.8320960999;9;28.3480391502;
64;3;22.5249996185;27.5;11;30.5224741697;6;32.2755508423;27.8554878235;9;29.4562001228;
65;3;22.5249996185;27.5;11;30.5906432867;6;33.3200759888;28.8792533875;10;29.6242647171;
66;3;22.5249996185;27.5;11;30.6607804298;7;34.3642349243;29.9033794403;9;29.7950775623;
67;3;22.5249996185;27.5;11;30.7328453064;7;34.4079666138;30.9278564453;9;29.9685907364;
68;3;22.5249996185;27.5;11;30.8067884445;7;32.4079666138;33.9278564453;9;30.1447517872;
69;3;22.5249996185;27.5;12;30.8825509548;7;32.4000015259;36.9278564453;10;30.3235024214;
70;3;22.5249996185;27.5;12;30.9600640535;7;32.4000015259;39.5930023193;10;30.5047780275;
71;3;22.5249996185;27.5;12;31.0392494202;7;32.4000015259;41.6307144165;10;30.6885067225;
72;3;22.5249996185;27.5;13;32.3011963367;7;32.4000015259;43.6700325012;11;30.8746080399;
73;3;22.7770004272;28.0;14;33.3485846519;8;32.4000015259;44.8644638062;10;31.0629922152;
74;3;22.0255012512;29.3899993896;14;34.2155532837;8;32.4000015259;45.1079025269;10;31.2535588741;
75;3;22.1592674255;30.6872596741;15;34.9376094341;8;32.4000015259;47.0045089722;10;31.44619596;
76;4;23.2593841553;28.9097423553;15;35.399371624;8;32.4000015259;48.0772590637;11;31.6407798529;
77;4;23.3313884735;29.0;15;35.6842441559;8;30.8333091736;49.1888656616;11;31.8371722698;
78;4;23.3563079834;29.0;15;35.9721560478;8;31.4000015259;50.2162284851;15;32.0352212191;
79;4;23.380657196;29.0;16;36.2624700069;9;32.4000015259;51.3058624268;14;32.2347602844;
80;4;23.4044017792;29.0;16;36.5544998646;9;32.4000015259;52.3852996826;18;32.4356075525;
81;4;23.4274997711;29.0;16;36.8475139141;9;32.4000015259;53.4662246704;18;32.637565732;
82;4;20.2999992371;31.0;15;37.1407420635;9;32.4000015259;54.5485305786;19;32.8404222727;
83;4;20.2999992371;34.0;13;38.4333815575;9;32.4000015259;57.5220031738;19;33.043949604;
84;4;20.2999992371;36.6503410339;13;38.8746079206;9;32.4000015259;59.5499725342;19;33.2479050159;
85;4;19.2999992371;38.6953811646;13;39.3343572617;9;32.4000015259;60.8023872375;20;33.4520335197;
86;4;18.2999992371;40.7387542725;14;39.8141182661;9;32.4000015259;61.8537635803;22;33.6153151989;
87;5;18.0;42.7804527283;14;40.3154788017;9;32.4000015259;62.8839454651;22;33.7754175663;
88;6;18.0;43.8204650879;14;40.8400820494;9;32.4000015259;63.9118804932;22;33.9364378452;
89;6;19.0;42.8204650879;14;41.3895642757;9;32.4000015259;64.9397506714;23;34.0980603695;
90;6;19.3029556274;43.0;14;41.9654672146;9;32.4000015259;65.9675369263;25;34.2599616051;
91;6;19.3187103271;44.0;13;42.5691292286;9;32.4000015259;68.3461151123;26;34.421813488;
92;6;19.3337306976;45.0;14;43.2015469074;10;32.4000015259;69.3815307617;25;34.5832862854;
93;6;18.0;47.0;13;43.8115298748;10;32.4000015259;69.8749008179;25;34.7440509796;
94;6;18.0;49.0;13;44.4449162483;10;32.4000015259;69.9952163696;26;34.903783083;
95;6;19.0;48.0;13;45.1093664169;10;32.4000015259;70.1147460938;27;35.0621645451;
96;6;18.0;49.0;13;45.8028044701;10;32.4000015259;70.2332763672;27;35.2188882828;
97;6;18.0;50.0;14;47.5220422745;10;32.4000015259;70.3505859375;27;35.3736588955;
98;6;20.0;49.0;14;49.3227171898;10;32.4000015259;70.4664459229;27;36.5261969566;
99;6;21.0;52.0;14;50.1822762489;10;33.4000015259;71.5806732178;28;36.7212394476;
100;6;22.0;55.0;15;51.0554121733;10;34.4000015259;72.693069458;28;36.9150971174;
101;7;23.0;55.0;14;51.9347956181;10;34.4000015259;73.8034667969;28;37.1075584888;
102;7;22.0;58.0;14;52.8125534058;10;34.4000015259;74.9117050171;28;37.2984294891;
103;7;22.0;60.9312019348;14;53.6806418896;10;34.4000015259;76.0176239014;29;38.2735464573;
104;7;23.0;58.983997345;15;54.5312464237;10;34.4000015259;76.6621704102;30;39.2806267738;
105;8;23.0;58.983997345;13;55.3571785688;11;35.4000015259;75.1332855225;29;40.3152359724;
106;8;23.3500003815;59.983997345;13;56.152217865;11;34.4000015259;76.6174926758;29;41.3724384308;
107;8;24.3500003815;58.983997345;14;56.9113705158;11;34.4000015259;78.1119689941;30;43.4469125271;
108;8;23.3500003815;60.983997345;14;57.5874421597;11;36.4000015259;77.6136779785;30;45.5930848122;
109;8;23.3500003815;62.983997345;14;58.1884298325;11;39.4000015259;79.1194000244;31;46.8082368374;
110;8;23.0;62.3480682373;14;58.7523267269;11;41.4000015259;80.6258087158;31;48.029758811;
111;8;22.0;64.4164733887;15;59.2791540623;11;42.4000015259;82.1296234131;31;49.2523151636;
112;8;22.0;66.4869613647;15;59.7699161768;11;42.5554237366;83.6276473999;32;50.4708532095;
113;8;23.0;64.559463501;16;60.2263743877;11;42.7039489746;85.116897583;33;51.6807029247;
114;9;22.0;65.6338806152;15;60.6508243084;11;40.7039489746;88.5946044922;33;52.8776439428;
115;9;22.0;66.7101211548;15;61.0458880663;11;39.7039489746;92.05834198;34;54.0579465628;
116;9;23.0;64.7880477905;15;61.4143382311;11;38.7039489746;95.5060272217;34;55.218386054;
117;9;25.0;64.8675384521;15;61.7347451448;11;38.4000015259;98.9359436035;36;56.3562315702;
