Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;10.0;5;21.0;1;11.8999996185;8.625;5;17.25;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.8999996185;8.625;6;17.25;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;12.8999996185;8.625;6;17.25;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;13.8999996185;8.625;6;17.25;
7;1;10.194486618;11.543302536;5;23.5283432007;2;15.5;8.625;5;18.5949993134;
8;2;10.2938766479;11.9641714096;4;25.1098823547;2;16.156999588;8.79749965668;5;18.8861961365;
9;2;10.6497240067;12.0549411774;4;25.6955879927;2;16.3317184448;8.94309806824;5;19.696713686;
10;2;10.7815065384;12.2827939987;4;26.1933902502;2;16.8180274963;9.3333568573;5;20.396187067;
11;2;10.8935127258;12.4589796066;5;26.4377241135;2;18.8180274963;9.6677980423;5;20.9908788204;
12;2;13.8142290115;12.5;5;26.6183350086;2;20.8180274963;9.94955635071;5;21.4904358387;
13;2;15.8142290115;12.5;5;26.8187118769;2;21.8741378784;10.1834592819;5;21.9062794447;
14;2;16.936466217;12.5;5;27.0402543545;2;22.1437683105;10.3752222061;5;22.2503181696;
15;2;17.9863147736;12.5;5;27.2842636108;2;22.3501930237;10.5308046341;5;22.4721269608;
16;2;19.0412158966;12.5;5;27.5518820286;2;22.4832763672;10.625;5;22.5060760975;
17;2;20.1014289856;12.5;5;27.8440244198;2;22.5036449432;10.625;5;22.5405418873;
18;2;20.2649059296;12.5;6;28.1613030434;2;22.5243244171;10.625;5;22.5755085945;
19;2;20.3362922668;12.5;6;28.5039470196;2;22.5453052521;10.625;5;22.6109591722;
20;2;20.4133872986;12.5;6;28.871723175;2;22.566576004;10.625;5;22.6468753815;
21;2;20.496137619;12.5;6;29.263862133;2;24.5881252289;10.625;5;22.6832377911;
22;2;20.5843696594;12.5;6;29.6789975166;2;25.6099433899;10.625;5;22.7200255394;
23;2;20.6777744293;12.5;6;30.1151270866;2;26.6320152283;10.625;5;22.7572168112;
24;2;20.7759037018;12.5;6;30.5695996284;2;27.6543292999;10.625;6;22.7947884798;
25;2;20.8781604767;12.5;8;31.0391392708;2;27.6768722534;10.625;6;22.8327163458;
26;3;19.625;13.5;7;31.5199065208;2;27.6996307373;10.625;7;22.8709751368;
27;3;20.625;12.5;7;32.007601738;2;27.7225856781;10.625;7;22.9095385075;
28;3;21.2017097473;12.5;7;32.4976010323;3;27.7457237244;10.625;6;22.9483793974;
29;3;19.625;13.5;8;32.9851250648;3;27.76902771;10.625;6;22.9874696732;
30;3;20.625;12.5;8;33.465420723;3;27.7924823761;10.625;6;23.0267804861;
31;3;19.625;13.5;8;33.9339466095;3;27.8160686493;10.625;7;23.0662822723;
32;3;20.625;12.5;8;34.3865451813;3;27.8397693634;10.625;7;23.1059447527;
33;3;21.625;12.5;8;34.8195896149;3;27.8635673523;10.625;7;23.1457372904;
34;3;21.8344078064;12.5;8;35.2300891876;3;27.8874416351;10.625;7;23.1856285334;
35;3;21.9267692566;12.5;8;35.6157541275;3;27.9113769531;10.625;7;23.2255871296;
36;3;19.9267692566;13.5;9;35.9750175476;3;27.9353523254;12.625;7;23.265581131;
37;3;20.9267692566;12.5;9;36.307009697;3;27.9593486786;14.625;7;23.3055787086;
38;3;19.625;13.5;9;37.6115064621;3;27.9833469391;16.625;8;24.3455479145;
39;3;20.625;15.0;9;37.9288463593;3;29.0073280334;19.625;8;24.4254565239;
40;3;22.625;13.0200004578;10;38.2210221291;3;30.0312728882;22.625;8;24.5064570904;
41;3;21.625;14.0405921936;10;38.4892122746;3;30.703874588;23.625;9;24.5885195732;
42;4;22.625;13.0617771149;7;67.484863162;3;30.7531108856;24.625;10;24.6716114283;
43;4;22.625;17.0617771149;7;69.722099185;4;30.8029670715;25.625;9;24.755697608;
44;4;24.625;21.0617771149;7;71.4619171619;4;30.8534183502;25.625;9;24.8407404423;
45;4;26.9079933167;25.0617771149;9;72.7168757915;5;30.9044437408;25.625;6;39.9266996384;
46;4;28.5499992371;29.0617771149;10;73.5462458134;5;31.9560203552;26.625;6;40.7635321617;
47;4;29.8544311523;32.5;10;74.1279047728;5;33.0081176758;27.625;6;41.5205661058;
48;4;30.5499992371;33.2011871338;11;74.2028282881;5;34.0607147217;28.625;6;42.196919322;
49;5;31.8768882751;32.5;11;74.2543625832;5;35.1137771606;29.625;6;42.7950637341;
50;5;32.5499992371;32.5;11;74.3069496155;5;36.1672782898;30.625;6;43.3199572563;
51;5;33.9003143311;32.5;13;74.3605561256;5;37.2211761475;30.625;6;43.778172493;
52;5;34.9123764038;32.5;13;74.4151450396;5;37.3972434998;30.625;6;44.1771072149;
53;5;35.9246559143;32.5;13;74.47067523;5;37.5211334229;30.625;6;44.5243508816;
54;5;34.5499992371;34.3603363037;13;74.5271017551;5;37.6335754395;30.625;7;45.7335133553;
55;5;34.3748474121;34.5;13;74.5843759775;6;38.7151107788;31.625;6;47.3221385479;
56;5;32.9749984741;32.5;14;75.6424454451;6;37.6313781738;34.9650611877;6;48.6760457754;
57;5;34.0499992371;33.5;14;75.7512542009;6;38.1290168762;36.7746543884;6;49.8229880333;
58;5;33.0499992371;35.5;15;75.8627181053;6;38.5306777954;38.1310539246;7;50.793366313;
59;5;32.0499992371;37.5;16;75.9767993689;6;38.8504638672;39.4347801208;7;51.6022809744;
60;5;31.0499992371;39.5;16;76.0934523344;6;39.0989532471;40.3011398315;8;51.8930222988;
61;5;30.4249992371;41.5;17;76.2126231194;7;39.125;40.4465103149;8;52.1446743011;
62;5;30.4249992371;43.1349868774;17;76.3342485428;7;37.125;41.5723381042;9;52.4002959728;
63;5;30.4249992371;44.1650238037;19;80.1051174402;7;38.125;40.7001495361;9;52.6595052481;
64;5;31.0765628815;45.2160263062;19;82.9582270384;7;36.125;41.829750061;10;52.9218868017;
65;5;31.5282783508;46.2702178955;19;85.0786572695;7;37.125;44.7722625732;10;53.1869950294;
66;5;31.8248329163;47.327671051;20;86.6171448231;7;38.125;46.8076248169;11;53.4543559551;
67;5;32.0;48.3884620667;20;87.2821222544;7;39.125;48.8424758911;12;53.7234711647;
68;5;32.0;49.4526367188;21;87.7441995144;8;39.125;50.8767623901;11;53.9938215017;
69;5;32.0;50.5202217102;21;88.1866967678;8;39.125;52.910446167;12;54.2648713589;
70;5;32.0;51.5912246704;23;88.5015013218;8;37.125;55.9434967041;13;54.5360736847;
71;5;32.0;52.6656188965;24;88.7783789635;8;38.125;56.9758834839;12;54.8068753481;
72;5;33.0;54.7433547974;24;89.0624115467;8;39.125;60.9434967041;13;55.0767217875;
73;5;33.0;54.5312080383;25;89.3530628681;8;39.125;63.9434967041;13;55.3450635672;
74;5;32.7956390381;54.9084472656;25;89.649721384;8;39.125;66.9434967041;12;55.6113610268;
75;5;32.6729888916;56.5;26;89.9517011642;8;39.125;69.9434967041;14;55.8750905991;
76;5;33.0;57.3904495239;26;90.2582445145;8;39.125;72.9434967041;15;56.1357486248;
77;6;32.0;60.1291236877;26;90.5685279369;8;39.125;75.9434967041;15;56.3928570747;
78;7;32.0;62.2842636108;23;111.881668091;7;32.4000015259;73.9434967041;16;35.6459679604;
79;7;34.0;62.4408340454;19;112.196730375;7;32.4000015259;76.3940887451;15;35.8946647644;
80;7;35.0;62.5983657837;18;112.512739182;7;32.4000015259;77.6571960449;13;36.1385674477;
81;7;35.0;65.7563705444;18;112.828688622;7;32.4000015259;78.0692901611;14;36.3773341179;
82;7;37.0;65.9143447876;18;113.143555641;7;32.4000015259;78.1886672974;14;36.5954461098;
83;7;38.0;66.0717773438;21;113.456314564;7;32.4000015259;78.2977218628;13;36.778608799;
84;7;38.0;68.2281646729;23;114.765950203;8;32.4000015259;78.3893051147;14;36.9574384689;
85;7;40.7249984741;68.3829803467;23;115.101472139;8;32.4000015259;78.4787216187;17;37.1317338943;
86;7;41.7249984741;68.535736084;22;115.432519674;8;33.4000015259;78.8897781372;18;37.3013291359;
87;8;40.7249984741;71.6859588623;23;115.758186579;9;32.4000015259;79.9332733154;18;37.4660930634;
88;8;41.7249984741;71.8332061768;23;116.077628851;9;32.4000015259;80.9765777588;19;37.625926733;
89;8;41.7249984741;71.9770584106;24;116.390075564;9;33.4000015259;79.0196380615;20;37.7807619572;
90;9;38.7249984741;76.1171188354;23;116.694836736;10;32.4000015259;80.0623931885;19;37.9305596352;
91;9;38.7249984741;77.2530670166;22;116.991310596;10;32.4000015259;81.1048126221;20;38.0753064156;
92;9;37.7249984741;78.3845901489;22;117.278986692;10;33.4000015259;79.1468276978;20;38.2150139809;
93;9;37.7249984741;81.9160385132;22;118.557448149;10;32.4000015259;80.1884002686;19;39.3497142792;
94;9;39.7249984741;85.0868301392;22;118.886372089;10;33.4000015259;82.2294845581;20;39.5394587517;
95;9;41.7249984741;89.2506027222;23;120.359004498;10;35.4000015259;81.27003479;20;39.9336874485;
96;10;42.9140014648;92.8573684692;22;121.680685639;10;34.4000015259;83.4990234375;22;42.1020098925;
97;10;43.0692825317;96.2689361572;23;122.864249587;11;36.4000015259;84.6305389404;21;43.3873142004;
98;10;44.1944847107;96.6758728027;24;123.922226071;11;36.4000015259;88.7649765015;22;44.699054718;
99;10;43.2938766479;99.0736541748;25;124.817739367;11;36.4000015259;91.9019165039;23;46.0297348499;
100;10;44.3717842102;98.4229736328;26;126.482520223;11;37.4000015259;91.5255584717;23;48.3719496727;
101;10;45.4000015259;98.7637481689;26;127.039888501;11;38.4000015259;92.6659851074;24;49.7786889076;
102;10;45.4000015259;102.094482422;23;128.584156275;12;38.4000015259;95.8073501587;25;51.1865588427;
103;11;47.4000015259;103.413986206;21;129.144096732;12;38.4000015259;98.9490966797;26;52.5901036263;
104;11;48.4000015259;104.721389771;23;134.329515815;12;39.4000015259;100.090637207;26;53.9847929478;
105;11;48.1200027466;109.184173584;23;139.758051991;12;39.4000015259;101.231422424;26;55.3670283556;
106;11;48.577922821;114.597686768;24;144.272829056;12;38.4000015259;104.370872498;30;56.7340711355;
107;11;48.8511772156;120.033752441;24;147.777708888;13;38.4000015259;107.508453369;29;58.083902359;
108;11;49.9000015259;121.470932007;25;150.720307469;13;39.4000015259;108.643630981;29;59.4150415659;
109;11;48.9000015259;125.888717651;26;154.365144491;13;39.4000015259;109.775924683;29;60.7263536453;
110;11;51.9000015259;125.620796204;27;157.003236175;13;38.4000015259;113.904899597;31;62.0168491602;
111;11;50.9000015259;131.360900879;28;159.474558949;13;39.4000015259;115.030151367;31;63.2855240107;
112;11;51.9000015259;133.498291016;31;161.743071437;13;38.4000015259;119.151329041;32;64.5312273502;
113;11;51.9000015259;135.34777832;33;163.938855648;13;39.4000015259;120.2681427;32;65.7525801659;
114;11;50.9000015259;140.194091797;33;166.061077833;13;39.4000015259;121.380355835;34;66.8374676704;
115;11;52.9000015259;139.032226562;34;168.111564517;13;38.4000015259;125.48777771;34;67.8772091866;
116;11;51.9000015259;140.015701294;35;170.093741536;13;39.4000015259;126.590286255;34;68.9043526649;
117;11;50.9000015259;143.921417236;36;172.011749506;13;38.4000015259;130.687774658;34;69.9145965576;
118;11;52.9000015259;142.54800415;34;173.754449844;13;39.4000015259;131.78024292;33;70.870677948;
119;12;52.9000015259;141.186645508;27;175.378307104;13;39.4000015259;132.661346436;32;71.7428042889;
120;16;50.9000015259;145.833770752;20;176.983605385;10;38.4000015259;136.017456055;30;72.5945150852;
