Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;10.0;5;21.0;1;11.8999996185;8.625;5;17.25;
4;1;8.14999961853;10.5;4;21.8400001526;1;11.8999996185;8.625;5;17.25;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;12.8999996185;8.625;5;17.25;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;13.8999996185;8.625;5;17.25;
7;1;10.194486618;11.543302536;4;23.5283432007;1;14.8999996185;8.625;5;17.5949993134;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;10.4247236252;12.2549409866;3;25.5655879974;1;15.7317180634;8.94309806824;4;18.6667137146;
10;2;10.7522573471;12.2827939987;3;26.0479592085;1;16.2000274658;9.3333568573;4;19.3355960846;
11;2;10.8607902527;12.4589796066;4;26.2754310369;1;17.2000274658;9.6677980423;4;19.8991127014;
12;2;13.7815074921;12.5;4;26.4377241135;2;19.2000274658;9.94955635071;3;21.3669185638;
13;2;15.7815074921;12.5;4;26.6183350086;2;21.2000274658;10.1834592819;3;21.7804443836;
14;2;16.8913822174;12.5;4;26.8187118769;2;22.8180274963;10.3752222061;3;22.1222002506;
15;2;17.936466217;12.5;4;27.0402543545;2;23.8363819122;10.5308046341;4;22.341766119;
16;2;18.9863128662;12.5;4;27.2842636108;2;24.8550872803;10.625;4;22.3735172749;
17;2;20.0412158966;12.5;4;27.5518820286;2;25.8741378784;10.625;4;22.4058350325;
18;2;20.1991729736;12.5;5;27.8440244198;2;26.8935279846;10.625;4;22.4387089014;
19;2;20.2649059296;12.5;5;28.1613030434;2;27.4632263184;10.625;4;22.4721269608;
20;2;20.3362922668;12.5;5;28.5039470196;2;27.4832763672;10.625;4;22.5060760975;
21;2;20.4133872986;12.5;4;28.871723175;2;27.5036449432;10.625;5;22.5405418873;
22;2;20.496137619;12.5;4;29.263862133;2;27.5243244171;10.625;5;22.5755085945;
23;2;20.5843696594;12.5;5;29.6789975166;2;27.5453052521;10.625;5;22.6109591722;
24;3;20.6777744293;12.5;4;30.1151270866;2;27.566576004;10.625;6;22.6468753815;
25;3;20.7759037018;12.5;4;30.5695996284;2;27.5881252289;10.625;6;22.6832377911;
26;3;20.8781604767;12.5;4;31.0391392708;3;27.6099433899;10.625;5;22.7200255394;
27;3;19.625;13.5;4;31.5199065208;3;27.6320152283;10.625;5;22.7572168112;
28;3;20.625;12.5;4;32.007601738;3;27.6543292999;10.625;5;22.7947884798;
29;3;21.2017097473;12.5;4;32.4976010323;3;27.6768722534;10.625;5;22.8327163458;
30;3;19.625;13.5;4;32.9851250648;3;27.6996307373;10.625;5;22.8709751368;
31;3;20.625;12.5;4;33.465420723;3;27.7225856781;10.625;5;22.9095385075;
32;3;19.625;13.5;4;33.9339466095;3;27.7457237244;10.625;5;22.9483793974;
33;3;20.625;12.5;4;34.3865451813;3;27.76902771;10.625;5;22.9874696732;
34;3;21.625;12.5;4;34.8195896149;3;27.7924823761;10.625;5;23.0267804861;
35;3;21.8344078064;12.5;4;35.2300891876;3;27.8160686493;10.625;5;23.0662822723;
36;3;21.9267692566;12.5;4;35.6157541275;3;27.8397693634;12.625;4;23.1059447527;
37;3;19.9267692566;13.5;4;35.9750175476;3;27.8635673523;14.625;4;23.1457372904;
38;3;20.9267692566;12.5;5;36.307009697;3;27.8874416351;16.625;5;23.1856285334;
39;3;19.625;13.5;5;36.6115064621;3;27.9113769531;18.625;6;23.2255871296;
40;3;19.625;14.5;5;36.8888463974;3;27.9353523254;20.625;7;23.265581131;
41;3;20.625;12.5;6;37.1398382187;3;27.9593486786;20.625;7;23.3055787086;
42;3;19.625;13.5;6;37.3656587601;3;27.9833469391;20.625;8;23.3455479145;
43;3;20.625;12.5;7;37.5677556992;3;28.0073280334;20.625;8;23.385456562;
44;3;21.625;14.5;7;37.747756958;3;28.0312728882;20.625;8;23.42527318;
45;3;22.4932441711;16.5;7;37.9073896408;3;28.0551643372;20.625;8;23.4649660587;
46;3;22.5291633606;18.5;8;38.0;3;28.0789794922;20.625;7;23.5045039654;
47;3;22.5499992371;20.5;8;38.0;4;28.1027030945;20.625;5;38.543856144;
48;3;22.5499992371;22.5;8;38.0;4;29.1263141632;21.625;5;39.3329925537;
49;3;22.5499992371;22.5;9;38.0;4;30.1497955322;22.625;5;40.0412580967;
50;3;22.5499992371;22.5;9;38.0;4;30.1731300354;23.625;6;40.6677906513;
51;3;22.5499992371;22.5;9;38.0;4;30.1963005066;24.625;6;41.215085268;
52;3;22.5499992371;22.5;10;38.0;4;30.2192897797;25.625;6;41.6881275177;
53;3;22.5499992371;22.5;11;38.0;4;30.2420806885;26.625;7;42.0935213566;
54;3;22.5499992371;22.5;11;38.0;5;30.2646598816;27.625;6;42.4386992455;
55;3;22.5499992371;22.5;11;38.0;5;30.2870082855;28.625;6;42.7312893867;
56;4;23.5499992371;23.5;11;39.0;5;30.3091163635;29.625;6;42.8849442005;
57;4;24.5499992371;24.5;11;39.0399999619;5;30.3309669495;30.625;6;44.3273115158;
58;4;24.5499992371;25.5;11;39.0811839104;5;30.8543891907;32.0234375;6;46.5295441151;
59;4;24.5499992371;26.5;12;39.1235535145;5;32.2903938293;34.3489723206;7;47.5694551468;
60;4;24.5499992371;27.5;12;39.1671074629;5;33.6492729187;36.6102333069;7;49.4295144081;
61;4;24.5499992371;27.5;12;39.211841464;5;34.9425048828;39.8168411255;7;50.3249758482;
62;4;24.5499992371;27.5;13;39.2577478886;5;36.1814155579;42.9782943726;8;50.7369143963;
63;5;24.5499992371;27.5;13;39.3048160076;6;36.2524223328;45.5;8;51.1506587267;
64;5;24.5499992371;27.5;13;39.3530313969;6;34.4000015259;48.1349868774;8;51.6160678864;
65;5;24.5499992371;27.5;13;39.4023760557;7;35.4000015259;50.782913208;8;53.139960885;
66;5;24.5499992371;27.5;13;39.4528282881;7;37.4000015259;51.1960792542;8;53.7967720032;
67;5;24.5499992371;27.5;14;39.5043625832;7;38.4000015259;55.2281532288;9;54.5295089483;
68;5;24.5499992371;27.5;13;39.5569496155;8;38.471912384;58.2612380981;8;55.3441784382;
69;5;24.5499992371;27.5;12;39.6105561256;8;38.5143203735;61.2953224182;9;56.2453238964;
70;6;24.5499992371;27.5;11;41.0873564482;8;38.5561027527;64.235824585;9;57.2352297306;
71;6;24.8627510071;28.0;11;42.3068406582;8;38.5972099304;66.3303222656;10;58.3130605221;
72;6;23.0382518768;29.3899993896;12;43.3051100969;9;36.5972099304;69.4287185669;9;59.4740440845;
73;6;22.1720180511;30.6872596741;12;45.1203182936;9;36.4000015259;72.5310440063;10;60.7088508606;
74;6;23.2593841553;32.9097442627;12;45.8901987076;9;36.4000015259;74.4800338745;10;62.0033534765;
75;6;25.2999992371;32.0;11;46.510925293;9;37.4000015259;74.5196228027;9;63.3389313221;
76;6;26.2999992371;32.0;11;47.1783124208;10;36.4000015259;77.5600128174;9;64.6934190989;
77;6;27.2999992371;33.0;9;47.7984256744;10;36.4000015259;76.5;9;66.0426697731;
78;6;25.6749992371;35.0;9;49.4765899181;10;36.4000015259;78.5;9;68.3625369072;
79;6;25.6749992371;37.0;9;50.3141753674;11;38.4000015259;79.6854095459;9;69.6909570694;
80;6;23.6749992371;40.0;9;51.287722826;12;40.4000015259;82.6854095459;8;70.9527204037;
81;6;21.6749992371;43.0;10;52.4104130268;12;41.4000015259;85.6854095459;9;72.1348208189;
82;7;20.2999992371;46.0;9;53.6909250021;12;39.4000015259;87.6854095459;10;74.2297945023;
83;7;21.2999992371;46.0;6;55.1306227446;12;39.4000015259;91.6854095459;9;75.2954393625;
84;7;22.2999992371;46.0;6;56.7206175327;12;40.4000015259;96.6854095459;10;76.3087369204;
85;7;23.2999992371;46.0;7;58.4393787384;12;41.4000015259;97.9496612549;11;77.2301807404;
86;8;24.2999992371;46.0;7;60.2518000603;12;40.4000015259;101.994613647;11;78.0586099625;
87;8;25.2999992371;47.0;7;62.1106077433;12;40.4000015259;106.655456543;12;78.8313469887;
88;8;26.2999992371;48.0;8;63.9605523348;12;40.4000015259;110.718414307;14;79.5575072765;
89;8;26.2999992371;49.0;8;65.7449507713;12;40.4000015259;113.909072876;15;81.1446914673;
90;9;26.2999992371;51.0;8;67.4131400585;13;41.4000015259;118.971603394;21;82.6521818638;
91;9;26.2999992371;53.0;8;68.9268522263;13;43.4000015259;125.033752441;23;83.2020509243;
92;9;26.2999992371;52.0;8;70.2638036013;13;44.4000015259;131.095413208;23;83.7643208504;
93;9;26.2999992371;54.0;9;71.4178440571;13;46.4000015259;131.156494141;24;84.3383233547;
94;9;26.2999992371;54.0;8;72.396248579;13;44.4000015259;137.21685791;25;84.9232918024;
95;7;24.2999992371;50.0;8;71.3811135292;15;45.4000015259;142.090377808;20;87.2954580784;
96;7;24.2999992371;51.0;7;72.0044150352;15;49.4000015259;141.282394409;22;89.0635418892;
97;7;24.2999992371;52.0;8;73.5116624832;15;52.2546806335;145.479675293;23;90.9922255278;
98;7;25.2999992371;54.0;8;73.8928661346;15;54.5541992188;149.994812012;24;93.0335943699;
99;7;26.2999992371;56.0;8;74.0382475853;16;57.8694000244;149.346008301;25;95.1832325459;
100;7;26.2999992371;58.0;10;74.1818869114;18;57.1978721619;154.722335815;26;97.4344400167;
