Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;10.0;5;21.0;1;11.8999996185;8.625;5;17.25;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.8999996185;8.625;5;17.25;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;12.8999996185;8.625;5;17.25;
6;2;9.50100040436;11.2650718689;4;24.1266050339;1;13.8999996185;8.625;5;17.25;
7;2;10.428486824;11.543302536;4;24.6095271111;1;14.8999996185;8.625;5;17.5949993134;
8;2;10.5371427536;11.7641716003;4;25.2442476749;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;10.6799554825;12.0549411774;4;25.7551473379;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;10.7949075699;12.2827939987;4;26.1647416353;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;10.8870668411;12.4589796066;5;26.3060446978;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;13.8077831268;12.5;5;26.3673498631;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;15.8077831268;12.5;4;26.4306943417;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;16.8491630554;12.5;4;26.4960671663;1;20.2000274658;10.3752222061;5;21.0616092682;
15;2;17.8638725281;12.5;4;26.5634490252;1;21.2000274658;10.5308046341;6;21.25;
16;2;18.879032135;12.5;4;26.6328122616;1;22.2000274658;10.625;6;21.25;
17;2;19.8946380615;12.5;4;26.7041202784;1;23.2000274658;10.625;6;21.25;
18;2;20.0084266663;12.5;5;26.7773271799;1;24.2000274658;10.625;6;21.25;
19;2;20.0248985291;12.5;5;26.8523778915;1;24.75;10.625;6;21.25;
20;2;20.0417842865;12.5;5;26.9292075634;1;24.75;10.625;6;21.25;
21;2;20.0590724945;12.5;6;27.0077416897;1;24.75;10.625;7;21.25;
22;2;20.0767421722;12.5;5;27.0878958702;1;24.75;10.625;7;21.25;
23;2;20.0947761536;12.5;6;27.1695766449;1;24.75;10.625;7;21.25;
24;2;20.113155365;12.5;6;27.2526805401;1;24.75;10.625;7;21.25;
25;2;19.625;13.1758041382;6;27.3370957375;1;24.75;10.625;7;21.25;
26;2;19.625;13.2011289597;6;27.4227013588;1;24.75;10.625;7;21.25;
27;2;20.1701087952;12.5;6;27.5093686581;1;24.75;10.625;7;21.25;
28;2;20.1896076202;12.5;6;27.5969614983;1;24.75;10.625;7;21.25;
29;2;19.625;13.5;6;27.6853370667;1;24.75;10.625;7;21.25;
30;2;19.625;13.8426685333;6;27.7743468285;1;24.75;10.625;7;21.25;
31;2;19.625;13.8871736526;6;27.863837719;2;24.75;10.625;6;21.25;
32;2;19.625;13.9319190979;6;27.9536523819;2;24.75;10.625;6;21.25;
33;2;19.625;13.9768257141;6;28.0436308384;2;24.75;10.625;6;21.25;
34;2;19.625;14.0218153;6;28.1336119175;2;24.75;10.625;6;21.25;
35;2;19.625;14.0668058395;6;28.2234334946;2;24.75;10.625;6;21.25;
36;2;20.3502731323;12.5;6;28.3129341602;2;24.75;10.625;7;21.25;
37;2;20.3704109192;12.5;7;28.4019548893;2;24.75;10.625;8;21.25;
38;2;18.3904399872;13.5;7;28.4903392792;2;24.75;11.625;8;21.25;
39;2;18.625;13.5;7;28.5779349804;2;24.75;12.625;8;21.25;
40;2;17.4300346375;13.5;7;28.6645948887;3;25.75;14.625;8;22.25;
41;2;16.4495334625;14.5;7;28.7501780987;3;26.75;16.625;8;22.3550000191;
42;3;16.4687900543;16.0;5;29.8345503807;3;26.75;18.625;9;22.4698647261;
43;3;16.8627738953;17.0;6;30.0475856066;4;26.75;19.625;8;37.5952684879;
44;3;16.8814563751;17.5;6;30.2745970488;4;27.75;21.625;9;38.4818768501;
45;3;17.0;19.5;6;30.5169067383;4;28.75;23.3659381866;9;39.2997075319;
46;3;18.9178161621;21.5;5;30.7758715153;4;28.75;24.4401664734;9;40.0485314131;
47;3;19.9354457855;23.5;5;31.052849412;4;28.75;25.5206203461;10;40.7314184904;
48;4;20.9526805878;25.5;4;31.3491609097;5;28.75;26.6075744629;10;41.3538491726;
49;4;21.0;27.5;4;31.6660380363;5;28.75;27.7012615204;10;41.922819376;
50;4;21.625;28.5;6;32.00456357;6;28.75;28.801864624;9;57.4460258484;
51;4;22.625;27.5;6;32.3656032085;6;30.75;29.625;9;58.6812086105;
52;4;21.625;28.5;6;32.7497296333;6;32.429069519;31.625;9;59.7113285065;
53;5;22.625;27.5;6;33.1571424007;6;33.5751724243;33.625;10;60.5565338135;
54;5;21.625;28.5;7;33.5875878334;6;32.7295455933;35.625;10;61.336076498;
55;5;22.625;27.5;7;34.0402851105;6;32.8918838501;37.625;10;62.0542256832;
56;5;22.6996955872;27.5;6;34.5138635635;6;33.0617408752;38.625;10;63.7166242599;
57;5;22.7128448486;27.5;7;35.0063257217;6;35.2385215759;40.625;11;64.3694982529;
58;5;21.625;28.5;6;35.5150318146;6;37.4214859009;42.625;12;65.9227576256;
59;5;22.625;27.5;7;37.0367245674;6;39.2584724426;44.625;12;68.1882277727;
60;5;22.625;29.5;7;37.5499064922;6;41.0153274536;47.0234375;12;70.1501166821;
61;5;23.625;31.5;7;38.0681927204;6;42.6943206787;49.3489723206;12;71.8453909159;
62;5;23.625;33.0;12;38.5893671513;6;44.3041610718;50.6102333069;12;73.2979104519;
63;6;23.625;34.0;8;60.1086423397;5;43.8545532227;31.8168411255;13;54.2581586838;
64;6;24.625;34.0;9;60.4212549925;5;43.2119827271;34.7195281982;13;54.7409617305;
65;6;25.625;34.5;9;60.7426544428;5;41.23802948;37.787689209;13;55.1877508759;
66;6;25.625;36.5;11;61.0666704178;5;39.4000015259;40.8363265991;18;55.6377537847;
67;6;25.625;38.5;11;61.3878643513;6;38.4000015259;43.8871536255;14;73.3370607495;
68;6;25.625;40.0;12;61.7016098499;6;39.8452453613;44.0;14;75.118999958;
69;6;25.625;40.0;13;62.0041441917;6;41.8157196045;45.0;14;76.7487061024;
70;6;25.625;40.0;13;62.2925692797;7;42.0523605347;46.0;15;78.2091069221;
71;6;25.625;40.0;14;62.784318924;7;42.0997467041;48.0;13;79.4964002967;
72;6;25.625;40.0;14;64.9751262665;7;43.1519699097;50.0;13;80.6174682379;
73;6;26.8500003815;38.5;15;66.8284972906;7;44.2086830139;51.4000015259;14;81.5864146948;
74;6;26.0255012512;39.8899993896;15;68.3876917362;7;43.5612487793;51.4000015259;16;82.4211708903;
75;6;26.1592674255;41.1872596741;17;69.5557819605;7;43.7841300964;52.4000015259;16;83.1407650709;
76;6;26.2593841553;41.8010520935;18;70.3307009935;7;43.9974899292;53.4000015259;17;83.6688837707;
77;6;27.2999992371;39.8913078308;18;70.8818216324;7;44.2013320923;54.4000015259;20;83.9930283427;
78;6;27.6836585999;39.0;19;71.3913099766;7;44.3958206177;55.4000015259;21;84.3020369112;
79;6;27.7230987549;39.0;19;71.861346364;7;44.5812225342;56.4000015259;21;84.5965022743;
80;6;24.2999992371;41.0;19;72.2944494486;7;44.5245170593;57.4000015259;21;84.8771001995;
81;6;23.2999992371;43.0;19;72.693315506;7;44.9262619019;59.0;21;85.1108634472;
82;6;24.2999992371;43.0;20;72.9659566879;7;44.8489761353;61.0;22;85.249602139;
83;6;26.2999992371;42.0;20;73.1678926945;7;44.3889770508;63.0;22;85.389621526;
84;6;27.8983325958;42.0;21;73.3632004261;7;43.4790687561;65.0;23;85.5303588808;
85;6;27.9286422729;43.0;21;73.5518035889;7;42.568977356;67.0;23;85.6712637246;
86;6;27.9573326111;44.0;17;73.7336814404;7;39.568977356;70.0;23;85.8118023574;
87;7;25.984413147;46.0;15;94.9088642597;6;27.2000007629;68.2215270996;24;64.9514631033;
88;7;24.2999992371;50.0;15;95.0774247646;6;28.3858947754;68.0;25;65.089759618;
89;6;22.2999992371;41.0;15;74.2394726276;8;29.3823051453;70.0;16;101.226233959;
90;5;20.2999992371;37.0;15;71.8989667892;9;33.156665802;71.0;14;104.844186366;
91;5;19.2999992371;41.0;14;71.9859371185;9;37.2401123047;74.0;15;105.993207425;
92;5;20.0;40.0;14;72.0;9;39.4952316284;77.0;16;107.033711374;
93;5;18.0;42.0;15;72.0;9;40.57239151;80.0;17;107.96165061;
94;6;18.0;44.0;12;77.0;10;41.647567749;83.0;14;108.778954953;
95;6;19.0;47.0;11;77.1500000954;10;42.7206039429;86.0;14;109.49206835;
96;6;20.0;47.0;12;77.2967748642;10;43.6259002686;86.0;14;110.659200937;
97;6;20.0;50.0;13;77.4399585724;10;44.9527397156;87.0;15;111.77069509;
98;6;20.0;53.0;13;77.5792236328;11;46.2903137207;88.0;14;112.831839144;
99;6;20.0;53.0;13;77.7142839432;11;47.6352424622;89.0;16;113.747986227;
100;6;21.0;53.0;13;77.8448963165;11;45.9837608337;92.0;16;114.529084355;
