Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;5;20.0;1;11.8999996185;8.625;4;17.25;
3;1;8.0;10.0;5;21.0;1;11.8999996185;8.625;4;17.25;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.8999996185;8.625;4;17.25;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;12.8999996185;8.625;4;17.25;
6;2;9.50100040436;11.2650718689;4;24.1266050339;1;13.8999996185;8.625;4;17.25;
7;2;10.428486824;11.543302536;4;24.6095271111;1;14.8999996185;8.625;3;17.5949993134;
8;2;10.5371427536;11.7641716003;4;25.2442476749;1;15.5569992065;8.79749965668;3;17.8861961365;
9;2;10.6799554825;12.0549411774;4;25.7551473379;1;15.7317180634;8.94309806824;3;18.6667137146;
10;2;10.7949075699;12.2827939987;4;26.1647416353;1;16.2000274658;9.3333568573;3;19.3355960846;
11;2;10.8870668411;12.4589796066;5;26.3060446978;1;17.2000274658;9.6677980423;3;19.8991127014;
12;2;13.8077831268;12.5;5;26.3673498631;1;18.2000274658;9.94955635071;3;20.3669185638;
13;2;15.8077831268;12.5;5;26.4306943417;1;19.2000274658;10.1834592819;3;20.7504444122;
14;2;16.8491630554;12.5;5;26.4960671663;1;20.2000274658;10.3752222061;3;21.0616092682;
15;2;17.8638725281;12.5;5;26.5634490252;1;21.2000274658;10.5308046341;4;21.25;
16;2;18.879032135;12.5;4;26.6328122616;1;22.2000274658;10.625;4;21.25;
17;2;19.8946380615;12.5;4;26.7041202784;1;23.2000274658;10.625;4;21.25;
18;2;20.0084266663;12.5;5;26.7773271799;1;24.2000274658;10.625;4;21.25;
19;2;20.0248985291;12.5;5;26.8523778915;1;24.75;10.625;4;21.25;
20;2;20.0417842865;12.5;5;26.9292075634;1;24.75;10.625;4;21.25;
21;2;20.0590724945;12.5;4;27.0077416897;1;24.75;10.625;5;21.25;
22;2;20.0767421722;12.5;4;27.0878958702;1;24.75;10.625;5;21.25;
23;2;20.0947761536;12.5;4;27.1695766449;1;24.75;10.625;6;21.25;
24;3;20.113155365;12.5;4;27.2526805401;1;24.75;10.625;7;21.25;
25;3;20.1318531036;12.5;5;27.3370957375;1;24.75;10.625;7;21.25;
26;3;19.625;13.2011289597;5;27.4227013588;1;24.75;10.625;7;21.25;
27;3;18.1701087952;13.5;5;27.5093686581;1;24.75;10.625;7;21.25;
28;3;17.1896076202;14.5;5;27.5969614983;1;24.75;10.625;7;21.25;
29;3;17.625;13.5;5;27.6853370667;1;24.75;10.625;7;21.25;
30;3;16.2292003632;13.5;5;27.7743468285;1;24.75;10.625;7;21.25;
31;3;16.625;13.5;5;27.863837719;1;24.75;10.625;7;21.25;
32;3;17.625;13.9319190979;5;27.9536523819;1;24.75;10.625;7;21.25;
33;3;18.625;13.9768257141;6;28.0436308384;1;24.75;10.625;7;21.25;
34;3;19.625;14.0218153;6;28.1336119175;1;24.75;10.625;7;21.25;
35;3;19.625;14.0668058395;6;28.2234334946;1;24.75;10.625;7;21.25;
36;3;18.3502731323;13.5;6;28.3129341602;1;24.75;10.625;7;21.25;
37;3;17.3704109192;14.5;6;28.4019548893;1;24.75;10.625;8;21.25;
38;3;16.3904399872;15.5;7;28.4903392792;1;24.75;11.625;8;21.25;
39;4;16.625;14.5;6;29.5779349804;1;24.75;12.625;8;21.25;
40;4;18.625;14.7889671326;6;29.7545949221;1;24.75;13.625;8;21.25;
41;4;18.4495334625;13.5;6;29.9372971058;1;24.75;14.625;9;21.25;
42;4;18.625;14.0935592651;7;30.1262887716;1;24.75;15.625;9;21.25;
43;4;17.7784156799;13.5;7;30.3218119144;1;24.75;15.625;8;21.25;
44;4;17.1974067688;14.5;7;30.524096489;2;24.75;15.625;8;21.25;
45;4;17.8998126984;17.5;8;30.7333520651;2;24.75;15.625;8;21.25;
46;4;19.2900047302;20.5;8;30.9497600794;2;24.75;15.625;9;21.25;
47;4;19.9354457855;23.5;9;31.1734628677;2;24.75;15.625;9;21.25;
48;4;20.9526805878;25.5;9;31.4045546055;2;24.75;15.625;9;21.25;
49;4;22.4410247803;27.5;9;31.6430699825;2;24.75;15.625;9;21.25;
50;4;23.1196899414;27.5;10;31.888972044;2;24.75;15.625;9;21.25;
51;4;22.6268539429;28.5;10;32.1421432495;2;24.75;15.625;10;21.25;
52;4;23.2319812775;27.5;10;33.4023740292;2;24.75;15.625;10;21.25;
53;4;24.2905349731;28.5;12;33.6893546581;2;24.75;15.625;10;21.25;
54;4;25.350605011;29.5;12;33.9828636646;2;24.75;15.625;11;21.25;
