Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;4;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;10.0;4;21.0;1;11.8999996185;8.625;5;17.25;
4;1;8.14999961853;10.5;4;21.8400001526;1;11.8999996185;8.625;5;17.25;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;12.8999996185;8.625;5;17.25;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;13.8999996185;8.625;5;17.25;
7;1;10.194486618;11.543302536;4;23.5283432007;1;14.8999996185;8.625;5;17.5949993134;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;15.5569992065;8.79749965668;5;17.8861961365;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;15.7317180634;8.94309806824;5;18.6667137146;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;16.2000274658;9.3333568573;5;19.3355960846;
11;1;10.6065406799;12.4589796066;4;25.0;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;13.5272569656;12.8999996185;2;26.0;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;15.5272569656;12.5;2;26.0299999714;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;16.527256012;12.5;2;26.0605909824;1;20.2000274658;10.3752222061;5;21.0616092682;
15;2;17.527256012;12.5;2;27.341766119;1;21.2000274658;10.5308046341;6;21.25;
16;2;18.527256012;13.125;3;28.3578922749;1;22.2000274658;10.625;6;21.25;
17;2;19.527256012;13.6171875;4;29.1434105635;1;23.2000274658;10.625;6;21.25;
18;3;20.2972049713;13.9937877655;3;29.7395130396;1;24.2000274658;10.625;6;21.25;
19;3;20.4239311218;14.2754020691;4;30.1866884232;1;24.75;10.625;6;21.25;
20;3;20.5170249939;14.4822807312;5;30.2560760975;1;24.75;10.625;6;21.25;
21;3;20.5249996185;14.5;6;30.2905418873;1;24.75;10.625;7;21.25;
22;3;20.5249996185;14.5;6;30.3255085945;1;24.75;10.625;7;21.25;
23;3;20.5249996185;14.5;5;30.3609591722;1;24.75;10.625;7;21.25;
24;3;20.5249996185;14.5;5;30.3968753815;1;24.75;10.625;7;21.25;
25;3;20.5249996185;14.5;7;30.4332377911;1;24.75;10.625;7;21.25;
26;3;20.5249996185;14.5;7;30.4700255394;1;24.75;10.625;7;21.25;
27;3;18.5249996185;15.5;7;30.5072168112;1;24.75;10.625;7;21.25;
28;3;17.5249996185;16.5;7;30.5447884798;1;24.75;10.625;7;21.25;
29;3;16.5249996185;17.5;9;30.5827163458;1;24.75;10.625;7;21.25;
30;3;15.5249996185;18.5;9;30.6209751368;1;24.75;10.625;7;21.25;
31;4;14.5249996185;19.5;6;45.6595385075;1;24.75;10.625;7;21.25;
32;4;15.0;20.5;6;46.4483793974;1;24.75;10.625;7;21.25;
33;4;16.0;21.5;6;47.1568441391;1;24.75;10.625;7;21.25;
34;4;17.0;22.5;7;47.7840703726;1;24.75;10.625;8;21.25;
35;4;18.0;23.5;7;48.3325519562;1;24.75;10.625;8;21.25;
36;4;19.0;24.5;8;48.8072711229;1;24.75;10.625;8;21.25;
37;4;20.0;25.5;8;49.2148271799;1;24.75;10.625;8;21.25;
38;4;21.0;26.5;8;49.5626465082;1;24.75;11.625;8;21.25;
39;4;21.588104248;27.5;8;49.8583500385;1;24.75;12.625;8;21.25;
40;4;21.6648292542;28.5;8;50.015581131;1;24.75;13.625;9;21.25;
41;4;22.7000007629;26.5;9;50.0555787086;1;24.75;14.625;9;21.25;
42;4;21.7000007629;27.5;9;50.0955479145;1;24.75;15.625;10;21.25;
43;4;21.7000007629;28.5;9;50.135456562;1;24.75;15.625;10;21.25;
44;4;22.7000007629;26.5;10;50.17527318;1;24.75;15.625;10;21.25;
45;5;23.7000007629;27.5;9;50.2149660587;1;24.75;15.625;11;21.25;
46;5;24.7000007629;28.5;10;50.2545039654;1;24.75;15.625;11;21.25;
47;5;25.7000007629;29.5;10;50.293856144;1;24.75;15.625;11;21.25;
48;5;26.7000007629;30.5;11;50.3329925537;2;24.75;15.625;9;36.25;
49;5;27.7000007629;31.5;11;50.3718836308;2;25.75;16.625;8;37.0;
50;5;28.2249984741;30.5;11;50.4105007648;2;26.75;17.625;8;37.6693744659;
51;5;28.2249984741;29.5;11;51.4488155842;2;26.75;18.625;9;38.2572898865;
52;5;29.2249984741;30.5;12;51.5068011284;2;26.75;19.625;10;38.7662696838;
53;5;30.2249984741;31.5;14;51.564627409;2;26.75;20.625;10;39.2013263702;
54;5;30.2249984741;32.5;14;51.6222630739;2;26.75;21.625;10;39.5690898895;
55;5;30.2249984741;33.5;14;51.6796773672;2;26.75;22.625;11;39.8770179749;
56;5;30.2249984741;34.5;15;51.7368407249;2;26.75;23.625;11;40.1327629089;
57;5;30.2249984741;34.5;15;51.7937244177;2;26.75;24.625;11;40.25;
58;6;30.2249984741;34.5;10;61.8503005505;2;26.75;25.625;11;40.25;
59;6;31.2249984741;35.5;11;62.3065419197;2;26.75;26.625;12;40.25;
60;7;32.2249984741;36.5;10;62.7368235588;2;26.75;27.625;12;40.25;
61;8;33.2249984741;37.5;10;63.1398590803;2;26.75;28.2250003815;12;41.6168746948;
62;8;34.2249984741;38.5;12;63.5150431395;2;27.2281265259;28.851436615;13;42.7434978485;
63;8;35.2249984741;39.5;12;63.862383604;2;27.6187667847;29.367193222;14;43.6577968597;
64;8;35.2249984741;40.5;10;64.1824122667;2;27.9322776794;29.7851657867;14;44.3903808594;
65;8;35.2249984741;41.5;10;64.4760890007;2;28.1802082062;30.1195220947;14;44.9565925598;
66;8;35.2249984741;42.5;10;67.5971060991;2;28.3739547729;30.3782958984;14;45.0;
67;8;36.6569976807;45.0800018311;11;70.4345228672;2;28.4000015259;30.3999996185;16;45.0;
68;8;38.9923858643;48.5082702637;11;71.9972674847;2;28.4000015259;30.3999996185;16;45.0;
69;8;40.6445732117;51.0781211853;12;73.2408384085;2;28.4000015259;30.3999996185;15;45.0;
70;9;40.6941146851;53.3593063354;12;74.0451302528;2;27.4000015259;29.3999996185;15;45.0;
71;9;40.5;55.4451446533;12;74.6162388325;2;27.4000015259;29.3999996185;16;45.0;
72;9;40.5;56.5206794739;13;75.2025475502;2;26.4000015259;28.3999996185;17;45.0;
73;10;38.5;58.3493003845;13;75.6976127625;2;26.4000015259;28.3999996185;17;45.0;
74;10;37.5;59.4270858765;14;76.2032718658;2;27.4000015259;29.3999996185;17;45.0;
75;10;36.5;60.4961090088;14;76.7542760372;2;26.4000015259;28.3999996185;19;45.0;
76;10;35.5;61.5696640015;14;77.3518335819;3;26.4000015259;28.3999996185;18;45.0;
77;10;34.5;62.6478271484;14;77.9963427782;3;27.4000015259;29.3999996185;16;45.0;
78;10;33.5;63.7306442261;15;78.6872051954;3;26.4000015259;28.3999996185;16;45.0;
79;10;33.2999992371;64.818145752;15;80.4226609468;3;26.4000015259;28.3999996185;17;45.0;
80;11;32.2999992371;67.9102783203;15;81.2296578884;3;27.4000015259;29.3999996185;17;45.0;
81;11;32.2999992371;71.0069732666;15;82.0743738413;3;26.4000015259;28.3999996185;17;45.0;
82;11;31.2999992371;74.1080780029;16;82.9510425329;3;26.4000015259;28.3999996185;17;45.0;
83;11;30.2999992371;77.2134017944;16;83.8526610136;3;27.4000015259;29.3999996185;17;45.0;
84;11;29.2999992371;80.3226776123;16;84.771204114;3;26.4000015259;28.3999996185;18;45.0;
85;11;29.0;82.4355926514;17;85.6979337931;3;26.4000015259;28.3999996185;18;45.0;
86;12;29.0;84.5517654419;17;86.623783946;3;27.4000015259;29.3999996185;18;45.0;
87;12;29.0;86.670753479;17;88.5397787094;3;26.4000015259;28.3999996185;18;46.0;
88;12;30.0;89.7920684814;18;89.4674506187;3;27.4000015259;29.3999996185;18;46.0800000429;
89;12;31.0;92.9151687622;19;90.3800988197;4;30.4000015259;32.4000015259;18;47.165536046;
90;12;32.0;93.0394897461;20;91.2615886927;4;30.4000015259;33.4000015259;18;47.3768495321;
91;12;31.0;96.1644210815;20;92.1068261862;4;30.4000015259;35.4000015259;18;47.6072252989;
92;12;31.0;99.2893295288;21;93.9121201038;4;31.4000015259;38.4000015259;19;47.8579585552;
93;13;34.0;97.4136123657;20;94.7051390409;5;30.4000015259;38.4000015259;18;48.1303286552;
94;14;35.0;99.5366516113;20;95.4553860426;5;30.4000015259;39.1813392639;18;48.4255703688;
95;15;36.0;101.657836914;19;96.1628316641;5;31.4000015259;40.2707061768;18;48.7448388338;
96;15;39.0;101.657836914;20;96.8283073902;5;30.4000015259;39.3687324524;17;49.0891691446;
97;15;41.4816055298;105.657836914;21;97.4532997608;5;30.4000015259;41.2707061768;17;49.4594299793;
98;15;43.5322036743;108.699996948;21;98.0239669085;5;31.4000015259;43.2707061768;17;49.8562715054;
99;15;44.8810844421;111.699996948;23;98.5542895794;5;32.4000015259;45.2707061768;18;50.2800712585;
100;16;45.9280891418;114.699996948;21;100.026713729;6;32.4000015259;46.2707061768;15;50.7308766842;
