Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;10.0;5;21.0;1;11.8999996185;8.625;5;17.25;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.8999996185;8.625;5;17.25;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;12.8999996185;8.625;5;17.25;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;13.8999996185;8.625;5;17.25;
7;2;10.194486618;11.7433023453;3;24.5283432007;1;14.8999996185;8.625;5;17.5949993134;
8;2;10.5188770294;11.7641716003;3;25.1398823261;2;16.156999588;8.79749965668;4;18.8861961365;
9;2;10.6564731598;12.0549411774;3;25.6261789799;2;16.3317184448;8.94309806824;4;19.7067136765;
10;2;10.7658901215;12.2827939987;3;26.0097253323;2;16.8240280151;9.3333568573;4;20.416779995;
11;2;10.8521881104;12.4589796066;4;26.1235172749;2;18.8240280151;9.6677980423;4;21.0226662159;
12;2;13.7729043961;12.5;4;26.1558350325;2;20.8240280151;9.94955635071;4;21.5340260267;
13;2;15.7729043961;12.5;4;26.1887089014;2;21.9002914429;10.1834592819;4;21.9622858763;
14;2;16.7947158813;12.5;4;26.2221269608;2;22.9271316528;10.3752222061;4;22.3193571568;
15;2;17.8022346497;12.5;4;26.2560760975;2;23.9546756744;10.5308046341;5;22.5548160076;
16;2;18.8098735809;12.5;4;26.2905418873;2;24.9829177856;10.625;5;22.6030313969;
17;2;19.8176269531;12.5;4;26.3255085945;2;26.0118465424;10.625;5;22.6523760557;
18;2;19.9232387543;12.5;5;26.3609591722;2;27.0414524078;10.625;5;22.7028282881;
19;2;19.9312152863;12.5;5;26.3968753815;2;27.6216964722;10.625;5;22.7543625832;
20;2;19.9392967224;12.5;5;26.4332377911;2;27.6526184082;10.625;5;22.8069496155;
21;2;19.947479248;12.5;5;26.4700255394;2;27.6841697693;10.625;5;22.8605561256;
22;2;19.9557552338;12.5;5;26.5072168112;2;27.7163333893;10.625;6;22.9151450396;
23;2;19.9641227722;12.5;6;26.5447884798;2;27.74908638;10.625;6;22.97067523;
24;3;19.9725780487;12.5;5;26.5827163458;2;27.7824058533;10.625;6;23.0271017551;
25;3;19.9811115265;12.5;5;26.6209751368;2;27.8162612915;10.625;6;23.0843759775;
26;3;19.625;12.9862928391;5;26.6595385075;2;27.8506259918;10.625;6;23.1424454451;
27;3;19.625;13.3297691345;5;26.6983793974;2;27.8854675293;10.625;6;23.2012542486;
28;3;18.0071353912;13.5;5;26.7374696732;2;27.920753479;10.625;6;23.2607431412;
29;3;18.625;13.3687343597;5;26.7767804861;2;27.956445694;10.625;6;23.3208494186;
30;3;19.625;13.3883905411;5;26.8162822723;2;26.75;11.625;6;23.3815076351;
31;3;19.625;13.4081411362;5;26.8559447527;2;26.75;11.6907539368;6;23.4426498413;
32;3;19.625;13.4279727936;5;26.8957372904;2;26.75;11.7213249207;6;23.5042052269;
33;3;19.625;13.4478683472;5;26.9356285334;2;26.75;11.7521028519;6;23.5661010742;
34;3;19.625;13.4678144455;5;26.9755871296;2;26.75;11.7830505371;7;23.6282629967;
35;3;18.0695075989;13.5;5;27.015581131;2;27.75;13.7830505371;7;23.6906147003;
36;3;18.625;13.5;6;27.0555787086;2;28.2143688202;15.7830505371;7;23.7530794144;
37;3;19.625;13.5277891159;6;27.0955479145;2;28.2518482208;17.7830505371;8;23.8155794144;
38;3;19.625;13.5477743149;6;27.135456562;2;28.2893486023;19.625;8;23.878036499;
39;3;18.1054782867;13.5;6;27.17527318;2;28.3268222809;20.625;8;23.940372467;
40;3;18.625;13.5;6;27.2149660587;2;28.3642234802;20.625;8;24.0025100708;
41;3;19.625;13.6074829102;7;27.2545039654;3;28.401506424;20.625;8;24.0643725395;
42;5;18.1322631836;13.5;5;27.293856144;3;28.4386234283;20.625;9;24.1258842945;
43;5;16.625;14.5;5;27.3329925537;3;28.4755306244;20.625;9;24.186971426;
44;5;17.625;13.5;6;27.3718836308;3;28.5121822357;20.625;9;24.2475619316;
45;5;18.625;15.5;6;27.4105007648;3;28.548538208;20.625;9;24.3075861931;
46;5;20.1673622131;17.5;6;27.4488155842;3;28.5845527649;20.625;9;24.3669772148;
47;5;19.625;19.5;6;27.4868011475;3;28.6201858521;20.625;9;24.4256706238;
48;6;19.625;21.5;5;40.2744314671;3;28.6554031372;20.625;9;25.4836053848;
49;6;20.625;24.5;5;41.9491810799;3;29.6901626587;21.625;9;25.5807235241;
50;6;22.625;26.7808418274;6;42.6200563908;3;30.7244338989;22.625;9;25.6781549454;
51;6;25.2096672058;27.5;6;43.2363593578;3;30.7581825256;23.625;10;25.7758510113;
52;6;26.4658069611;29.5;7;44.7976154089;3;30.7913780212;24.625;10;25.873763442;
53;6;28.4860439301;32.5;9;45.3251827955;3;30.8239936829;25.625;10;25.9718455076;
54;6;29.625;35.5;8;45.8020341396;3;30.8560028076;26.2309207916;11;26.0700509548;
55;6;30.8590431213;37.5056991577;9;46.2319315672;4;30.8873825073;26.2538738251;10;26.1683342457;
56;6;31.8636322021;38.552986145;10;46.6192319393;4;30.9181098938;25.625;10;27.1889933348;
57;6;32.9382362366;38.9049530029;10;46.9685541391;4;31.4859199524;26.7130012512;10;28.0676147938;
58;6;33.3280792236;39.6498260498;11;47.271517992;4;31.9665794373;27.0772953033;11;28.8210217953;
59;7;33.4151306152;39.6993522644;11;47.3930865526;4;32.370174408;27.3789291382;12;29.4680213928;
60;7;33.1624984741;39.7495994568;11;47.5162007809;5;32.707988739;27.6275291443;11;30.0271552801;
61;7;33.5361747742;39.5527114868;12;47.6408026218;5;32.9911422729;27.8325881958;11;30.3087556362;
62;7;33.1624984741;40.4454040527;12;47.7648049593;5;33.1058578491;27.8994960785;12;30.5484485626;
63;7;33.569026947;39.6040077209;12;47.8622149229;5;31.1058597565;28.9462776184;12;30.7891681194;
64;7;33.1624984741;40.5561065674;12;47.9614971876;5;30.4000015259;29.9946098328;12;31.030444622;
65;7;33.1624984741;40.6057510376;13;49.0625647306;5;30.4000015259;30.5152225494;13;32.2718133926;
66;7;34.8375015259;40.1562805176;13;49.2053203583;5;32.4000015259;29.5665168762;13;32.5728194714;
67;7;35.9309463501;40.5;13;50.8721170425;5;34.4000015259;30.1484298706;13;32.875982523;
68;7;36.2455940247;42.6586914062;17;52.2720388174;5;35.4000015259;31.2024421692;12;33.1809419394;
69;7;36.1395301819;45.2690048218;17;53.4455476999;5;35.6859550476;32.2576980591;12;33.4873437881;
70;7;38.0119171143;43.6872596741;17;54.4345303774;5;33.6859550476;34.3140983582;13;34.7948423624;
71;7;37.9916229248;44.5628662109;17;54.9949206114;6;33.6859550476;37.036693573;12;35.1830990314;
72;7;37.3664741516;45.7032318115;18;55.3284988403;6;35.6859550476;34.7028579712;12;35.5773183107;
73;7;37.4816741943;45.7144393921;18;55.6697276831;6;36.6859550476;36.7421760559;13;35.9774161577;
74;7;37.4831237793;45.7256622314;18;56.0180583;6;37.6859550476;38.3321342468;13;36.3833011389;
75;7;38.3224563599;44.7369003296;19;56.3728619814;6;38.09532547;39.435131073;14;36.7948685884;
76;7;38.0124015808;45.6033172607;20;56.733432889;6;38.1541213989;40.2690010071;14;37.2119941711;
77;7;38.8150215149;44.0;21;57.0989949703;6;38.2101745605;40.430847168;14;38.634529233;
78;8;37.3107337952;46.7178649902;21;57.4687087536;7;39.263507843;41.5976753235;14;39.0622929335;
79;8;37.7076873779;44.0;21;57.8416806459;8;40.3141517639;39.0;13;39.4950653315;
80;8;35.2357711792;47.7931175232;22;58.2169743776;8;40.3621559143;40.0;13;39.9325833321;
81;8;33.4000015259;50.901096344;22;58.5936217308;8;41.0075759888;44.0;13;40.3737239838;
82;8;33.7669830322;50.0539054871;23;58.9706357718;8;41.0499992371;46.2759895325;13;40.7522807121;
83;8;33.1807899475;49.0;23;59.3470240831;8;41.0499992371;46.5011405945;13;41.1383917332;
84;8;31.8435935974;51.8378181458;24;59.7218033075;8;41.0499992371;46.6941947937;13;41.5314164162;
85;9;31.1000003815;52.8489151001;23;60.0940093994;8;41.0499992371;46.8907051086;14;43.9306395054;
86;9;31.3702697754;54.3642158508;24;60.4391560555;8;43.0499992371;49.0903205872;14;44.3702744246;
87;9;31.3919410706;54.4310913086;24;60.7641795874;8;45.0499992371;51.2926368713;14;44.8199276328;
88;9;31.6706390381;55.8819351196;24;61.0851910114;8;45.6214981079;53.4972305298;14;45.2784928083;
89;9;33.4017753601;52.0;23;61.4014089108;8;45.6093482971;55.7036399841;15;45.7448205352;
90;9;34.8405189514;52.0;24;61.7121165991;8;45.5984153748;57.9113731384;15;46.2177200913;
91;9;35.8830413818;52.0;24;62.0166656971;8;45.0499992371;62.1273994446;16;46.6959645748;
92;9;36.9240570068;52.0;25;62.3144805431;9;45.0499992371;63.4093780518;15;47.1782986522;
93;9;37.963508606;52.0;25;62.6050581932;9;44.4500007629;64.0832595825;15;47.6634479165;
94;9;39.0013427734;52.0;25;62.8879675865;9;45.5645675659;65.3739318848;16;48.1501274109;
95;9;39.3375320435;52.0;26;63.1628494263;9;45.5581130981;66.6625671387;17;48.6370562315;
96;9;39.3720664978;52.0;26;63.4294127226;9;45.5522994995;67.9483642578;17;49.1229662895;
97;9;39.4049453735;53.0;25;63.6874325275;9;45.5470695496;68.581161499;17;51.4280442595;
98;9;39.4361763;54.0;25;63.9367444515;9;45.979724884;69.6899490356;19;53.8293823004;
99;10;39.4657897949;55.0;22;79.1614513397;9;45.8548240662;71.5166091919;19;56.3106347322;
100;10;38.4902687073;58.0;23;80.4232373238;9;46.2659683228;72.7738189697;20;58.8529434204;
101;10;38.5122909546;61.0;23;81.5813298225;9;47.3253479004;73.317489624;22;62.4355367422;
102;10;38.5328674316;63.2567520142;24;82.6160964966;9;47.8625106812;76.5978240967;25;65.0964996815;
103;11;38.5499992371;65.3332061768;23;83.462852478;9;47.9005889893;78.8957290649;24;67.7566181421;
104;11;38.5500030518;67.4078063965;24;84.1998581886;9;47.956111908;81.1991271973;24;70.3944336176;
105;11;39.25;68.4804534912;24;84.8337235451;9;48.0066413879;83.4957504272;25;72.9899896383;
106;11;39.696182251;69.55103302;26;85.373963356;9;45.1718406677;87.7737350464;25;75.5255659819;
107;11;39.7957420349;70.619468689;26;85.8315453529;9;46.1153945923;88.0220565796;25;77.9862046242;
108;11;39.8774185181;71.6856765747;29;86.2177448273;9;46.6354560852;91.2309265137;26;80.3600071669;
109;11;39.9437599182;72.7496185303;29;87.7460203171;9;45.2345962524;95.3921203613;27;82.6381917;
110;11;40.1955032349;74.0362167358;30;89.1473135948;9;46.2981376648;97.1035919189;27;84.8149422407;
111;11;40.4169387817;75.3281936646;31;90.5458986759;9;44.4270553589;99.8511505127;28;86.8870981932;
112;12;40.6367874146;76.6232452393;31;91.9272556305;9;42.5772857666;105.012252808;28;88.8537532091;
113;13;40.8525543213;77.9189147949;29;93.2776207924;9;42.709854126;107.036636353;26;90.7158133984;
114;13;37.4165420532;81.2127227783;28;95.5846152306;9;41.8262138367;107.815795898;24;92.4755663872;
115;13;39.0912017822;83.5021972656;30;97.8552435637;9;40.92786026;109.565597534;25;94.0258162022;
116;13;40.4540328979;87.7849884033;30;99.1163319349;9;41.9500007629;110.464256287;27;95.4637196064;
117;13;40.9089355469;92.0589523315;30;100.311594009;9;37.9500007629;115.057861328;28;96.7496747971;
118;13;41.0004768372;97.3221740723;31;101.437337756;9;38.9500007629;114.583824158;28;97.7732543945;
119;14;41.7566452026;100.573059082;27;124.49193871;9;39.5499992371;115.02822113;29;98.7651443481;
120;14;44.3241233826;107.810340881;26;127.555554628;9;41.4426460266;117.447761536;31;99.7237503529;
121;15;47.4696121216;114.033103943;25;132.345628977;10;40.529624939;117.842422485;19;100.584676743;
