Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;12.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;11.0;5;20.0;2;12.2999992371;8.625;4;18.25;
3;1;8.0;10.0;5;21.0;2;12.2999992371;8.625;4;18.3624999523;
4;1;8.14999961853;10.5;5;21.8400001526;2;12.3449993134;8.625;5;18.4864046574;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;13.6418428421;8.625;5;18.6225773096;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;14.7235460281;8.625;5;19.1306034327;
7;1;10.194486618;11.543302536;5;23.5283432007;2;15.8213624954;8.79749965668;5;19.6016869545;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;16.761013031;8.94309806824;5;20.6315426826;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;17.3789253235;9.3333568573;5;21.5811042786;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;17.9486618042;9.6677980423;5;22.4590928555;
11;1;10.6065406799;12.4589796066;5;25.0;2;19.9486618042;9.94955635071;5;23.2773604393;
12;1;12.5272569656;12.5;5;25.0;2;21.9486618042;10.1834592819;5;24.0491263866;
13;1;13.5272569656;12.5;5;25.0;2;23.4294776917;10.3752222061;5;24.7875139713;
14;1;14.5272569656;12.5;5;25.0;2;23.8725090027;10.5308046341;5;25.4425406456;
15;1;15.5272569656;12.5;5;25.0;2;24.2655239105;10.625;5;25.9480543137;
16;1;16.527256012;12.5;5;25.0;2;24.5688323975;10.625;5;26.4907708168;
17;1;17.527256012;12.5;5;25.0;2;24.8944625854;10.625;5;27.0677394867;
18;1;17.625;12.5;5;25.0;2;25.2406425476;10.625;5;27.6746611595;
19;1;17.625;12.5;6;25.0;2;25.6047973633;10.625;5;28.3059058189;
20;1;17.625;12.5;7;25.0;2;25.983543396;10.625;5;28.9546322823;
21;1;17.625;12.5;7;25.0;2;28.3727798462;10.625;6;29.6130218506;
22;1;17.625;12.5;8;25.0;2;29.7678127289;10.625;6;30.272611618;
23;1;17.625;12.5;8;25.0;2;31.1635665894;10.625;6;30.9247112274;
24;1;17.625;12.5;9;25.0;2;32.5548248291;10.625;6;31.5608510971;
25;1;17.625;12.5;9;25.0;2;32.9365081787;10.625;6;32.1732282639;
26;1;17.625;12.5;9;25.0;2;33.3039360046;10.625;6;32.7550840378;
27;1;17.625;12.5;9;25.0;2;33.653049469;10.625;6;33.3009910583;
28;1;17.625;12.5;9;25.0;2;33.980594635;10.625;6;33.8070135117;
29;1;17.625;12.5;10;25.0;2;34.2842102051;10.625;6;34.2707424164;
30;1;17.625;12.5;11;25.0;2;34.5624465942;10.625;6;34.6912155151;
31;1;17.625;12.5;11;25.0;2;34.8147277832;10.625;7;35.0687503815;
32;1;17.625;12.5;11;25.0;3;35.0412521362;10.625;6;35.404718399;
33;1;17.625;12.5;11;25.0;3;35.2428321838;12.625;6;35.7012996674;
34;1;17.625;12.5;12;25.0;3;35.4207801819;14.625;6;35.9612350464;
35;2;17.625;12.5;8;40.0;3;35.5767402649;16.625;6;36.1876068115;
36;2;18.625;13.5;8;40.75;3;35.712562561;18.625;6;36.383646965;
37;2;19.625;14.5;8;41.4193744659;3;35.8301887512;20.625;6;36.5;
38;2;19.625;15.5;8;42.0072898865;3;35.9000015259;20.625;6;36.5;
39;2;19.625;16.5;8;42.5162696838;3;35.9000015259;20.625;6;36.5;
