Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;2;7.0;12.1999998093;3;21.0;
2;1;7.0;11.0;5;20.0;2;9.0;11.0;3;21.0900000334;
3;1;8.0;10.0;5;21.0;2;11.0;10.0;3;21.1871190071;
4;1;8.14999961853;10.5;5;21.8400001526;2;12.2374238968;10.0;3;21.2917383909;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;13.3875217438;10.0;3;21.4042263031;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;14.4212684631;10.0;3;21.5249304771;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.4574794769;10.0;3;22.0694183111;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;14.6208257675;10.1999998093;3;22.5515855551;
9;2;10.4247236252;12.2549409866;3;25.5655879974;2;14.7654762268;10.3632001877;3;23.8668255806;
10;2;10.7522573471;12.2827939987;3;26.0479592085;2;15.1600475311;10.9097137451;3;25.0237190723;
11;2;10.8607902527;12.4589796066;4;26.2754310369;2;17.1600475311;11.3658018112;3;26.0350353718;
12;2;13.7815074921;12.5;4;26.4377241135;2;19.1600475311;11.7372808456;2;26.9207777977;
13;2;15.7815074921;12.5;4;26.6183350086;2;20.4018421173;12.0336990356;2;27.703961134;
14;2;16.8913822174;12.5;3;26.8187118769;2;21.4972572327;12.2662630081;2;28.4073903561;
15;2;17.936466217;12.5;3;27.0402543545;2;22.6002845764;12.446267128;2;28.8833937645;
16;2;18.9863128662;12.5;3;27.2842636108;2;23.7108459473;12.5;3;29.2762613297;
17;2;20.0412158966;12.5;3;27.5518820286;3;24.8287067413;12.5;2;29.692073822;
18;2;20.1991729736;12.5;3;27.8440244198;3;25.907623291;12.5;3;30.1288084984;
19;2;20.2649059296;12.5;3;28.1613030434;3;24.5;13.5;3;30.5837950706;
20;2;20.3362922668;12.5;3;28.5039470196;3;24.5;14.1751384735;3;31.0537385941;
21;2;20.4133872986;12.5;8;28.871723175;3;25.5;12.5;3;31.534784317;
22;3;20.496137619;12.5;3;49.263862133;3;26.4604358673;12.5;2;32.0226202011;
23;3;21.5843696594;12.5;3;50.8789982796;3;26.6067848206;12.5;3;32.5126152039;
24;3;21.625;13.5;4;52.3327269554;3;26.7537841797;12.5;4;32.9999876022;
25;3;20.625;15.034538269;4;53.6275582314;3;24.7537841797;13.5;4;33.4799880981;
26;3;20.625;16.170879364;4;54.7754731178;3;24.5;14.5;5;33.9480848312;
27;3;20.625;18.170879364;4;55.7935519218;3;24.5;15.5;5;34.4001340866;
28;3;20.625;19.7599525452;4;56.7002954483;3;24.5;16.5;5;34.8325281143;
29;4;21.0;21.0038013458;3;57.4976010323;3;25.5;14.5;5;35.2422962189;
30;4;22.0;22.2488002777;3;57.9851250648;3;24.5;14.5;5;35.6271715164;
31;4;23.0;23.4925632477;4;58.465420723;3;23.5;14.5;5;35.9856081009;
32;4;23.5;24.7327098846;4;58.9339466095;3;22.5;13.5;5;36.3167572021;
33;4;23.5;25.9669723511;3;59.3865451813;3;22.5;13.5;4;36.6204128265;
34;4;23.5;27.193271637;3;59.8195896149;3;21.5;13.5;5;36.8969306946;
35;4;23.5;28.4097938538;3;60.2300891876;3;21.5;14.5;5;37.1471309662;
36;4;23.5;29.6150436401;3;60.6157541275;3;20.5;13.5;5;37.3722009659;
37;4;24.5;27.8078765869;3;61.9750175476;3;19.5;13.5;5;37.5735960007;
38;4;24.5;29.4875087738;4;62.3470096588;3;19.5;15.5;6;37.7529459;
39;4;25.5;30.1535053253;5;62.6926903725;3;21.5;17.5;6;37.9119815826;
40;4;26.5;28.8463459015;5;63.0123999119;3;21.5;19.5;6;38.0;
41;4;25.8370666504;29.4444236755;5;63.3069456816;3;22.5;21.5;6;38.0;
42;4;26.8501319885;30.4444236755;6;63.5775002241;3;23.5;22.5;6;38.0;
43;4;28.8635520935;29.5;7;63.8255035877;3;24.5;23.5;7;38.0;
44;5;30.877325058;30.5;5;64.0525729656;3;24.5;24.5;7;38.0;
45;5;29.8914451599;32.5;7;64.2604210377;3;24.5;25.5;8;38.0;
46;5;30.9059104919;34.5;8;64.4023760557;4;23.75;26.5;6;53.0;
47;5;32.545715332;32.5;8;64.4528282881;4;25.75;25.5;6;53.75;
48;5;33.5608482361;32.5;10;64.5043625832;4;27.75;25.5;6;54.4193744659;
49;5;34.5013084412;32.5;11;64.5569496155;4;29.75;25.5;6;55.0072898865;
50;5;34.5170860291;32.5;10;64.6105561256;4;31.2600002289;25.7992706299;6;55.5162696838;
51;5;34.5331687927;32.5;12;64.6651450396;4;32.2600021362;25.7483730316;7;56.9513263702;
52;5;34.5495452881;32.5;12;64.72067523;4;34.2600021362;26.7048683167;7;57.3490898609;
53;5;34.566204071;32.5;12;64.7771017551;4;36.2600021362;27.6680908203;8;57.6876089573;
54;5;34.5831298828;32.5;12;64.8343759775;4;36.8481063843;28.637298584;9;57.9745290279;
55;5;34.6003112793;32.5;13;64.8924454451;4;36.9248275757;29.6117229462;9;58.1235172749;
56;5;34.6177330017;32.5;13;64.9512542486;4;36.9599990845;30.6000003815;10;58.1558350325;
57;5;34.6353759766;32.5;13;65.0107431412;4;36.9599990845;31.1779174805;11;58.1887089014;
58;5;34.6532211304;32.5;14;65.0708494186;4;36.9599990845;31.194355011;11;58.2221269608;
59;5;34.6712532043;32.5;14;65.1315076351;4;36.9599990845;31.211063385;12;58.2560760975;
60;5;34.689453125;32.5;14;65.1926498413;4;36.9599990845;31.2280387878;12;60.2631026506;
61;6;34.7077941895;32.5;14;73.6880586147;4;35.4010009766;32.6945495605;12;61.9163080454;
62;6;34.127166748;34.5;10;75.8855919838;4;36.7542648315;32.0610809326;12;63.2624940872;
63;6;34.3935852051;36.3899993896;7;77.6700196266;4;35.0323181152;33.3438186646;11;64.3512102365;
64;6;34.6050987244;38.6872596741;7;79.1148686409;4;36.2482719421;32.5595703125;11;65.0665874481;
65;6;35.3940734863;40.9097442627;8;79.9924867153;4;37.3699989319;32.6512451172;14;65.3282636404;
66;6;34.4827041626;40.9097442627;8;80.4732058048;4;36.3699989319;33.677520752;15;65.5630685091;
67;6;31.6593837738;43.9097442627;8;82.4064950943;4;35.8977050781;34.7043075562;15;65.6631644964;
68;6;32.9990158081;44.9097442627;9;83.863679409;4;34.9099998474;35.7315826416;15;65.7186615467;
69;6;32.3969039917;47.9097442627;9;83.8733212948;4;33.9099998474;36.7593307495;16;65.7750566006;
70;6;33.3231506348;48.9097442627;9;83.9007482529;4;30.9099998474;38.7875289917;17;65.8323011398;
71;6;32.3215484619;51.9097442627;10;83.9432632923;4;28.9099998474;40.81615448;18;65.8903429508;
72;6;32.3154296875;54.9097442627;10;83.9984660149;4;27.3499984741;42.8451728821;18;65.9491261244;
73;6;33.312122345;54.9097442627;11;84.0642187595;4;25.2999992371;45.8745651245;17;66.0085914135;
74;6;32.3111038208;57.9097442627;12;84.1386256218;4;24.2999992371;48.904296875;18;66.0686764717;
75;6;32.3119163513;60.9097442627;14;84.2200083733;4;23.2999992371;51.9343414307;18;66.1293160915;
76;6;33.3141822815;60.9097442627;14;84.3066749573;4;23.2999992371;51.9646606445;19;66.1904420853;
77;6;32.3174781799;63.9097442627;15;84.3177480698;4;21.2999992371;54.995223999;18;66.251983881;
78;6;32.2857284546;66.0923995972;15;84.3375167847;4;22.0;55.0259933472;19;66.3138687611;
79;6;33.2571563721;65.1499023438;15;84.3646883965;4;22.0;55.056930542;19;66.3760223389;
80;6;31.2571582794;65.2063522339;18;84.3980908394;4;21.0;58.0880126953;19;66.4383685589;
81;6;31.2571582794;66.2616271973;18;84.4366669655;4;23.0;55.1191864014;20;66.5008306503;
82;6;30.2571582794;66.3156280518;17;84.4794707298;4;22.0;55.1504135132;20;66.5633306503;
83;6;29.2571582794;66.3682785034;18;84.5256500244;4;22.0;55.1816635132;21;66.625790596;
84;6;29.2571582794;66.4194869995;19;84.574444294;4;22.0;55.2128982544;22;66.6881322861;
85;6;28.2571582794;66.4691925049;20;84.6251807213;4;22.0;55.2440643311;22;66.7502782345;
86;6;27.2571582794;66.5173339844;20;84.6772637367;4;22.0;55.275138855;22;66.8121519089;
