Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;9.0;10.0;5;20.0;
5;2;8.42599964142;10.9200000763;4;23.6901437044;1;9.0;10.0;5;20.0;
6;2;9.53699970245;11.2650718689;4;24.4303489923;1;10.0;10.0;5;20.0;
7;2;10.4968290329;11.543302536;4;25.0824670792;1;11.0;10.0;5;20.0;
8;2;10.6435546875;11.7641716003;4;25.91959548;2;11.0;10.1999998093;4;21.3999996185;
9;2;10.8319091797;12.0549411774;4;26.6682989597;2;11.4200000763;10.1999998093;4;21.8264003992;
10;2;11.0003671646;12.2827939987;4;27.3549442291;2;11.5479202271;10.3632001877;4;22.1992716789;
11;2;11.1548624039;12.4589796066;5;27.8162534237;2;11.659781456;10.4951858521;3;23.4054436684;
12;2;14.0755786896;12.5;5;28.2438662052;2;12.0216331482;11.0209560394;3;24.4501843452;
13;2;16.0755786896;12.5;5;28.7225353718;2;14.0216331482;11.4571752548;4;25.3486692905;
14;2;17.3648281097;12.5;5;29.2540192604;2;16.0216331482;11.8107032776;4;26.1225088835;
15;2;18.4844112396;12.5;5;29.8387761116;2;17.1943473816;12.0916318893;4;26.7957427502;
16;2;19.6159801483;12.5;5;30.4756183624;2;18.2645130157;12.3113050461;4;27.3919057846;
17;2;20.7592697144;12.5;5;31.1614055634;2;19.3416175842;12.4808797836;4;27.7113106251;
18;2;21.0113162994;12.5;6;31.8908295631;2;20.4259662628;12.5;4;28.0173821449;
19;2;21.1754360199;12.5;5;32.6563434601;2;21.5177879333;12.5;4;28.3487696648;
20;2;21.3476772308;12.5;5;33.4482889175;2;22.5046310425;12.5;5;28.7054548264;
21;2;21.5258655548;12.5;5;34.2552452087;2;22.6116371155;12.5;5;29.0869145393;
22;2;21.7074298859;12.5;5;35.0645933151;2;22.7260742188;12.5;5;29.4920539856;
23;2;21.8895339966;12.5;6;35.8632593155;3;22.8476161957;12.5;4;29.9191560745;
24;3;22.0692329407;12.5;5;36.6385421753;3;22.9757461548;12.5;4;30.3658571243;
25;3;20.0692329407;13.5;5;37.3789234161;3;23.1097564697;12.5;4;30.8291530609;
26;3;19.0692329407;13.5;5;38.0747518539;3;23.2487449646;12.5;4;31.3054442406;
27;3;19.0692329407;14.5;5;38.7187156677;3;23.3916339874;12.5;6;31.790620327;
28;3;18.0692329407;13.5;5;39.3060531616;4;23.5371856689;12.5;5;32.2801818848;
29;3;18.625;14.5;5;39.8345108032;4;23.6840553284;12.5;5;32.7693967819;
30;4;19.625;15.5;4;40.3040952682;4;21.8308181763;13.5;5;33.2534770966;
31;4;19.625;16.5;5;40.7166795731;4;20.9760437012;14.5;5;33.7277650833;
32;4;18.625;15.5;5;41.07554245;4;20.1183300018;15.5;5;34.187912941;
33;4;18.625;15.5;5;41.3849086761;4;19.2563743591;16.5;6;35.6300430298;
34;4;18.625;15.5;5;41.6495399475;4;19.2563743591;16.0;6;36.1408718824;
35;4;18.3711471558;16.5;5;41.8743858337;4;19.2563743591;15.5;6;36.6349129677;
36;4;17.3711471558;15.5;5;42.0;4;19.6125106812;16.5;6;37.1106594801;
37;4;17.3711471558;15.5;5;42.0;4;18.2563743591;16.1458683014;6;37.5673055649;
38;4;17.625;15.5;6;42.0;4;18.9212684631;15.5;6;38.0046973228;
39;4;18.625;16.5;6;42.0;4;19.9574794769;15.5;6;39.423253417;
40;4;19.625;17.5;6;42.0;4;19.5;15.8270845413;7;39.8638654947;
41;4;19.625;18.5;6;42.0;4;20.5;15.3961114883;7;40.2889771461;
42;4;19.625;19.5;6;42.0;4;22.0817985535;16.0405921936;7;40.7001023293;
43;4;19.625;20.5;6;42.0;4;21.4657611847;14.5;7;41.0989009142;
44;4;20.625;19.5;6;43.0;4;23.1783885956;18.5;7;41.4870840311;
45;4;22.625;20.5;7;43.1299999952;4;24.8635520935;22.5;9;41.8663303852;
46;4;24.625;22.5;7;43.2754310369;4;26.7737293243;26.5;8;42.1187634468;
47;4;25.7369728088;24.5;7;43.4377241135;4;27.3999996185;30.5;10;42.3691906929;
48;5;25.7734870911;26.5;7;43.6183350086;4;29.7107582092;32.5;10;42.6291791201;
49;5;25.4500007629;27.5;7;43.8187118769;4;30.3680400848;33.2011871338;11;42.898189187;
50;5;25.4500007629;28.4093551636;7;44.0402543545;4;30.4336090088;33.2264137268;12;43.1755545139;
51;6;25.9090576172;27.5;7;44.2842636108;4;29.8513088226;33.5;13;43.4604842663;
52;6;25.9639587402;27.5;7;44.5518820286;4;30.8670845032;32.5;12;43.7520685196;
53;6;26.0241737366;27.5;7;44.8440244198;4;31.1256198883;32.5;12;44.0492874384;
54;6;25.4500007629;28.5;8;45.1613030434;4;31.2147865295;32.5;13;44.3510248661;
55;6;26.1612930298;27.5;8;46.5039470196;4;29.3999996185;34.3603363037;13;44.6560847759;
56;6;26.4500007629;29.5;9;46.9617232084;5;30.9331302643;32.5;12;44.9632126093;
57;7;27.4500007629;31.4358615875;8;47.4509811401;5;30.9386501312;32.5;13;45.2711161375;
58;7;27.7171020508;32.6319313049;8;47.9707359076;5;31.5813350677;32.5;13;45.5784910917;
59;7;28.4500007629;31.6319313049;8;48.5193533897;5;29.985376358;33.5;14;45.8840456009;
60;7;28.6009025574;32.5;7;49.0945301056;5;29.3999996185;35.5;15;46.1865253448;
61;7;28.7031593323;33.2624664307;7;49.6933087111;5;31.0212554932;32.5;15;46.4847362041;
