Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;13.0;10.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;14.0;10.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;15.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;16.0;10.0;4;20.3999996185;
7;1;10.194486618;11.543302536;4;23.5283432007;1;17.0;10.1999998093;4;20.7264003754;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;10.4247236252;12.0549411774;4;24.5655879974;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;10.5272569656;12.2827939987;4;24.9179592133;1;19.0916557312;11.3658018112;4;23.4745616913;
11;2;10.6065406799;12.6589794159;4;26.0;2;21.0916557312;11.7372808456;3;25.0673980713;
12;2;13.5272569656;12.5;4;26.0199999809;2;23.0916557312;12.0336990356;3;25.6225260496;
13;2;15.5272569656;12.5;4;26.0401959419;2;24.0916557312;12.2662630081;3;26.0796532631;
14;2;16.7613010406;12.5;4;26.0605818033;2;25.0916557312;12.446267128;3;26.2917383909;
15;2;17.7658882141;12.5;4;26.0811508894;2;26.0916557312;12.5;4;26.4042263031;
16;2;18.7705154419;12.5;3;26.1018965244;3;27.0916557312;12.5;3;26.5249304771;
17;2;19.775182724;12.5;3;26.1228116751;3;28.0916557312;12.5;5;26.6541694403;
18;2;19.8776321411;12.5;4;26.1438889503;3;29.0;12.5;5;26.7922235727;
19;2;19.8823757172;12.5;4;26.1651208401;3;29.0;12.5;5;26.9393253326;
20;2;19.8871517181;12.5;4;26.1864993572;3;29.0;12.5;5;27.0956480503;
21;2;19.8919620514;12.5;4;26.2080165148;3;29.0;12.5;6;27.261295557;
22;2;19.8968029022;12.5;4;26.2296639681;3;29.0;12.5;5;27.4362905025;
23;2;19.9016742706;12.5;4;26.2514331341;3;29.0;12.5;5;27.6205644608;
24;2;19.9065723419;12.5;4;26.2733153105;3;29.0;12.5;4;27.8139474392;
25;2;19.625;12.8819942474;6;26.2953014374;3;29.0;12.5;4;28.016159296;
26;3;17.625;13.8885908127;5;26.3173824549;3;29.0;12.5;4;28.2268030643;
27;3;16.9214115143;14.5;6;26.3395489454;3;30.0;12.5;4;28.445360899;
28;3;15.625;15.5;6;26.3617914915;3;29.0;12.5;3;28.6711919308;
29;3;14.9314031601;16.5;6;26.3841004372;3;29.0;12.5;2;28.9035346508;
30;3;14.311422348;17.5;5;26.4064661264;3;29.0;12.5;3;29.141512394;
31;3;14.0;18.5;5;26.428878665;3;29.0;12.5;3;29.3841423988;
32;3;14.0;19.5;5;26.4513280392;3;29.0;12.5;3;29.6303496361;
33;3;15.0;17.5;5;26.4738043547;3;30.0;14.5;3;29.8789830208;
