Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;8.0;10.0;6;21.0;1;13.0;10.0;4;20.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;14.0;10.0;3;20.0;
5;1;8.27600002289;10.9200000763;6;22.5301437378;1;15.0;10.0;3;20.0;
6;1;9.27600002289;11.2650718689;6;23.086605072;1;16.0;10.0;3;20.3999996185;
7;1;10.194486618;11.543302536;6;23.5283432007;2;17.6000003815;10.1999998093;2;21.7264003754;
8;1;10.2938766479;11.7641716003;6;24.1098823547;2;18.0358409882;10.3632001877;2;22.9894274473;
9;1;10.4247236252;12.0549411774;6;24.5655879974;2;18.7936553955;10.9097137451;2;24.0985145569;
10;1;10.5272569656;12.2827939987;6;24.9179592133;2;20.7936553955;11.3658018112;2;25.068832159;
11;1;10.6065406799;12.4589796066;6;25.0;2;22.7936553955;11.7372808456;2;25.9232202768;
12;1;11.6065406799;12.5;6;25.0;2;24.2051486969;12.0336990356;2;26.6879553795;
13;1;12.6065406799;12.5;6;25.0;2;25.3849143982;12.2662630081;2;27.3894822598;
14;1;13.6065406799;12.5;5;25.0;2;26.5898246765;12.446267128;1;27.8840510845;
15;1;14.6065406799;12.5;5;25.0;2;27.8220863342;12.5;2;28.3200027943;
16;1;15.6065406799;12.5;5;25.0;3;29.083656311;12.5;1;28.8073790073;
17;1;16.6065406799;12.5;6;25.0;3;30.376083374;12.5;3;29.3477458954;
18;1;17.6065406799;12.5;6;25.0;3;31.6086463928;12.5;3;29.9413113594;
19;1;17.625;12.5;7;25.0;3;31.9647865295;12.5;3;30.586581707;
20;1;17.625;12.5;6;25.0;3;32.3519477844;12.5;3;31.2800674438;
21;1;17.625;12.5;6;25.0;3;32.7680397034;12.5;3;32.0160870552;
22;1;17.625;12.5;6;25.0;3;33.209651947;12.5;3;32.7867279053;
23;1;17.625;12.5;6;25.0;3;33.6720352173;12.5;3;33.5820074081;
24;1;17.625;12.5;6;25.0;3;34.1492042542;12.5;3;34.3902606964;
25;1;17.625;12.5;7;25.0;3;34.6341552734;12.5;4;35.1987380981;
26;1;17.625;12.5;7;25.0;3;35.1192436218;12.5;5;35.9943685532;
27;1;17.625;12.5;7;25.0;3;35.5966186523;12.5;5;36.7645931244;
28;1;17.625;12.5;7;25.0;4;36.0587539673;12.5;4;37.4981632233;
29;1;17.625;12.5;7;25.0;4;36.4988975525;12.5;4;38.1857919693;
30;1;17.625;12.5;7;25.0;4;36.9114761353;12.5;4;38.8205833435;
31;2;18.625;13.0;6;26.0;4;37.292350769;14.5;4;39.3982028961;
32;2;19.625;13.0;6;26.1299999952;4;37.638923645;16.5;4;39.9167966843;
33;2;17.8792495728;13.5;6;26.2754310369;4;37.9500770569;18.5;4;40.3767118454;
34;2;16.9119720459;14.5;6;26.4377241135;4;38.2260284424;20.5;4;40.780087471;
