Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;1;13.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;13.0;10.0;5;20.0;
3;2;8.14999961853;10.0;4;22.0199999809;1;13.0;10.0;5;20.0;
4;2;8.30299949646;10.5;4;22.8801960945;1;14.0;10.0;5;20.0;
5;2;8.43202972412;10.9200000763;4;23.5907255411;1;15.0;10.0;4;20.0;
6;2;9.51463127136;11.2650718689;4;24.1677559614;1;16.0;10.0;4;20.3999996185;
7;2;10.437746048;11.543302536;4;24.6302397251;2;18.0;10.1999998093;3;21.7264003754;
8;2;10.54180336;11.7641716003;4;25.2437130213;2;19.4358406067;10.3632001877;3;22.9094275236;
9;2;10.6798353195;12.0549411774;4;25.7319161892;2;21.0916557312;10.9097137451;3;23.9187226295;
10;2;10.789680481;12.2827939987;4;26.1173373461;2;23.0916557312;11.3658018112;3;24.7663000822;
11;2;10.8764009476;12.4589796066;5;26.2329682112;2;25.0916557312;11.7372808456;3;25.4716243744;
12;2;13.7971172333;12.5;5;26.267084837;2;26.9341926575;12.0336990356;4;26.0574564934;
13;2;15.7971172333;12.5;5;26.3017132282;2;27.0916557312;12.5712490082;4;26.5467036963;
14;2;16.820142746;12.5;5;26.3368371725;2;28.0916557312;12.777100563;4;26.7922235727;
15;2;17.8280448914;12.5;5;26.3724392653;2;30.0916557312;12.5;4;26.9393253326;
16;2;18.8360557556;12.5;5;26.4085009098;2;31.2552509308;12.5;4;27.0956480503;
17;2;19.8441696167;12.5;5;26.4450021982;2;32.3490447998;12.5;4;27.261295557;
18;2;19.625;12.9335002899;6;26.4819220304;2;33.3567771912;12.5;5;27.4362905025;
19;2;19.625;12.9445762634;6;26.5192379951;2;33.4617729187;12.5;5;27.6205644608;
20;2;19.9668292999;12.5;6;26.5569267273;3;33.5723381042;12.5;5;27.8139474392;
21;2;19.625;12.9670782089;6;26.5949635506;3;33.688369751;12.5;5;28.016159296;
22;2;19.625;12.9784889221;7;26.6333229542;3;33.8096961975;12.5;4;28.2268030643;
23;3;19.9924983978;12.5;6;26.6719784737;3;33.9360809326;12.5;4;28.445360899;
24;3;20.0011959076;12.5;6;26.7109024525;3;34.0672149658;12.5;4;28.6711919308;
25;3;17.625;14.0132703781;6;26.750066638;3;34.2027130127;12.5;4;28.9035346508;
26;3;16.625;15.0250196457;6;26.7894419432;3;34.3421211243;12.5;4;29.141512394;
27;3;16.0276241302;15.5;6;26.8289985657;3;34.4849090576;12.5;4;29.3841423988;
28;3;15.0365247726;16.5;6;26.8687061071;3;34.6304855347;12.5;4;29.6303496361;
29;3;14.4204587936;17.5;6;26.9085336924;3;34.7782096863;12.5;4;29.8789830208;
30;3;14.4294204712;18.5;7;26.9484500885;3;34.9273910522;14.5;5;30.1288366318;
31;3;14.4384012222;19.5;7;26.9884234667;3;35.0773010254;16.5;5;30.3786706924;
32;3;14.4473953247;20.5;7;27.0284221172;3;35.2272033691;18.5;5;30.6272368431;
33;3;14.4563951492;21.5;7;27.0684139729;3;35.3763427734;20.5;5;30.8733024597;
34;3;14.4653930664;22.5;7;27.1083672047;3;35.523979187;22.5;5;31.1156759262;
35;3;14.4743824005;23.5;7;27.1482498646;3;35.6694068909;22.5;5;31.353228569;
36;3;14.4833564758;24.5;8;27.1880300045;3;35.8119354248;22.5;5;32.5849161148;
37;3;15.4923067093;22.5;8;27.2276763916;3;36.9509506226;23.5;6;32.8397963047;
38;3;14.5012273788;23.5;9;27.2671580315;3;38.0858764648;24.5;6;33.0876338482;
39;3;14.5101108551;24.5;9;27.3064444065;3;38.8525772095;25.5;6;33.3277199268;
40;3;15.5189495087;22.5;9;27.3455052376;3;38.9966316223;26.5;6;33.5594761372;
41;3;14.5277385712;23.5;10;27.3843114376;4;39.135684967;27.5;6;33.7824548483;
42;3;14.5364704132;24.5;11;27.4228343964;5;39.2694740295;27.5;5;33.996337533;
43;3;15.5451374054;22.5;12;27.4610464573;5;39.3978042603;27.5;6;34.2009277344;
44;3;14.553735733;23.5;12;27.4989209175;5;39.5205574036;27.5;6;34.3961441517;
45;3;14.5622577667;24.5;12;27.5364317894;5;39.6376876831;27.5;6;34.5820095539;
46;3;15.5706968307;22.5;13;27.5735542774;5;39.749206543;27.5;6;34.7586388588;
47;3;16.0;22.5;14;27.6102645397;5;39.8551864624;27.5;7;36.0238124132;
48;3;17.0;21.8051319122;14;27.6465404034;5;40.6142845154;28.0;7;37.0569396019;
49;3;15.5954713821;21.5;15;27.6823601723;5;41.234161377;28.3899993896;7;37.8924601078;
50;3;16.6035308838;20.5;15;27.7177040577;5;41.7354774475;28.6872596741;7;38.566393733;
51;3;17.6114845276;20.5;14;27.7525529861;5;36.8504981995;31.4507369995;7;38.9640606642;
52;3;18.6193237305;20.5;15;27.7868895531;5;36.8504981995;31.7899932861;7;40.1697363853;
53;3;19.0;21.5;15;27.820697546;5;34.8504981995;34.8170127869;8;40.4043675661;
54;3;19.625;22.5;15;27.853962183;5;35.8504981995;35.8445129395;8;40.6296399832;
55;3;19.625;23.5;17;27.8866696358;5;38.8504981995;34.8724746704;8;41.8461066484;
56;3;20.2744998932;22.5;17;27.918807745;5;37.4247131348;38.9008750916;9;42.0664790869;
57;3;20.2817325592;22.5;17;27.9503657818;6;40.4247131348;40.9296875;8;42.2107930183;
58;3;19.625;23.5;18;27.9813337326;6;41.4247131348;43.5648040771;9;42.3581790924;
59;4;20.2957992554;22.5;17;28.0;6;40.4247131348;43.617313385;9;42.5085645914;
60;4;19.625;22.5;18;28.0;6;40.4247131348;44.6707305908;11;42.6618670225;
61;4;19.625;23.5;18;28.0;6;41.4247131348;50.2232322693;11;42.8179939985;
62;4;19.625;22.5;18;28.0;6;42.4247131348;52.2461891174;9;42.9768437147;
63;4;19.625;23.5;19;28.0;6;42.7999992371;54.2697181702;9;43.1383049488;
64;4;19.625;24.0;19;28.0;6;42.7999992371;56.2938270569;10;43.3022567034;
65;4;19.625;24.0;19;28.0;6;42.7999992371;58.3185005188;10;43.4685686827;
66;4;19.625;22.5;19;28.0;6;42.7999992371;60.3437232971;8;43.6371020079;
67;4;19.625;23.5;19;28.0;6;42.7999992371;62.3694953918;9;43.8077087402;
68;4;19.625;24.0;19;29.0;6;42.7999992371;64.3957901001;10;43.9802327156;
69;4;20.625;25.0;19;29.0399999619;6;42.7999992371;66.4225921631;10;44.1545102596;
70;4;21.625;26.0;20;29.0811839104;6;41.7999992371;66.077255249;10;44.3303695917;
71;4;21.625;27.0;21;29.1235535145;6;41.7999992371;66.1651763916;11;44.5076328516;
72;4;21.625;28.0;21;29.1671074629;6;40.7999992371;65.2538146973;11;44.6861160994;
73;4;21.625;29.0;21;29.211841464;6;40.7999992371;64.4258728027;12;44.865629077;
74;4;21.625;29.6059207916;22;29.2577478886;6;41.7999992371;65.4865875244;14;45.0459774733;
75;5;21.9079933167;29.0;21;29.3048160076;6;40.7999992371;64.5473632812;15;45.2269628048;
76;5;21.625;28.1524085999;22;29.3530313969;7;38.7999992371;67.6513519287;14;45.408383131;
77;5;21.9294319153;28.5;23;29.4023760557;7;37.7999992371;69.7362670898;14;45.5900344849;
78;5;21.625;29.7011871338;22;29.4528282881;8;36.7999992371;71.8209686279;15;45.7717115879;
79;5;21.9518871307;29.0;23;29.5043625832;8;35.7999992371;73.9053421021;16;45.9532074928;
80;5;21.9634819031;29.0;23;30.6470367908;8;35.7999992371;72.9893035889;17;46.1343164444;
81;5;22.5384998322;28.7935180664;23;31.572307229;8;33.7999992371;75.0727539062;17;46.3148338795;
82;5;22.0255012512;30.2264709473;23;32.3146064281;8;32.7999992371;77.1556015015;18;47.494556427;
83;5;23.2707881927;28.6872596741;23;32.9097721577;8;33.7999992371;77.2377624512;19;47.82328403;
84;5;22.9874687195;29.8369216919;24;33.242790103;8;32.7999992371;80.3191452026;19;49.1715960503;
85;5;22.7386989594;30.0;24;33.3974692822;8;32.7999992371;84.3996734619;20;50.5056622028;
86;5;23.5144309998;29.0;24;33.5541813374;8;32.7999992371;88.6552429199;20;51.8638226986;
87;5;22.7836742401;30.0;24;33.7127656937;8;32.7999992371;89.917175293;21;53.2447578907;
88;5;23.5853710175;29.0;25;33.8730452061;8;30.7999992371;94.1846618652;22;54.6479330063;
89;5;23.0902309418;30.0;25;34.0348255634;10;31.7999992371;95.038269043;22;56.0734696388;
90;5;23.1019878387;31.0;25;34.1978960037;12;31.0;96.7327194214;22;57.5219358206;
91;6;22.2999992371;33.0;23;49.3620297909;12;31.0;96.0113296509;23;58.9940767288;
92;6;24.1247634888;34.0;23;50.5769846439;12;31.0;98.2916030884;24;60.4905071259;
93;6;25.1357688904;36.0;23;51.6974816322;12;31.0;99.9914932251;24;62.0113844872;
94;6;26.1465129852;38.0;24;52.7127051353;12;31.0;101.285240173;25;63.5560963154;
95;6;27.1569900513;39.5247383118;25;53.6187198162;13;32.0;100.715080261;24;66.1229696274;
96;6;28.1671981812;40.5849761963;26;54.4175195694;13;32.0;103.492042542;24;68.9090483189;
97;6;29.1771354675;40.6456794739;26;55.1155648232;13;34.0;107.025718689;25;72.0000109673;
98;6;27.2999992371;42.7067108154;27;55.7221958637;13;36.0;111.082023621;28;75.2017315626;
99;6;27.2999992371;44.7594490051;26;56.2246260643;13;38.0;115.929855347;29;77.6255323887;
100;6;26.4698867798;45.8291702271;26;56.641736269;14;39.0;121.581787109;29;80.5229815245;
