Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;12.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;10.0;4;21.0;1;13.0;10.0;5;20.0;
4;2;8.14999961853;10.6999998093;3;22.8400001526;1;14.0;10.0;5;20.0;
5;2;8.42599964142;10.9200000763;3;23.5601437092;1;15.0;10.0;5;20.0;
6;2;9.5077495575;11.2650718689;3;24.1471960545;2;16.6000003815;10.0;4;21.3999996185;
7;2;10.4331197739;11.543302536;3;24.6201093197;2;17.6000003815;10.1999998093;4;21.8364003897;
8;2;10.5395240784;11.7641716003;3;25.2443172932;2;18.1018409729;10.3632001877;4;23.1058064699;
9;2;10.6799716949;12.0549411774;3;25.7438752651;2;18.863483429;10.9097137451;4;24.2201193571;
10;2;10.7923717499;12.2827939987;3;26.141277194;2;20.863483429;11.3658018112;4;25.1939682961;
11;2;10.8817873001;12.4589796066;3;26.2695188522;2;22.863483429;11.7372808456;4;26.0495401621;
12;2;12.8817873001;12.5;3;26.3168779612;2;24.2809410095;12.0336990356;5;26.812343359;
13;2;14.8817873001;12.5;3;26.365380168;2;25.4595451355;12.2662630081;5;27.5079448223;
14;2;15.9137516022;12.5;4;26.4150065184;2;26.6609020233;12.446267128;5;27.9916267395;
15;3;16.9249172211;12.5;3;26.4657343626;2;27.886631012;12.5;5;28.4107050896;
16;3;17.6065406799;12.5;4;26.5175373554;2;29.1380786896;12.5;5;28.8741958141;
17;3;18.9479866028;12.5;4;26.5703849792;2;30.4161720276;12.5;5;29.3827152252;
18;3;19.6065406799;12.9711151123;4;26.6242431402;2;31.6296291351;12.5;5;29.9356946945;
19;3;19.625;12.9872732162;4;26.6790736914;2;31.9614162445;12.5;6;30.5311517715;
20;3;20.0027923584;12.5;4;26.7348344326;2;32.3186912537;12.5;6;31.1655111313;
21;3;19.625;13.020450592;5;26.7914797068;2;32.699306488;12.5;6;31.8335127831;
22;3;19.625;13.0374441147;5;26.8489596844;2;33.1001091003;12.5;6;32.5282411575;
23;3;19.625;13.0546875;5;26.9072211981;2;33.5169448853;12.5;6;33.2412977219;
24;3;20.0541248322;12.5;5;26.9662073851;2;33.9447784424;12.5;4;33.9631280899;
25;3;19.625;13.0898618698;5;27.0258579254;2;34.3778762817;12.5;4;34.6834831238;
26;3;20.0808181763;12.5;5;27.0861098766;2;34.8100891113;12.5;4;35.3919763565;
27;3;19.625;13.5;5;27.1468968391;2;35.2351837158;12.5;4;36.0786809921;
28;3;19.625;13.5734481812;5;27.20814991;2;35.6472091675;12.5;4;36.7346849442;
29;3;20.1218338013;12.5;4;27.2697980404;2;36.0408096313;12.5;4;37.3525533676;
30;3;18.1357040405;13.5;4;27.3317680359;2;36.411529541;12.5;4;37.9266319275;
31;3;17.149646759;14.5;4;27.393985033;2;36.7559814453;14.5;4;38.4531812668;
32;3;16.163646698;15.5;4;27.4563727379;2;37.0719070435;16.5;4;38.9303407669;
33;3;14.625;17.5;4;27.5188536644;2;37.3582038879;18.5;3;39.3579549789;
34;3;14.0;18.7594261169;5;27.5813500881;2;37.6147727966;20.5;3;39.7372989655;
35;3;14.0;19.7906742096;5;27.6437838078;2;37.8423805237;22.5;1;40.0707597733;
36;3;14.0;20.8218917847;6;27.7060770988;0;0;0;0;0;
