Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;31.7439994812;1;7.0;11.0;5;20.0;
3;1;11.3487997055;15.8719997406;6;31.1449584961;1;8.0;10.0;5;20.0;
4;1;11.2289915085;15.572479248;6;30.6058235168;1;9.0;10.0;5;20.0;
5;1;12.2289915085;15.3029117584;6;29.8846721649;1;9.0;10.0;5;20.0;
6;1;13.2289915085;14.9423360825;6;29.2356357574;1;10.0;10.0;5;20.0;
7;1;13.770690918;14.6178178787;6;28.724609375;1;11.0;10.0;5;20.0;
8;1;13.6173830032;14.3623046875;6;28.2646865845;2;11.0;10.1999998093;4;21.3999996185;
9;2;13.7794065475;14.1323432922;5;29.1431846619;2;11.4200000763;10.1999998093;4;21.8264003992;
10;2;15.917383194;14.0715923309;5;29.0902211666;2;11.5479202271;10.3632001877;3;22.1992716789;
11;2;17.9173812866;14.016916275;5;29.0507764816;2;11.659781456;10.4951858521;3;23.4054436684;
12;2;19.9173812866;13.967707634;5;29.0219367743;2;12.0216331482;11.0209560394;3;24.4501843452;
13;2;20.9699115753;13.9234199524;5;29.0044521093;2;14.0216331482;11.4571752548;4;25.3486692905;
14;2;21.9885807037;13.8835611343;5;28.9974660873;2;16.0216331482;11.8107032776;4;26.1225088835;
15;2;22.6992397308;13.8476886749;5;29.0001996756;2;17.1943473816;12.0916318893;4;26.7957427502;
16;2;22.2892417908;14.2262210846;7;29.0119469166;2;18.2645130157;12.3113050461;4;27.3919057846;
17;2;22.2718086243;14.2181224823;7;29.0320645571;2;19.3416175842;12.4808797836;4;27.7113106251;
18;2;22.7096176147;13.7601938248;7;29.0599633455;2;20.4259662628;12.5;4;28.0173821449;
19;2;22.2419948578;14.2126522064;8;29.0950961113;2;21.5177879333;12.5;4;28.3487696648;
20;2;22.2292861938;14.2147188187;8;29.1369627714;2;22.5046310425;12.5;4;28.7054548264;
21;2;22.7410888672;13.6964111328;8;29.18509233;2;22.6116371155;12.5;4;29.0869145393;
22;3;22.7555274963;13.6792535782;7;29.2390443087;2;21.5;13.5;6;29.4920539856;
23;3;22.1982879639;14.2372379303;7;29.2984029055;2;22.5;12.5;6;29.9191560745;
24;3;22.789522171;13.6499137878;7;29.3627727032;2;22.9757461548;12.5;7;30.3658571243;
25;3;20.8163375854;14.6499137878;8;29.4317762852;3;21.5;13.5;6;30.8291530609;
26;3;19.8437919617;15.6499137878;8;29.5050473213;3;22.5;12.5;7;31.3054442406;
27;3;18.8718528748;16.6499137878;8;29.5822339058;3;23.3916339874;12.5;7;31.790620327;
28;3;17.9004802704;17.6499137878;8;29.6629898548;3;23.5371856689;12.5;7;32.2801818848;
29;3;16.9296302795;18.6499137878;9;29.7469768524;3;23.6840553284;12.5;8;32.7693967819;
30;3;15.9592590332;19.6499137878;10;29.8338654041;3;21.8308181763;13.5;8;33.2534770966;
31;3;14.9893131256;20.6499137878;8;29.9233276844;3;20.9760437012;14.5;8;33.7277650833;
32;3;14.8297920227;21.6499137878;8;30.0150413513;3;20.1183300018;15.5;8;34.187912941;
33;3;14.860537529;22.6499137878;8;30.1086900234;3;19.2563743591;16.5;8;34.6300430298;
