Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;2;11.5999994278;16.0;5;33.0;1;7.0;11.0;5;20.0;
3;2;11.5999994278;16.0;5;33.0199999809;1;8.0;10.0;5;20.0;
4;2;11.6040000916;16.0;5;32.782563448;1;9.0;10.0;5;20.0;
5;2;12.7115688324;15.8719997406;5;32.570872426;1;9.0;10.0;5;20.0;
6;2;13.7171812057;15.7567996979;5;32.382361412;1;10.0;10.0;5;20.0;
7;2;14.7147083282;15.6531200409;5;32.3067193031;1;11.0;10.0;4;20.0;
8;2;14.6920166016;15.6058082581;5;32.2406665087;1;11.0;10.0;4;20.3999996185;
9;2;14.6722002029;15.5632276535;5;33.4985461235;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;16.7096672058;16.1723022461;5;34.4110494852;2;11.2179203033;10.5631999969;3;21.9903717041;
11;2;18.7096672058;16.60820961;5;35.0584149361;2;11.597111702;10.4951858521;3;23.0819120407;
12;2;20.7096672058;16.9110736847;5;35.3188421726;2;11.9245738983;11.0209560394;3;23.99553442;
13;2;21.7471370697;17.0200004578;5;35.3623375893;2;13.9245738983;11.4571752548;4;24.7449600697;
14;2;22.760187149;17.0200004578;6;35.4067372084;2;15.9245738983;11.8107032776;4;25.3503712416;
15;2;23.7735061646;17.0200004578;7;35.4520207644;2;16.9627056122;12.0916318893;4;25.8344515562;
16;2;24.6356048584;17.0200004578;7;35.4981652498;2;17.9761257172;12.3113050461;4;26.2195074558;
17;2;24.6494483948;17.0200004578;8;35.5451449156;2;18.9898986816;12.4808797836;4;26.3048160076;
18;2;24.6635437012;17.0200004578;8;35.5929310322;2;20.0040187836;12.5;4;26.3530313969;
19;2;24.6778793335;17.0200004578;9;35.6414922476;2;21.0184822083;12.5;4;26.4023760557;
20;3;24.6924476624;17.0200004578;8;35.6907943487;2;21.9207134247;12.5;5;26.4528282881;
21;3;24.2119998932;17.0200004578;8;35.7408002615;2;21.9358482361;12.5;5;26.5043625832;
22;3;24.722240448;17.0200004578;8;35.7914705276;2;21.9513092041;12.5;5;26.5569496155;
23;3;24.7374401093;17.0200004578;9;35.8427628279;2;21.9670848846;12.5;5;26.6105561256;
24;3;24.752828598;17.0200004578;9;35.8946325779;3;21.9831676483;12.5;4;26.6651450396;
25;3;22.7683887482;18.0200004578;9;35.9470328093;3;21.9995441437;12.5;4;26.72067523;
26;3;21.7841091156;19.0200004578;10;35.9999141693;3;22.0162029266;12.5;5;26.7771017551;
27;3;20.7999744415;20.0200004578;10;36.0532255173;3;22.0331306458;12.5;5;26.8343759775;
28;3;19.8159675598;21.0200004578;10;36.106913805;3;22.0503120422;12.5;5;26.8924454451;
29;3;18.8320732117;22.0200004578;10;36.1609239578;3;22.0677337646;12.5;5;26.9512542486;
30;3;17.8482761383;23.0200004578;10;36.2151999474;3;21.5;13.4756269455;5;27.0107431412;
31;3;16.8645591736;24.0200004578;10;37.2696843147;3;21.5;13.5053710938;5;27.0708494186;
32;3;16.8809051514;25.0200004578;10;37.5126386881;3;22.1212539673;12.5;5;27.1315076351;
33;3;16.8972949982;26.0200004578;10;37.7889102697;3;21.5;13.5;6;27.1926498413;
34;3;17.124671936;27.0200004578;13;38.1033936739;3;21.5;13.5963249207;6;28.2542052269;
35;3;17.2190170288;28.0200004578;13;38.4613592625;3;22.5;14.1271028519;6;28.3661010265;
36;3;17.3264083862;29.0200004578;13;38.8683288097;3;22.1948299408;13.5;6;28.4802379608;
37;3;17.4484977722;30.0200004578;14;39.3298814297;3;23.2134780884;13.0509872437;6;28.5965646505;
38;3;17.5869636536;31.0200004578;15;39.8513681889;3;23.8467845917;13.5;7;28.7150241137;
39;3;17.7434101105;32.0200004578;15;40.4375324249;3;24.2509231567;13.10597229;7;28.3355526924;
40;3;18.119474411;32.0200004578;16;41.0920257568;3;23.5;14.1349868774;7;28.4562354088;
41;3;19.2997131348;33.0200004578;16;41.816842556;3;22.5368709564;13.5;7;28.5794504881;
42;3;21.3330535889;34.0200004578;17;42.6117055416;3;23.1561889648;13.1960783005;7;28.7051211596;
43;3;20.8477516174;35.0200004578;17;43.4734711647;3;24.611536026;16.1960773468;7;28.8331602812;
44;3;22.0;36.0200004578;19;44.3956532478;3;24.6499481201;19.1960773468;8;28.963471055;
45;4;24.7911262512;35.0200004578;17;58.1181750298;4;24.6890411377;22.1960773468;8;29.0959465504;
46;4;27.0586071014;35.0200004578;18;59.7649641037;4;24.7287826538;25.1960773468;8;29.2304694653;
47;4;27.0722808838;36.0200004578;18;61.3785042763;4;24.7691402435;27.5;9;29.3669126034;
48;4;30.0857715607;35.0200004578;19;62.9375739098;4;24.8100738525;27.5;9;29.5051388741;
49;5;32.2898712158;35.5700569153;19;64.4224030972;4;24.8515415192;27.5;10;29.6450017691;
50;5;33.4444351196;35.5229263306;19;65.8158175945;4;24.8935012817;27.5;10;29.786345005;
51;6;35.6158294678;35.4813194275;18;67.1042497158;4;24.9359035492;27.5;10;29.9290039539;
52;6;36.8655281067;35.4449577332;18;68.2784540653;4;24.9787006378;27.5;10;30.0728056431;
53;6;38.097530365;35.4134635925;19;69.3337960243;4;25.0218429565;27.5;11;30.2175691128;
54;6;39.3093986511;35.3863983154;18;70.2700922489;5;25.0652694702;27.5;10;30.3631067276;
55;6;39.034362793;36.3633003235;17;71.0780460835;5;25.1089324951;27.5;10;30.5092244148;
56;6;40.2060699463;35.3450012207;17;72.6249568462;5;25.1527671814;27.5;10;30.6557233334;
57;6;41.3537368774;36.3450012207;15;74.1670236588;5;25.1967163086;27.5;10;30.8023998737;
58;6;49.936050415;38.3450012207;14;74.7667599916;5;25.2407188416;27.5;10;30.9490475655;
59;6;54.4912872314;40.3450012207;13;75.3239486217;5;25.2847137451;27.5;10;31.0954577923;
60;6;57.4854850769;42.3450012207;13;77.9380904436;5;24.3429069519;28.5;11;32.2414212227;
61;8;59.3041877747;44.9472618103;11;80.0288065672;5;25.5;29.5;11;32.426728487;
62;8;60.9328613281;46.3531684875;13;81.7219971418;5;27.4160194397;29.5;11;32.6123559475;
63;8;62.5045166016;46.6163978577;13;82.7740916014;5;27.4593505859;30.5;12;32.7981007099;
64;8;61.3008956909;46.6054420471;12;83.6017632484;6;27.5023651123;31.5;11;32.9837604761;
65;8;63.5912322998;46.6000022888;13;84.1949586868;6;27.5449962616;32.5;11;33.1691354513;
66;9;64.811630249;46.6000022888;12;84.7703254223;6;27.5871887207;33.1059188843;11;33.3540287018;
67;9;61.0485496521;48.6000022888;12;86.3814241886;6;27.6288833618;33.1288757324;12;34.7396980524;
68;9;60.1045188904;52.6000022888;12;87.105496645;6;28.0229187012;33.6649856567;12;35.9117155075;
69;9;60.2612190247;55.6765785217;13;87.8702294827;6;28.3519001007;34.0926895142;12;36.903649807;
70;9;59.9742660522;58.7182273865;12;88.6747808456;6;28.6258945465;34.4292640686;12;37.750433445;
71;9;59.1948280334;61.7587928772;13;89.5175482035;6;28.8553695679;34.6926727295;11;38.33611691;
72;10;58.4286155701;64.7982330322;12;90.3961114883;6;29.0055484772;34.8254776001;11;39.7435581684;
73;10;57.6748580933;66.8365097046;13;91.307202816;6;30.1012878418;35.8696327209;12;40.2121744156;
74;10;56.9324684143;68.873588562;13;92.2467191219;6;31.1964225769;36.9153823853;12;40.6838265657;
75;10;56.5443954468;70.9094543457;14;93.2097758055;6;30.0345611572;39.9153823853;12;41.1574903727;
76;10;56.8203392029;68.9094543457;13;94.1908067465;6;30.0824890137;42.9153823853;13;41.6321566105;
77;10;56.1027526855;71.5999984741;13;95.1837081909;6;30.1303443909;45.9153823853;13;42.1068412066;
78;10;55.8515472412;74.5999984741;14;96.1820211411;7;30.1780853271;47.9153823853;12;42.5805982351;
79;11;55.1721496582;77.050239563;15;97.1791381836;7;30.2256774902;49.9153823853;12;43.0525267124;
80;11;50.3813056946;80.5999984741;15;98.1685175896;7;30.2730865479;51.2212753296;12;43.5217775106;
81;11;50.599105835;82.5999984741;17;99.1439015865;7;30.3202838898;52.2769393921;14;43.9875609875;
82;13;48.3165130615;86.5999984741;15;100.072265863;7;30.3672428131;53.3337097168;14;44.4491480589;
83;13;47.5188941956;90.5999984741;16;100.948969126;7;30.4139404297;53.6505508423;14;44.9058710337;
84;14;48.7112808228;91.5999984741;15;101.798822641;7;30.4603538513;53.7901153564;18;45.3571269512;
85;14;49.8925514221;93.1327972412;15;102.618167162;7;30.5064659119;53.9270553589;19;45.8023715019;
86;14;51.3619003296;94.1327972412;17;103.404170036;7;30.5522594452;54.0611457825;20;46.2411198616;
87;16;53.5188560486;95.3346786499;15;104.154806376;7;30.5977153778;54.1921730042;21;46.6729388237;
88;16;55.663230896;95.7303466797;16;105.878073931;7;31.6428146362;52.2531356812;21;47.0974464417;
89;16;56.4507904053;97.6536560059;16;107.602178097;7;32.6875457764;51.3143157959;21;47.5143034458;
90;16;56.5704879761;99.5940856934;17;110.311938763;7;32.9828338623;50.3755645752;22;47.9196047783;
91;16;57.6784744263;102.541290283;17;112.185194492;7;33.0593719482;49.4367370605;22;48.2604763508;
92;16;59.7753753662;103.327133179;17;115.04914999;7;33.1165542603;48.4976730347;24;48.5959281921;
93;16;61.5299301147;105.615402222;14;116.881547332;7;33.1721878052;47.5582351685;25;48.9256634712;
94;17;61.9388580322;107.912078857;13;120.685929477;7;33.2262840271;46.618270874;25;49.249402523;
95;17;66.4530410767;116.114730835;13;123.457632661;7;30.7994155884;46.1157913208;26;49.4886887074;
96;17;75.958480835;114.114730835;12;125.564513326;7;30.7999992371;46.1743621826;24;49.725189209;
97;18;77.1638259888;123.986724854;9;135.779609799;7;30.7999992371;46.2320098877;25;49.9603252411;
98;18;81.3726348877;128.848999023;10;137.325116754;7;28.7999992371;47.2886161804;25;50.1935842037;
99;19;80.4803924561;138.745315552;10;138.909290314;7;28.3999996185;48.3440628052;25;50.4244675636;
100;19;83.4537200928;143.652008057;12;141.530955136;7;28.3999996185;49.3982543945;26;50.6524944305;
