Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;2;11.5999994278;16.0;5;33.0;2;7.0;11.1999998093;4;21.0;
3;2;11.5999994278;16.0;5;32.6419198513;2;8.19999980927;10.0;4;21.0900000334;
4;2;11.5283842087;15.7695999146;5;32.3393380642;2;9.21800041199;10.0;4;21.1871190071;
5;2;12.6722984314;15.5622396469;5;32.0882710218;2;9.23742389679;10.0;4;21.2917383909;
6;2;13.7089519501;15.3756160736;5;31.8851830959;2;10.3875217438;10.0;4;21.4042263031;
7;2;14.5655546188;15.207654953;5;31.8251119852;2;11.4212675095;10.0;3;21.5249304771;
8;2;14.5475330353;15.0992889404;5;31.8008650541;2;11.4574794769;10.0;3;22.0694183111;
9;2;14.5402603149;15.0017604828;5;32.8179512024;2;11.6208257675;10.1999998093;3;22.5515855551;
10;2;16.6637115479;15.4020795822;5;33.6314790249;2;11.7654762268;10.3632001877;3;22.983014226;
11;2;18.6637115479;15.6897659302;5;34.1849048138;2;11.8949041367;10.4951858521;3;24.2738182545;
12;2;20.6637115479;15.8360004425;5;34.4695439339;2;12.2821455002;11.0209560394;2;25.4089095592;
13;2;21.8988380432;15.8360004425;6;34.7784614563;2;14.2821455002;11.4571752548;3;26.4029755592;
14;2;22.9915122986;15.8360004425;6;35.1118946075;2;16.2821464539;11.8107032776;3;27.276881218;
15;2;24.0915412903;15.8360004425;6;35.4696471691;2;17.5406589508;12.0916318893;3;28.0536293983;
16;2;24.6408939362;15.8360004425;6;35.8510203362;2;18.6418800354;12.3113050461;3;28.755402565;
17;2;24.7553062439;15.8360004425;6;36.2547545433;2;19.750667572;12.4808797836;2;29.1808357239;
18;3;24.8764266968;15.8360004425;6;36.6789913177;2;20.8668251038;12.5;2;29.5913586617;
19;3;25.0036964417;15.8360004425;6;37.1212592125;2;21.9899806976;12.5;2;30.0233430862;
20;3;25.1363773346;15.8360004425;6;37.5784926414;2;21.5;13.5;3;30.4742712975;
21;3;23.5016002655;16.8360004425;7;38.0470848083;2;22.5;12.5;5;30.9409928322;
22;3;24.5016002655;15.8360004425;7;38.5229792595;2;23.2822971344;12.5;5;31.4197778702;
23;4;25.5016002655;15.8360004425;6;39.0017957687;2;23.4259338379;12.5;5;31.906411171;
24;4;23.5016002655;16.8360004425;6;39.4789805412;2;23.5719223022;12.5;5;32.3963236809;
25;4;22.5016002655;16.8360004425;6;39.9499769211;3;21.5719223022;13.5;4;32.8847527504;
26;4;22.5016002655;16.8360004425;6;40.4104003906;3;22.5719223022;12.5;4;33.3669252396;
27;4;21.5016002655;16.8360004425;4;41.8561983109;3;21.5;13.5;2;33.8382406235;
28;4;22.5016002655;17.8360004425;4;42.3180363178;3;21.5;14.5;3;34.2944498062;
29;4;23.3851394653;18.8360004425;4;42.7595009804;3;21.5;15.5;3;34.7318048477;
