Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;31.5391998291;1;7.0;11.0;5;20.0;
3;1;11.3078403473;15.7695999146;6;31.1244792938;1;8.0;10.0;5;20.0;
4;1;11.2248954773;15.5622396469;5;30.5873908997;1;9.0;10.0;5;20.0;
5;1;12.2248954773;15.2936954498;5;30.1040115356;1;9.0;10.0;4;20.0;
6;1;13.2248954773;15.0520057678;5;29.668970108;1;10.0;10.0;4;20.0;
7;2;14.2006912231;14.834485054;4;30.3579139709;1;11.0;10.0;4;20.0;
8;2;14.1073741913;14.6789569855;4;30.230874896;1;11.0;10.0;4;20.3999996185;
9;2;14.0692625046;14.5389814377;4;30.9274607897;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;16.2139568329;14.7860908508;4;31.3680237532;1;11.2179203033;10.3632001877;4;20.9903717041;
11;2;18.2139568329;14.8887996674;4;31.6402276754;2;11.2971115112;10.6951856613;3;23.0419120789;
12;2;20.2139568329;14.8887996674;4;31.9539496899;2;11.9125738144;11.0209560394;3;23.9543504715;
13;2;21.4602775574;14.8887996674;4;32.3136839867;2;13.9125738144;11.4571752548;4;24.7025904655;
14;2;22.5681991577;14.8887996674;5;32.7237565517;2;15.9125738144;11.8107032776;4;25.3068172932;
15;2;23.6912193298;14.8887996674;5;33.1880545616;2;16.949640274;12.0916318893;4;25.789717555;
16;2;23.9564170837;14.8887996674;5;33.7096886635;2;17.9627056122;12.3113050461;4;26.1736010313;
17;2;24.1129074097;14.8887996674;5;34.2905964851;2;18.9761257172;12.4808797836;4;26.2577478886;
18;2;24.2871799469;14.8887996674;6;34.9311084747;2;19.9898986816;12.5;4;26.3048160076;
19;3;24.4793338776;14.8887996674;5;35.6295166016;2;21.0040187836;12.5;4;26.3530313969;
20;3;24.6888561249;14.8887996674;5;36.3817033768;2;21.9059104919;12.5;4;26.4023760557;
21;3;24.9145126343;14.8887996674;5;37.1808986664;2;21.9207134247;12.5;4;26.4528282881;
22;3;25.1542701721;14.8887996674;5;38.0176420212;2;21.9358482361;12.5;6;26.5043625832;
23;3;25.405292511;14.8887996674;5;38.8800086975;2;21.9513092041;12.5;6;26.5569496155;
24;3;25.6640033722;14.8887996674;5;39.7541303635;2;21.9670848846;12.5;6;26.6105561256;
25;3;25.9262390137;14.8887996674;5;40.6249885559;2;21.9831676483;12.5;6;26.6651450396;
26;3;26.1874980927;14.8887996674;5;41.4773988724;2;21.9995441437;12.5;7;26.72067523;
27;3;26.4432220459;14.8887996674;5;42.2970638275;2;22.0162029266;12.5;8;26.7771017551;
28;3;26.6891212463;14.8887996674;5;43.0715351105;2;22.0331306458;12.5;8;26.8343759775;
29;3;26.9214630127;14.8887996674;5;43.7909584045;4;21.2452812195;12.5;5;31.7532609701;
30;3;24.9214630127;15.8887996674;5;44.4484987259;4;19.75;13.5;5;31.9646595716;
31;3;23.9214630127;16.8887996674;6;45.0404253006;4;20.2768383026;14.5;6;32.1738786697;
32;3;22.9332809448;17.8887996674;6;45.5658903122;4;21.75;13.4249420166;6;32.3804559708;
33;3;22.9332809448;18.8887996674;6;46.0264835358;4;23.3428821564;13.4525909424;6;32.5839636326;
34;3;22.9332809448;19.8887996674;6;46.4256725311;4;21.9612426758;13.5;6;32.7840094566;
35;3;22.9332809448;20.8887996674;6;46.7682113647;4;21.0194244385;14.5;6;32.9802408218;
36;3;22.9332809448;21.8887996674;6;47.0595989227;4;20.0764465332;15.5;6;33.1723446846;
37;3;23.9332809448;20.8887996674;6;47.3056259155;4;20.5068740845;14.5;6;33.3600502014;
38;3;24.9332809448;21.8887996674;6;47.4832000732;4;19.186668396;14.5;6;34.5431270599;
39;3;25.9332809448;22.8887996674;7;47.4832000732;4;19.4897193909;15.5;6;34.7613859177;
40;3;26.9332809448;23.8887996674;7;47.4832000732;4;20.8654918671;14.9784002304;7;34.9758610725;
41;3;27.9332809448;24.8887996674;7;47.4832000732;4;20.8833560944;14.5;7;35.1864407063;
42;3;28.2449607849;24.8887996674;7;47.4832000732;4;20.9433841705;15.5;7;35.393045783;
43;3;28.2449607849;24.8887996674;8;47.4832000732;4;22.0021896362;19.5;9;35.595626235;
44;3;28.2449607849;24.8887996674;8;47.4832000732;4;23.0597553253;23.5;9;35.794159174;
45;3;28.2449607849;24.8887996674;8;47.4832000732;4;24.1160831451;26.5;9;35.9886441231;
46;3;28.2449607849;24.8887996674;8;47.4832000732;4;24.8188724518;29.5;10;36.1791009903;
47;3;28.2449607849;24.8887996674;8;47.2415351868;4;25.8597126007;31.8110904694;10;36.3655670881;
48;3;28.172460556;24.8130226135;9;47.0240383148;4;26.8990306854;31.8034362793;11;36.5104144812;
49;3;28.1072120667;24.7448253632;9;46.8282909393;4;27.6755485535;31.7999992371;11;36.621339798;
50;3;28.0484867096;24.6834468842;9;46.5800285339;4;27.6915836334;31.7999992371;12;36.7326202393;
51;3;27.9740085602;24.6282062531;10;46.3565921783;4;26.8500003815;32.7999992371;11;36.8441615105;
52;3;27.9069766998;24.5784893036;11;46.155500412;4;27.7230739594;31.7999992371;11;36.9558686018;
53;3;27.8466510773;24.533744812;12;45.9745159149;4;27.738494873;31.7999992371;12;37.067646265;
54;3;27.7923545837;24.493473053;12;45.811630249;6;27.7536830902;31.7999992371;7;47.1793992519;
55;3;27.7434902191;24.4572296143;13;45.6650333405;6;28.7686214447;32.7999992371;8;47.6910315752;
56;3;27.699508667;24.4246101379;13;45.5330963135;6;29.7832984924;33.7999992371;9;48.176849246;
57;3;27.6599311829;24.3952541351;13;45.414352417;6;28.8500003815;35.7999992371;9;48.6354960203;
58;3;27.6243057251;24.3688316345;13;45.3074836731;6;28.8500003815;37.3264656067;9;49.0662961006;
59;3;27.5922451019;24.3450546265;14;45.2113018036;6;28.8500003815;37.3180160522;9;49.4691867828;
60;3;27.5633926392;24.3236522675;14;46.3721313477;6;29.8391780853;35.6265258789;9;49.8446292877;
61;3;27.9116401672;24.7399406433;13;47.2627716064;6;28.8500003815;35.5999450684;10;51.1935133934;
62;3;28.1788311005;25.0456047058;14;47.9387893677;6;27.8500003815;37.5759506226;7;51.5470564365;
63;3;26.249622345;26.0456047058;12;48.0993289948;6;27.8500003815;39.5544128418;6;51.877297163;
64;3;25.249622345;26.2768001556;11;48.0993289948;6;27.8500003815;41.5351791382;6;52.1858227253;
65;3;25.249622345;27.2768001556;11;48.0993289948;6;29.8500003815;41.5351791382;7;52.6024839878;
66;3;24.3883399963;28.2768001556;11;48.0993289948;6;31.8500003815;42.5351791382;7;54.126922965;
67;3;23.3883399963;29.2768001556;11;48.0993289948;6;32.8499984741;44.6187133789;8;55.4050636292;
68;3;23.1660804749;30.2768001556;10;48.0993289948;6;33.8499984741;46.0310821533;8;56.4731584787;
69;3;23.1660804749;31.2768001556;9;48.0364151001;6;34.4911193848;47.3512954712;10;57.3689662218;
70;3;23.1660804749;32.276802063;9;47.9797916412;7;35.3937950134;49.5973091125;9;57.8978551626;
71;3;23.1660804749;33.276802063;9;47.9288311005;7;36.4746284485;49.0351791382;10;58.179305315;
72;3;23.1660804749;34.276802063;10;47.8829669952;7;36.7597846985;50.7363471985;11;58.4604530334;
73;3;23.1660804749;35.276802063;11;47.8416881561;7;30.6599998474;55.7615737915;11;58.7407991886;
74;3;23.1660804749;36.276802063;11;47.8045368195;7;30.5599994659;57.3423309326;11;59.0198529959;
75;3;23.1660804749;37.276802063;11;47.7711009979;7;28.5599994659;60.5065879822;12;59.2971372604;
76;3;23.1660804749;38.276802063;11;47.7410087585;7;27.5599994659;62.6362838745;12;60.5721900463;
77;3;24.1660804749;36.276802063;12;47.7139263153;7;28.5599994659;62.7649917603;12;61.044567585;
78;3;23.1660804749;37.276802063;12;47.6895523071;7;27.5599994659;65.8925018311;14;61.5514477491;
79;3;23.1660804749;38.276802063;12;47.6676158905;7;27.0;69.0186309814;15;62.0984601974;
80;3;24.1660804749;36.276802063;12;47.6478729248;7;28.0;69.1431808472;15;62.6917837858;
81;3;23.1660804749;37.276802063;12;47.6301040649;7;27.0;70.3204116821;15;63.3379962444;
82;3;23.1660804749;38.276802063;12;47.614112854;7;27.0;73.3873977661;19;64.0438218117;
83;3;24.1660804749;36.276802063;10;47.5997200012;7;28.0;73.188041687;16;64.8157567978;
84;3;23.1660804749;37.276802063;11;47.5867652893;7;27.0;75.5667419434;17;65.6595463753;
85;3;23.1660804749;38.276802063;12;47.5751075745;7;28.0;74.9903488159;16;66.5795166492;
86;3;24.1660804749;36.276802063;12;47.5646152496;7;28.0;74.4615936279;17;67.5777812004;
87;3;23.1660804749;37.276802063;13;47.5551719666;7;27.0;77.9818267822;19;68.6315038204;
88;3;23.1660804749;38.276802063;13;47.546672821;7;28.0;78.5405197144;19;69.7206912041;
89;3;24.1660804749;36.276802063;13;47.539024353;7;28.0;78.4753341675;20;70.876021862;
90;3;23.1660804749;37.276802063;13;47.5321407318;7;27.0;81.1487426758;21;72.0833091736;
91;3;23.1660804749;38.276802063;12;47.5259456635;7;28.0;80.853767395;21;73.3239207268;
92;3;24.1660804749;36.276802063;13;47.520368576;7;28.0;80.5792388916;22;74.5757303238;
93;3;23.1660804749;37.276802063;13;47.5153503418;8;27.0;81.2718658447;22;75.8146798611;
94;3;23.1660804749;38.276802063;12;47.5108337402;8;28.0;78.4822311401;23;77.0167646408;
95;3;24.1660804749;36.276802063;12;47.5067691803;8;28.0;80.1490859985;23;78.1601159573;
96;3;23.1660804749;37.276802063;13;47.5031108856;8;27.0;84.7827606201;23;79.2268064022;
97;3;23.1660804749;38.276802063;14;47.4998188019;9;29.0;82.4747695923;22;100.204059839;
98;3;24.1660804749;36.276802063;13;47.4968547821;9;29.0;83.5376434326;24;102.884699345;
99;3;23.1660804749;37.276802063;13;47.403591156;9;30.0;85.5987625122;24;106.236470699;
100;3;23.1660804749;38.276802063;13;47.3196525574;10;31.0;88.6581268311;26;108.341478229;
