Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;6.0;12.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.4400005341;1;7.0;11.0;5;20.0;
3;2;11.8880004883;14.720000267;5;30.4400005341;1;8.0;10.0;5;20.0;
4;2;12.8880004883;14.720000267;5;30.467600584;1;9.0;10.0;5;20.0;
5;2;14.8880004883;14.720000267;5;30.4956787825;1;9.0;10.0;5;20.0;
6;2;16.2047042847;14.720000267;5;30.5242277384;1;10.0;10.0;5;20.0;
7;2;17.1572685242;14.720000267;5;31.1184877157;2;11.0;10.1999998093;4;21.0;
8;2;17.3355464935;15.0026245117;5;31.5027040243;2;11.3000001907;10.0;4;21.5299996138;
9;2;17.4508113861;15.1800003052;5;32.9849994183;2;11.4589996338;10.1999998093;4;22.0018314123;
10;2;19.3628196716;15.8904247284;5;34.0847959518;2;11.6005496979;10.3632001877;4;22.4280958176;
11;2;21.3628196716;16.4083175659;5;34.8810310364;2;11.7284288406;10.4951858521;4;23.7177560329;
12;2;23.3628196716;16.7731342316;5;35.4439741373;2;12.1153268814;11.0209560394;4;24.8637619019;
13;2;24.4227676392;17.0200004578;5;35.5158017874;2;14.1153268814;11.4571752548;5;25.8837099075;
14;2;25.444316864;17.0200004578;6;35.590244174;2;16.1153259277;11.8107032776;5;26.8016016483;
15;2;26.4666481018;17.0200004578;6;35.6672874689;2;17.3980751038;12.0916318893;5;27.6436917782;
16;2;27.4897613525;17.0200004578;6;35.7469059229;2;18.5188980103;12.3113050461;5;28.4353666306;
17;2;27.7240715027;17.0200004578;7;35.8290609121;2;19.6546554565;12.4808797836;5;28.9781968594;
18;3;27.7487182617;17.0200004578;6;35.913700223;2;20.8060321808;12.5;5;29.5360116959;
19;3;27.7741088867;17.0200004578;6;36.0007579327;2;21.9733772278;12.5;5;30.1467399597;
20;3;27.8002281189;17.0200004578;6;36.0901536942;2;23.0440216064;12.5;6;30.8082637787;
21;3;27.2119998932;18.0200004578;6;36.1817924976;2;23.2424793243;12.5;6;31.5163917542;
22;3;27.8545379639;17.0200004578;7;36.2755646706;2;23.4549179077;12.5;5;32.264708519;
23;3;27.2119998932;18.0200004578;7;36.3713459969;2;23.6794128418;12.5;5;33.0445957184;
24;3;27.911403656;17.0200004578;7;36.4689979553;2;23.9133796692;12.5;5;33.8454675674;
25;3;27.9406986237;17.0200004578;7;36.5683681965;2;24.1536407471;12.5;6;34.6552286148;
26;3;27.2119998932;18.0200004578;7;36.6692912579;3;22.1536407471;13.5;5;35.4609355927;
27;3;27.2119998932;18.334646225;7;36.7715892792;3;23.1536407471;12.5;5;36.2495918274;
28;3;28.0314769745;17.0200004578;7;36.8750731945;3;24.1536407471;12.5;5;37.0089855194;
29;3;27.2119998932;18.0200004578;7;36.9795434475;3;25.1026954651;12.5;5;37.7284460068;
30;3;27.2119998932;18.4897708893;8;37.084792614;3;23.3185348511;13.5;5;38.399433136;
31;3;26.1254386902;18.0200004578;8;37.190605402;3;22.3185348511;13.5;5;39.0158834457;
32;3;25.1571807861;19.0200004578;8;37.2967617512;3;22.3185348511;14.5;5;39.5742921829;
33;3;24.1890277863;20.0200004578;8;37.4030375481;3;21.3185348511;13.5;5;40.0735645294;
34;3;25.220911026;22.0200004578;8;37.5092074871;3;21.3185348511;14.5;5;40.5146827698;
35;3;25.2119998932;24.0200004578;8;37.6150457859;3;20.3185348511;13.5;5;40.9002714157;
36;3;27.2119998932;25.0200004578;8;37.4697999954;3;19.3185348511;13.5;5;41.2341346741;
37;3;28.240940094;25.901599884;9;37.3472235203;3;18.5;13.5;5;41.5208072662;
38;3;27.0770244598;26.7950401306;9;37.2447938919;3;19.5;14.5;5;41.7651824951;
39;3;28.0194816589;26.699136734;9;37.1602327824;3;18.5;13.5;6;41.972202301;
40;3;26.9676933289;27.6128234863;9;37.0914845467;3;18.5;13.5;6;42.0;
41;3;27.9210853577;26.5351409912;8;37.0366969109;3;19.5;14.5;7;42.0;
42;3;26.8791351318;27.4652271271;7;36.9941968918;3;20.5;15.5;7;42.0;
43;3;27.841381073;26.4023036957;10;36.9624814987;3;22.5;17.5;7;42.0;
44;3;26.8074035645;27.3456726074;11;36.9401960373;3;23.5;19.5;8;42.0;
45;3;26.7768230438;28.2947044373;11;36.9261274338;4;25.5;21.5;8;43.0;
46;3;26.7493019104;28.4630641937;13;36.9191799164;4;27.5;23.5;8;43.0499999523;
47;3;27.7245311737;26.4217815399;14;36.9183726311;4;28.8150005341;25.5;9;43.1019749641;
48;3;28.0755119324;26.1703968048;13;36.9228315353;4;28.9305934906;26.5;10;43.1559499502;
49;3;28.0768508911;26.1369571686;12;36.9317727089;4;28.9467849731;27.5;10;43.2119446993;
50;3;28.0795307159;26.1068611145;12;36.9444999695;4;28.6000003815;28.10597229;11;43.269973278;
51;3;26.6478652954;27.0797748566;12;36.9603915215;4;28.6000003815;28.1349868774;12;43.3300433159;
52;3;26.6332378387;28.0553970337;12;36.9788966179;4;28.6000003815;28.1650218964;12;43.3921557665;
53;3;26.6200752258;28.4894485474;13;36.9995303154;4;28.6000003815;28.1960773468;12;43.4563041925;
54;3;26.6082267761;28.4997653961;15;37.0218586922;4;28.6000003815;28.2281532288;13;43.5224741697;
55;3;27.5975646973;26.4819946289;15;37.0455031395;4;29.0567417145;27.5;13;43.5906432867;
56;3;26.5879669189;27.4659996033;15;37.0671048164;5;28.5194740295;27.5;9;53.6607804298;
57;3;27.5793304443;25.9655532837;17;38.3069233894;5;29.5384101868;28.5;10;54.1328449249;
58;3;28.4920768738;26.4938354492;18;39.2299590111;5;30.5578689575;29.5;10;54.5811882019;
59;3;28.7689857483;26.8653316498;18;39.9153046608;5;30.5778331757;30.5;10;55.0044896603;
60;3;28.9745903015;27.1198863983;19;40.0874152184;5;30.5982894897;31.5;11;55.4020987749;
61;3;27.2719993591;28.1200008392;19;40.2544517517;5;30.6192169189;32.5;11;55.7739677429;
62;4;28.2719993591;27.1200008392;20;40.4162135124;5;30.6405982971;33.5;11;56.1205615997;
63;4;27.2719993591;28.1200008392;20;40.5723352432;5;30.662405014;34.5;13;56.4427633286;
64;4;28.2719993591;27.1200008392;21;40.7225170135;5;30.6846141815;35.5;13;56.7417726517;
65;4;29.2167549133;27.1200008392;21;40.8665251732;5;30.707195282;36.5;13;58.8921456337;
66;4;29.2599563599;27.1200008392;21;41.0041894913;6;31.2322330475;38.0;12;60.703640461;
67;4;29.3012561798;27.1200008392;21;41.1354022026;6;31.6679286957;39.3899993896;13;62.2174479961;
68;4;27.3012561798;28.1200008392;21;41.2601122856;6;32.0260047913;40.6872596741;14;63.4788715839;
69;4;27.2719993591;29.1200008392;21;42.3783230782;6;32.319229126;41.9097442627;14;64.3838291168;
70;4;28.2719993591;31.1200008392;21;42.5671260357;6;33.5154685974;40.0;15;65.0275130272;
71;4;29.2719993591;33.1200027466;21;42.7546815872;6;32.6423187256;41.0;15;65.4877891541;
72;4;29.6197547913;35.1200027466;22;42.9413292408;6;29.7513999939;44.0;15;65.6800434589;
73;4;29.2719993591;37.1200027466;22;43.1274284124;6;29.7513999939;43.692817688;16;66.8758201599;
74;4;29.6738815308;39.1200027466;23;43.3133490086;6;28.7513999939;46.782875061;17;67.1344242096;
75;4;29.7034797668;40.1200027466;24;43.4867668152;7;28.7513999939;49.8742370605;16;67.3980770111;
76;5;29.734828949;40.9720001221;23;43.597247839;7;29.3999996185;49.9665527344;16;67.6660684347;
77;5;29.2719993591;41.9720001221;25;43.7138141394;7;29.667514801;51.0;16;67.9376540184;
78;5;29.2719993591;42.9720001221;25;43.8365362883;7;29.946554184;54.0;17;68.2120682001;
79;5;29.2719993591;43.9720001221;25;43.9654455185;7;30.6993141174;51.0;18;68.4885343313;
80;5;29.2719993591;44.9720001221;25;44.1005296707;7;30.7162857056;52.0;19;68.7662773132;
81;5;29.2719993591;45.9720001221;25;44.241727829;8;31.7339782715;53.0;18;69.0445348024;
82;5;29.2719993591;46.9720001221;26;44.388926506;8;33.4000015259;51.0;19;69.3225691319;
83;5;29.2719993591;47.1944618225;27;44.5419561863;8;33.7715492249;52.0;19;69.5996750593;
84;5;29.2719993591;47.2709770203;27;44.7005884647;8;34.1914215088;53.0;19;69.8751901388;
85;5;29.2719993591;47.3502960205;27;44.8645341396;8;34.2120132446;55.0;19;70.1484999657;
86;5;29.2719993591;47.4322662354;27;45.0334422588;8;34.2333068848;57.0;20;70.4190428257;
87;5;29.2719993591;47.5167198181;27;45.206900835;8;34.2552947998;59.0;20;70.6863138676;
88;5;29.2719993591;47.6034507751;27;45.3844385147;8;34.2779541016;61.0;21;70.9498648643;
89;5;29.2719993591;47.6922187805;28;45.5655281544;8;34.3012580872;63.0;21;71.2093043327;
90;5;29.2719993591;47.7827644348;28;45.7495913506;8;34.325176239;65.0;20;71.4642968178;
