Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;31.7439994812;1;7.0;11.0;5;20.0;
3;1;11.3487997055;15.8719997406;6;31.5135993958;1;8.0;10.0;5;20.0;
4;2;11.5027198792;15.7567996979;5;32.3062400818;1;9.0;10.0;5;20.0;
5;2;12.6027202606;15.6531200409;5;32.285215497;1;9.0;10.0;5;20.0;
6;2;13.6524000168;15.5598077774;5;32.3083474636;2;10.0;10.1999998093;4;21.0;
7;2;14.6925048828;15.4758272171;5;32.4814921618;2;11.3000001907;10.0;4;21.0900000334;
8;2;14.7444477081;15.4462442398;5;32.696641326;2;11.3269996643;10.0;4;21.5980186462;
9;2;14.8089923859;15.4196195602;5;34.3521387577;2;11.4794054031;10.1999998093;4;22.0418490171;
10;2;16.932970047;16.0673618317;5;35.7075498104;2;11.6125545502;10.3632001877;4;22.4332156181;
11;2;18.932970047;16.5341625214;5;36.8504664898;2;11.7299642563;10.4951858521;4;23.6659361124;
12;2;20.932970047;16.860162735;5;37.737005949;2;12.0997810364;11.0209560394;4;24.7393633127;
13;2;22.3768482208;17.0200004578;6;38.3855714798;2;14.0997810364;11.4571752548;5;25.6686143875;
14;2;23.5714168549;17.0200004578;6;39.1197309494;2;16.0997810364;11.8107032776;5;26.4751701355;
15;2;24.7916641235;17.0200004578;6;39.9406290054;2;17.3001461029;12.0916318893;5;27.1828548908;
16;2;25.9821891785;17.0200004578;6;40.8457484245;2;18.3806476593;12.3113050461;5;27.8148901463;
17;2;26.2537231445;17.0200004578;7;41.828107357;2;19.4685134888;12.4808797836;5;28.1711652279;
18;3;26.5484313965;17.0200004578;6;42.8757553101;2;20.5639228821;12.5;5;28.5145654678;
19;3;26.8627262115;17.0200004578;6;43.9717636108;2;21.6669425964;12.5;5;28.8830828667;
20;3;27.1915283203;17.0200004578;6;45.0948705673;2;22.6649246216;12.5;5;29.2759313583;
21;3;25.1915283203;18.0200004578;6;46.220823288;2;22.7827796936;12.5;5;29.6917257309;
22;3;24.2119998932;19.0200004578;6;47.3243055344;2;22.9075183868;12.5;5;30.1284441948;
23;3;25.2119998932;17.0200004578;6;48.3811645508;2;21.5;13.5;6;30.5834169388;
24;3;26.2119998932;17.0200004578;6;49.3705377579;2;21.5;14.1750249863;6;31.0533499718;
25;3;25.2119998932;18.0200004578;6;51.2764892578;2;22.5;12.5;6;31.5343885422;
26;3;26.2119998932;19.5200004578;6;52.2268843651;2;23.4603157043;12.5;6;32.0222206116;
27;3;27.2119998932;20.5890007019;6;53.0968965292;3;23.6066665649;12.5;5;32.5122156143;
28;3;26.929069519;21.0200004578;7;53.8891593218;3;23.7536659241;12.5;5;32.9995918274;
29;3;26.1667480469;22.0200004578;7;54.6104105711;3;23.8998775482;12.5;5;33.4795999527;
30;3;25.3831233978;23.0200004578;7;55.2701665163;3;22.0438804626;13.5;5;33.9477081299;
31;3;24.5810489655;24.0200004578;7;55.8794560432;3;21.0438804626;13.5;5;34.399772644;
32;3;23.763835907;25.0200004578;7;56.4497416019;3;20.0438804626;13.5;5;34.8321838379;
33;3;22.9349212646;26.0200004578;8;56.9721746445;3;19.5;13.5;6;35.2419710159;
