Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.0;5;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;8.0;10.0;5;20.0;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;9.0;10.0;5;20.0;
5;1;12.3487997055;15.7567996979;6;31.3062400818;2;9.0;10.1999998093;3;21.0;
6;2;13.6487998962;15.6531200409;5;32.1196155548;2;10.3000001907;10.0;3;21.0299999714;
7;2;14.6358852386;15.5598077774;5;32.2184535265;2;11.3090000153;10.0;3;21.0605909824;
8;2;14.6655359268;15.5218267441;5;32.3533899784;2;11.3181772232;10.0;3;21.5023716688;
9;2;14.7060165405;15.4876441956;5;33.8861632347;2;11.4507112503;10.1999998093;3;21.8717387915;
10;2;16.8086414337;16.1171722412;5;35.1141090393;2;11.5615215302;10.3632001877;3;22.1798590422;
11;2;18.8086414337;16.5693645477;5;36.1247167587;2;11.6539573669;10.4951858521;3;23.2886198759;
12;2;20.8086414337;16.884393692;5;36.8408255577;2;11.9865856171;11.0209560394;3;24.2203179598;
13;2;22.1533432007;17.0200004578;5;37.3572745323;2;13.9865856171;11.4571752548;4;24.988676548;
14;2;23.3082771301;17.0200004578;6;37.9518203735;2;15.9865856171;11.8107032776;4;25.6138757467;
15;2;24.4866409302;17.0200004578;7;38.6296672821;2;17.0417575836;12.0916318893;4;26.1185922623;
16;2;25.5888996124;17.0200004578;7;39.3938622475;2;18.0613689423;12.3113050461;4;26.5251210928;
17;2;25.818157196;17.0200004578;8;40.2443842888;2;19.0815811157;12.4808797836;4;26.6327222586;
18;2;26.0733146667;17.0200004578;8;41.177251339;2;20.1023902893;12.5;4;26.7040277719;
19;2;26.3531761169;17.0200004578;9;42.1837997437;2;21.1237812042;12.5;4;26.7772322893;
20;2;26.6551399231;17.0200004578;10;43.250328064;2;22.0331687927;12.5;5;26.852280736;
