Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;31.7439994812;1;7.0;11.0;5;20.0;
3;1;11.3487997055;15.8719997406;6;31.5135993958;1;8.0;10.0;5;20.0;
4;1;11.3027200699;15.7567996979;6;31.3062400818;1;9.0;10.0;5;20.0;
5;1;12.3027200699;15.6531200409;6;31.1196155548;1;9.0;10.0;5;20.0;
6;2;13.6027202606;15.5598077774;5;31.9516544342;1;10.0;10.0;5;20.0;
7;2;14.5854969025;15.4758272171;5;31.8011296988;1;11.0;10.0;5;20.0;
8;2;14.5403385162;15.3406448364;5;31.6906611919;1;11.0;10.0;5;20.3999996185;
9;2;14.5071983337;15.2189807892;5;31.7827670574;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;16.6276397705;15.185962677;5;31.8992090225;1;11.2179203033;10.3632001877;4;20.9903717041;
11;2;18.6276397705;15.1562461853;5;32.0407280922;1;11.2971115112;10.4951858521;4;22.0419120789;
12;2;20.6276397705;15.1295013428;5;32.2080894709;2;11.6125736237;11.2209558487;4;23.9143505096;
13;2;21.8035545349;15.1054315567;5;32.402025938;2;14.2971115112;11.4571752548;4;24.7114065886;
14;2;22.8747348785;15.0837688446;5;32.6231782436;2;16.2971115112;11.8107032776;4;25.3703827858;
15;2;23.7869529724;15.0642719269;5;32.8720264435;2;17.6532478333;12.0916318893;3;25.9143484831;
16;2;23.8616065979;15.0467243195;7;33.1488134861;2;18.684633255;12.3113050461;3;26.3659858704;
17;2;23.9446430206;15.0309314728;7;33.4534635544;2;19.7183799744;12.4808797836;3;26.5249304771;
18;2;24.0360393524;15.0167179108;7;33.785504818;2;20.7545909882;12.5;3;26.6541694403;
19;2;24.1356506348;15.0039262772;7;34.1439900398;2;21.7933616638;12.5;3;26.7922235727;
20;2;24.2431983948;14.9924135208;7;34.5274391174;2;21.5;13.0376672745;4;26.9393253326;
21;2;22.9892311096;15.9820518494;7;34.9337935448;2;22.0817985535;12.5;5;27.0956480503;
22;3;22.0852718353;16.9727268219;5;45.1909532547;2;22.1286945343;12.5;5;27.261295557;
23;3;23.080739975;17.9643344879;5;46.0444397926;2;21.5;13.1783885956;5;27.4362905025;
24;3;24.0766620636;18.9567813873;5;46.8862714767;2;22.2308864594;12.5;6;27.6205644608;
25;3;23.0766620636;20.9567813873;5;47.7106747627;2;21.5;13.2861690521;6;27.8139474392;
26;3;23.0766620636;22.8382778168;5;48.512254715;2;21.5;13.3441839218;7;28.016159296;
27;3;23.0766620636;24.2522087097;5;49.2860822678;3;22.4048480988;12.5;6;28.2268030643;
28;3;23.0766620636;25.6649703979;6;50.0277910233;3;20.4680404663;13.5;6;28.445360899;
29;3;23.0766620636;27.072599411;7;50.7336540222;3;19.5336074829;14.5;6;28.6711919308;
30;3;22.5423717499;28.4712696075;7;51.4006500244;3;17.5;16.5;6;28.9035346508;
31;3;21.643705368;29.8574409485;8;52.0265102386;3;16.5;18.4517669678;6;29.141512394;
32;3;21.6577186584;31.2279815674;9;52.6097345352;3;15.5;19.5707569122;6;29.3841423988;
33;3;22.7384700775;29.5802612305;10;53.1495943069;3;14.5;20.6920719147;6;29.6303496361;
