Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;6.0;12.0;4;20.0;
2;1;10.8880004883;14.720000267;4;29.4400005341;1;7.0;11.0;5;20.0;
3;1;10.8880004883;14.720000267;4;29.4400005341;1;8.0;10.0;5;20.0;
4;1;10.8880004883;14.720000267;4;29.235200882;1;9.0;10.0;5;20.0;
5;1;11.8880004883;14.617600441;3;29.0508804321;1;9.0;10.0;5;20.0;
6;1;12.8880004883;14.5254402161;3;28.7211532593;1;10.0;10.0;5;20.0;
7;1;13.6163463593;14.3605766296;3;28.5048770905;1;11.0;10.0;5;20.0;
8;2;13.8514633179;14.2524385452;2;29.3102302551;1;11.0;10.0;5;20.3999996185;
9;2;13.7930688858;14.1551151276;2;30.0570369959;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;15.8659496307;14.5043745041;2;30.6202712059;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;17.8659496307;14.7609348297;2;30.9279596806;1;11.2971115112;10.4951858521;5;22.0419120789;
12;2;19.8659515381;14.8887996674;3;30.9817786217;1;11.6125736237;11.0209560394;6;22.9143505096;
13;3;20.9127178192;14.8887996674;4;31.0374673605;1;13.2971115112;11.4571752548;6;23.6214065552;
14;3;21.5514640808;14.8887996674;4;31.0950298309;1;14.2971115112;11.8107032776;6;24.1832637787;
15;3;22.9466934204;14.8887996674;4;31.1544640064;1;15.2971115112;12.0916318893;6;24.6226100922;
16;3;23.3463401794;14.8887996674;4;31.2157611847;1;16.2971115112;12.3113050461;6;24.9617595673;
17;3;23.3647289276;14.8887996674;4;31.2789056301;1;17.2971115112;12.4808797836;6;25.0;
18;3;23.3836727142;14.8887996674;5;31.3438745737;1;18.2971115112;12.5;6;25.0;
19;3;23.4031639099;14.8887996674;5;31.4106374979;1;19.2971115112;12.5;7;25.0;
20;3;23.4231929779;14.8887996674;6;31.4791558981;1;19.5;12.5;7;25.0;
