Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;4;32.0;1;7.0;11.0;5;20.0;
3;1;11.3999996185;16.0;4;32.0;1;8.0;10.0;5;20.0;
4;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;5;20.0;
5;1;12.3999996185;16.0;4;31.7439994812;1;9.0;10.0;5;20.0;
6;1;13.3999996185;15.8719997406;4;31.5135993958;1;10.0;10.0;5;20.0;
7;1;14.3999996185;15.7567996979;4;31.1870384216;1;11.0;10.0;5;20.0;
8;1;14.3561115265;15.5935192108;4;30.8931350708;1;11.0;10.0;5;20.3999996185;
9;1;14.2679405212;15.4465675354;4;31.4426822662;2;11.1199998856;10.3999996185;4;21.7264003754;
10;1;16.3561115265;15.7213411331;4;31.672000885;2;11.5179204941;10.3632001877;4;21.9903717041;
11;1;17.3561115265;15.8360004425;5;31.672000885;2;11.597111702;10.4951858521;4;23.0719120502;
12;2;18.3561115265;15.8360004425;5;31.672000885;2;11.9215736389;11.0209560394;4;23.9749414921;
13;2;19.3561115265;15.8360004425;5;31.672000885;2;13.9215736389;11.4571752548;5;24.7131726742;
14;2;20.3561115265;15.8360004425;6;31.672000885;2;15.9215736389;11.8107032776;5;25.3067810535;
15;2;21.3561115265;15.8360004425;6;31.672000885;2;16.94962883;12.0916318893;5;25.7784451246;
16;2;21.5016002655;15.8360004425;6;31.672000885;2;17.9593238831;12.3113050461;5;26.1504684687;
17;2;21.5016002655;15.8360004425;6;31.672000885;2;18.9691867828;12.4808797836;5;26.2221269608;
18;2;21.5016002655;15.8360004425;6;31.672000885;2;19.9792118073;12.5;5;26.2560760975;
19;2;21.5016002655;15.8360004425;6;31.672000885;2;20.989397049;12.5;5;26.2905418873;
20;2;21.5016002655;15.8360004425;6;31.672000885;2;21.8871631622;12.5;6;26.3255085945;
21;2;21.5016002655;15.8360004425;6;31.672000885;2;21.8976516724;12.5;6;26.3609591722;
22;2;21.5016002655;15.8360004425;5;31.672000885;2;21.9082870483;12.5;6;26.3968753815;
23;2;21.5016002655;15.8360004425;5;31.672000885;2;21.9190635681;12.5;6;26.4332377911;
24;2;21.5016002655;15.8360004425;5;31.672000885;2;21.9299716949;12.5;5;26.4700255394;
25;2;21.5016002655;15.8360004425;6;31.672000885;2;21.9410076141;12.5;5;26.5072168112;
26;2;21.5016002655;15.8360004425;7;31.672000885;2;21.9521656036;12.5;6;26.5447884798;
27;2;21.5016002655;15.8360004425;7;31.672000885;2;21.9634361267;12.5;6;26.5827163458;
28;2;21.5016002655;15.8360004425;7;31.672000885;2;21.9748153687;12.5;4;26.6209751368;
29;2;21.5016002655;15.8360004425;7;31.672000885;2;21.9862918854;12.5;4;26.6595385075;
30;2;21.5016002655;15.8360004425;7;31.672000885;2;21.9978618622;12.5;4;26.6983793974;
31;2;21.5016002655;15.8360004425;8;31.672000885;2;22.009513855;12.5;4;26.7374696732;
32;2;21.5016002655;15.8360004425;8;31.672000885;2;22.0212402344;12.5;5;26.7767804861;
33;2;21.5016002655;15.8360004425;9;31.672000885;2;21.5;13.3883905411;5;26.8162822723;
34;2;21.5016002655;15.8360004425;8;31.672000885;2;22.044883728;12.5;5;26.8559447527;
35;2;21.5016002655;15.8360004425;8;31.672000885;2;22.0567836761;12.5;6;26.8957372904;
36;2;21.5016002655;15.8360004425;8;31.672000885;2;22.0687217712;12.5;7;26.9356285334;
37;2;21.5016002655;15.8360004425;5;31.672000885;2;21.5;13.4678144455;7;26.9755871296;
38;2;21.5016002655;15.8360004425;3;31.672000885;2;22.0926761627;12.5;7;27.015581131;
39;2;21.5016002655;15.8360004425;3;31.672000885;2;22.104675293;12.5;7;27.0555787086;
40;2;21.5016002655;16.8360004425;4;31.672000885;2;21.5;13.5;6;27.0955479145;
41;2;21.5016002655;17.8360004425;4;31.672000885;2;22.1286640167;12.5;6;27.135456562;
42;2;21.5016002655;18.8360004425;3;31.672000885;2;21.5;13.5;6;27.17527318;
43;2;21.5016002655;19.8360004425;4;31.672000885;2;22.1525821686;15.5;6;27.2149660587;
44;2;21.5016002655;20.8360004425;6;31.672000885;2;22.1644897461;17.5;6;27.2545039654;
45;2;21.5016002655;20.8360004425;5;31.672000885;2;22.1763515472;19.5;6;27.293856144;
46;2;21.5016002655;20.8360004425;6;31.672000885;2;22.1881561279;21.5;7;27.3329925537;
47;2;21.5016002655;20.8360004425;7;31.672000885;2;22.1998977661;22.5;8;27.3718836308;
48;2;21.5016002655;20.8360004425;8;31.672000885;2;22.2115650177;22.5;8;27.4105007648;
49;2;21.5016002655;20.8360004425;8;31.672000885;2;22.2231502533;22.5;9;27.4488155842;
50;2;21.5016002655;20.8360004425;8;31.672000885;2;22.2346439362;22.5;9;27.4868011475;
51;2;21.5016002655;20.8360004425;9;31.672000885;2;22.2460403442;22.5;10;27.5244314671;
52;3;20.5514411926;20.8360004425;6;60.422000885;2;22.2573299408;22.5;10;27.5616812706;
53;3;21.5514411926;21.8360004425;6;62.4345016479;2;21.5;23.5;10;27.5985264778;
54;3;22.5514411926;22.7597503662;6;63.9687805176;2;22.2795581818;22.5;11;27.6349442005;
55;3;22.5514411926;22.6063232422;6;65.0840606689;2;22.2904834747;22.5;11;27.6709127426;
56;3;22.5514411926;22.4947948456;6;65.8652153015;2;22.3012733459;22.5;11;27.7064116001;
57;4;22.5514411926;22.4166793823;3;89.3975296021;2;22.3119239807;22.5;12;27.7414214611;
58;4;23.5514411926;23.3634471893;3;90.8020000458;2;21.5;23.5;10;27.7759244442;
59;4;24.5514411926;24.361000061;4;91.9283561707;2;21.5;23.8879623413;6;27.8099038601;
60;4;25.5514411926;25.361000061;5;92.8194580078;2;21.5;23.9049530029;6;27.84334445;
61;4;26.5514411926;26.361000061;5;93.5064640045;2;21.5;23.921672821;7;27.8762321472;
62;4;27.5514411926;27.361000061;6;94.0252761841;2;22.3628692627;22.5;7;27.9085543156;
63;4;28.5514411926;28.361000061;6;94.4108181;2;22.3725662231;22.5;6;27.940299511;
64;4;29.5514411926;29.361000061;6;94.422000885;2;21.5;23.5;5;27.9714579582;
65;5;31.5514411926;31.361000061;7;95.422000885;2;21.5;23.9857292175;5;28.0;
66;5;33.5514411926;33.361000061;7;95.5365768671;2;22.3999996185;22.5;6;28.0;
67;5;34.8523788452;35.361000061;7;100.373449922;2;22.3999996185;22.5;6;28.0;
68;5;36.1939239502;37.7088432312;8;103.886856318;2;22.3999996185;22.5;6;28.0;
69;5;37.4502334595;39.9581184387;8;106.365388989;2;22.3999996185;22.5;6;28.0;
70;5;38.6435241699;41.1345062256;9;107.771445632;2;22.3999996185;22.5;6;29.0599999428;
71;5;39.7164611816;42.1200027466;11;108.187337875;2;22.7179985046;23.0;7;29.8993647099;
72;6;39.7705802917;43.1200027466;10;108.406882524;2;22.0340003967;24.3899993896;7;30.5525453091;
73;6;39.8298568726;44.1200027466;11;108.646421671;2;22.2123565674;25.2762737274;7;31.0554153919;
74;6;39.89453125;45.1200027466;12;108.906676531;2;23.3166236877;23.9097423553;7;31.2930147648;
75;6;39.9648017883;46.1200027466;13;109.18813777;2;23.3879051208;24.0;8;31.3492259979;
76;6;40.0407981873;47.1200027466;13;109.491008759;2;23.4047679901;24.0;8;31.4045140743;
77;6;40.1225738525;48.1200027466;13;109.815148354;2;22.3999996185;25.0;8;31.4588325024;
78;6;40.2100906372;49.1200027466;14;111.16001749;2;22.3999996185;25.7294158936;9;31.5121388435;
79;7;41.3032073975;51.1200027466;13;111.616295695;2;23.3999996185;24.0;10;31.564394474;
80;8;40.4016494751;54.1200027466;11;130.09826684;2;20.3999996185;26.0;10;31.6155650616;
81;8;40.8265304565;58.1200027466;12;131.86439538;2;19.3999996185;27.8077831268;11;31.6656200886;
82;8;40.9631881714;62.1200027466;12;133.498175859;2;18.3999996185;28.8328094482;11;31.714533329;
83;8;41.2448005676;64.0834503174;13;134.989899516;2;17.3999996185;29.8572654724;11;31.7622823715;
84;8;43.2448005676;65.9890670776;14;136.340956688;2;16.3999996185;30.8811416626;12;31.8088488579;
85;9;44.9652633667;69.9104232788;13;137.560733914;3;15.3999996185;31.7520713806;10;55.8542180061;
86;9;47.017288208;73.8462524414;15;138.66321373;3;17.3999996185;29.0;10;57.5783791542;
87;9;46.0702133179;78.7948074341;15;139.66406846;3;20.3999996185;29.0;10;58.9875011444;
88;9;45.3237075806;83.3541641235;17;140.578588486;3;21.4641571045;29.0;10;60.098585844;
89;10;44.3774528503;87.3224182129;16;141.199102163;4;22.4754238129;29.0;11;60.9265174866;
90;10;44.4311180115;91.3199996948;16;141.791314363;4;23.4799995422;29.0;11;61.526304245;
91;11;44.4844169617;95.3199996948;16;142.376415491;4;24.4799995422;30.0;12;61.9614315033;
92;11;44.1370773315;99.3199996948;17;142.951766014;4;24.6399993896;31.0;12;62.0;
93;11;43.1888580322;103.319999695;18;143.515128374;4;24.6399993896;32.0;12;62.0;
94;11;43.0763626099;107.319999695;19;144.064671993;4;24.6399993896;33.0;12;62.0;
95;11;44.1258201599;109.93825531;19;144.598960638;4;24.6399993896;34.0;13;62.0;
96;11;45.1739082336;112.045829773;20;145.116913795;4;24.6399993896;35.0;13;63.0;
97;11;46.2205238342;114.156532288;21;145.617762089;4;25.6399993896;37.0;13;63.0199999809;
98;11;45.2427062988;115.269920349;23;146.025921822;4;26.6399993896;39.0;14;64.560195446;
99;11;45.3023338318;116.377822876;25;146.41963768;4;27.0503997803;41.7000007629;15;65.7576366663;
100;11;46.3377685547;118.486869812;26;146.798952579;4;26.2237682343;45.2291984558;16;66.6693814993;
