Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.0;5;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;8.0;10.0;4;20.0;
4;1;11.3487997055;15.8719997406;5;31.5135993958;1;9.0;10.0;4;20.0;
5;2;12.6487998962;15.7567996979;4;32.3062400818;1;9.0;10.0;4;20.0;
6;2;13.6487998962;15.6531200409;4;32.340415597;1;10.0;10.0;4;20.0;
7;2;14.7021255493;15.5598077774;4;32.5425419807;1;11.0;10.0;4;20.0;
8;2;14.7627630234;15.5218267441;4;32.8114434481;1;11.0;10.0;4;20.3999996185;
9;2;14.8434324265;15.4876441956;4;34.5450325012;2;11.1199998856;10.3999996185;3;21.7264003754;
10;2;17.0063018799;16.1171722412;4;36.0356228352;2;11.5179204941;10.3632001877;3;21.9903717041;
11;2;19.0063018799;16.5693645477;4;37.3836214542;2;11.597111702;10.4951858521;3;23.0619120598;
12;2;21.0063018799;16.884393692;4;38.5247507095;2;11.9185733795;11.0209560394;3;23.9545464516;
13;2;22.6585197449;17.0200004578;5;39.5649995804;2;13.9185733795;11.4571752548;3;24.6819883585;
14;2;23.9705944061;17.0200004578;5;40.7890629768;2;15.9185733795;11.8107032776;3;25.2644146681;
15;2;25.3378143311;17.0200004578;5;42.2017049789;2;16.5793247223;12.0916318893;3;25.7245066166;
16;2;26.6605110168;17.0200004578;5;43.7947301865;2;16.7173519135;12.3113050461;3;26.0845712423;
17;2;27.1384181976;17.0200004578;6;45.5432920456;2;16.8253707886;12.4808797836;3;26.1438889503;
18;3;27.6629867554;17.0200004578;5;47.4041461945;2;16.8431663513;12.5;3;26.1651208401;
19;3;28.2212429047;17.0200004578;6;49.3173379898;2;18.8380641937;12.5;4;26.1864993572;
20;3;28.7952003479;17.0200004578;6;51.2121353149;2;19.8444766998;12.5;3;26.2080165148;
