Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.0;5;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;8.0;10.0;5;20.0;
4;1;11.3487997055;15.8719997406;5;31.5135993958;1;9.0;10.0;5;20.0;
5;2;12.6487998962;15.7567996979;4;32.3062400818;1;9.0;10.0;5;20.0;
6;2;13.6487998962;15.6531200409;4;31.6351803541;1;10.0;10.0;5;20.0;
7;2;14.4905538559;15.3099517822;4;31.1092165709;1;11.0;10.0;5;20.0;
8;2;14.3327655792;15.0392923355;4;30.6374591589;1;11.0;10.0;5;20.3999996185;
9;2;14.1912374496;14.7956991196;4;30.5360056162;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;16.3468360901;14.7292327881;4;30.4450082779;1;11.2179203033;10.3632001877;5;20.9903717041;
11;2;18.3468360901;14.6694135666;4;30.2444353104;1;11.2971115112;10.4951858521;5;22.0419120789;
12;2;20.3468360901;14.5549554825;4;30.0671589375;1;11.6125736237;11.0209560394;6;22.9143505096;
13;2;21.3725566864;14.4519433975;3;29.910877943;1;13.2971115112;11.4571752548;6;23.6214065552;
14;2;22.3812980652;14.3592319489;4;29.7735227346;1;14.2971115112;11.8107032776;5;24.1832637787;
15;2;22.932056427;14.2757921219;5;29.6532251835;1;15.2971115112;12.0916318893;5;24.6226100922;
16;2;22.8959655762;14.2006959915;5;29.5483051538;1;16.2971115112;12.3113050461;5;24.9617595673;
17;2;22.4798660278;14.5177354813;5;29.4572438002;1;17.2971115112;12.4808797836;5;25.0;
18;2;22.8371734619;14.0722818375;6;29.378677845;1;18.2971115112;12.5;5;25.0;
19;2;22.8136043549;14.017537117;6;29.3113731146;2;20.2971115112;12.6999998093;5;26.0;
20;2;22.3809585571;14.3807182312;6;29.2534823418;2;21.5;12.5;5;26.0599999428;
