Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;2;11.5999994278;16.0;3;33.0;1;6.0;12.0;4;20.0;
2;2;11.5999994278;16.0;3;33.0299999714;1;7.0;11.0;4;20.0;
3;2;11.6059999466;16.0;3;33.0605909824;1;8.0;10.0;4;20.0;
4;2;11.6121177673;16.0;2;33.091766119;1;9.0;10.0;4;20.0;
5;2;12.7275295258;16.0;2;33.1235172749;2;9.0;10.1999998093;3;21.0;
6;2;13.7370548248;16.0;2;33.1558350325;2;10.3000001907;10.0;3;21.0900000334;
7;2;14.7467498779;16.0;2;33.8287082911;2;11.3269996643;10.0;3;21.1871190071;
8;2;15.1486129761;16.3199996948;2;34.2221269608;2;11.3561353683;10.0;3;21.7036092281;
9;2;15.2666378021;16.5;2;35.942741394;2;11.5110826492;10.1999998093;3;22.1564130783;
10;2;17.1798210144;17.3250007629;3;37.1772956848;2;11.6469240189;10.3632001877;3;22.557236433;
11;3;19.1798210144;17.9053878784;2;38.0382558107;2;11.7671709061;10.4951858521;3;23.8035871983;
12;3;21.1798210144;18.2973766327;3;38.5237107277;2;12.141076088;11.0209560394;3;24.8916251659;
13;3;22.2491130829;18.5;3;38.6071535349;2;14.141076088;11.4571752548;3;25.8364036083;
14;3;23.2741451263;18.5;4;38.6938248873;2;16.1410751343;11.8107032776;3;26.6592981815;
15;3;24.3001480103;18.5;5;38.7837022543;2;17.3553848267;12.0916318893;4;27.3839819431;
16;3;25.3271102905;18.5;5;38.8767454624;2;18.440984726;12.3113050461;4;28.0334718227;
17;3;25.6630249023;18.5;6;38.9728958607;2;19.5340881348;12.4808797836;4;28.407397747;
18;3;25.6918697357;18.5;6;39.072075367;2;20.6347923279;12.5;3;28.7683298588;
19;3;25.721622467;18.5;7;39.1741857529;2;21.7430725098;12.5;3;29.1538929939;
20;3;25.7522563934;18.5;6;39.2791078091;2;22.7461681366;12.5;4;29.562889576;
21;3;25.7837333679;18.5;6;39.3867020607;2;22.8688659668;12.5;4;29.9934945107;
22;3;25.8160114288;18.5;6;39.4968078136;2;22.9980487823;12.5;5;30.4432339668;
23;3;25.8490428925;18.5;6;39.6092438698;2;23.1329708099;12.5;5;30.9089989662;
24;3;25.882774353;18.5;6;39.7238094807;2;23.2726993561;12.5;5;31.3870959282;
25;3;25.917142868;18.5;7;39.8402848244;2;23.4161281586;12.5;4;31.8733391762;
26;3;25.1000003815;19.5;8;39.9584326744;2;23.562002182;12.5;4;32.36317873;
27;3;25.9875297546;18.5;8;40.0779998302;2;23.7089538574;12.5;4;32.8518595695;
28;3;25.1000003815;19.5;8;40.1987190247;3;22.8700027466;12.5;2;48.3346033096;
29;3;25.1000003815;20.0993595123;8;40.3203113079;3;21.8700027466;13.5;2;49.5567913055;
30;3;25.1000003815;20.16015625;8;40.4424884319;3;21.8700027466;13.5;2;50.6835212708;
31;3;25.1000003815;20.221244812;9;40.5649554729;3;22.8700027466;14.5;2;51.7101726532;
32;3;25.1000003815;20.2824783325;9;40.6874132156;3;23.3697776794;15.5;4;52.6360969543;
33;3;26.1000003815;18.5;9;40.8095619678;3;23.4823532104;16.5;4;53.4638204575;
34;3;25.1000003815;19.5;9;40.9311037064;3;23.5883731842;17.5;3;54.1982078552;
35;3;25.1000003815;20.4655513763;10;41.0517454147;3;23.9373626709;18.5;3;54.8456602097;
36;3;26.1000003815;22.4655513763;10;41.1712012291;3;24.6171379089;19.5;4;55.413435936;
37;4;25.1000003815;24.4655513763;10;41.2891960144;3;24.7781105042;20.5;5;55.8154029846;
38;4;26.1000003815;26.4655513763;10;41.4054675102;3;24.8901596069;21.5;6;56.0735216141;
39;4;25.1000003815;28.4655513763;11;41.5197687149;3;24.9598503113;22.5;7;56.3061151505;
40;5;25.1000003815;30.4655513763;11;41.6318693161;3;25.0226516724;23.5;8;56.5145664215;
41;5;25.1000003815;30.8159351349;11;41.741558075;3;24.0226516724;22.5;8;56.7004623413;
42;5;25.1000003815;30.8707790375;12;41.8486433029;3;24.0226516724;23.5;9;56.8655099869;
43;5;25.1000003815;30.9243221283;14;41.9529547691;3;24.7000007629;24.5;9;57.0;
44;5;25.1000003815;30.9764785767;14;42.0543441772;3;23.7000007629;27.5;9;57.0;
45;5;25.1000003815;31.0271720886;14;42.1526842117;3;23.7000007629;29.6000003815;10;57.0;
46;5;26.1000003815;29.0271720886;14;42.2478704453;3;24.7000007629;30.6000003815;10;57.0;
47;5;26.6743621826;28.5;14;43.3398199081;3;25.2099990845;31.6000003815;11;57.0;
48;5;26.1000003815;30.5;14;43.4969506264;3;25.2099990845;32.5999984741;11;57.0;
49;5;27.1000003815;32.5;13;44.6546983719;3;25.2099990845;33.5999984741;13;57.0;
50;5;29.1000003815;32.5;13;44.8816475868;3;25.2099990845;34.5999984741;12;57.0;
51;5;29.1000003815;35.5;14;45.1133878231;3;25.2099990845;35.5999984741;12;57.0;
52;5;29.1000003815;38.5;15;45.3501616716;4;25.2099990845;36.5999984741;8;57.0;
53;5;29.1000003815;41.3429946899;16;45.5922014713;4;24.2099990845;35.5999984741;9;57.0;
54;5;30.1000003815;40.4055938721;15;45.8397234678;4;21.7000007629;35.5999984741;9;57.0;
55;5;30.8670120239;40.564781189;15;46.0929208994;4;21.7000007629;36.5999984741;10;57.0;
56;5;29.1000003815;41.6962547302;14;46.3343340158;4;22.7000007629;34.5999984741;10;57.0;
57;6;30.1000003815;40.8340339661;13;46.5402209759;4;21.7000007629;35.5999984741;10;57.0;
58;6;30.9000015259;40.9781570435;13;46.7551703453;4;21.7000007629;36.5999984741;12;57.0;
59;6;30.9000015259;41.1286201477;14;48.6991280317;4;22.7000007629;34.5999984741;13;58.0;
60;6;29.5439987183;43.025390625;10;50.1363016367;4;22.7000007629;36.5999984741;13;58.0299999714;
61;6;29.8349075317;44.6732368469;11;51.156431675;4;23.7000007629;38.5999984741;13;58.0605909824;
62;7;30.0;45.9393463135;7;68.8774755001;4;24.7000007629;37.5999984741;13;58.091766119;
63;7;32.0;45.1043739319;6;70.6855342388;4;23.7000007629;39.5999984741;14;58.1235172749;
64;7;34.0;45.2747802734;7;72.3478324413;4;23.7000007629;41.5999984741;14;58.1558350325;
65;7;34.2023620605;46.4503173828;9;73.8489634991;4;24.7000007629;40.1316833496;15;58.1887089014;
66;7;32.2023620605;48.6306686401;8;75.1863422394;5;23.7000007629;41.1468048096;14;58.2221269608;
67;7;32.0;50.8154907227;8;76.3676195145;5;23.7000007629;42.1621780396;15;60.2282973528;
68;8;34.0;51.0043792725;9;78.4072396755;6;24.8710002899;41.1264190674;14;61.8806574345;
69;8;35.7169075012;50.09765625;9;79.4400541782;6;24.013666153;41.1006317139;14;63.2260117531;
70;8;36.098526001;53.0;9;80.3801028728;6;24.1311988831;42.0837516785;15;64.3139123917;
71;8;35.8780517578;56.0;10;81.151386857;6;24.2270107269;43.0746307373;15;65.028493166;
72;8;35.9600028992;59.0;11;81.7415014505;6;24.2999992371;44.0736236572;15;65.2893948555;
73;8;36.0425567627;61.0;11;82.339196682;6;24.2999992371;45.0974388123;16;65.523450017;
74;9;36.1254692078;63.0;10;82.9448267221;6;25.2999992371;43.1217346191;16;65.6228240728;
75;9;36.2084884644;65.0;11;83.5586977005;6;22.2999992371;45.1464996338;17;66.6776297092;
76;9;36.2913589478;67.0;12;84.128575325;7;22.2999992371;48.1717071533;16;66.8133667707;
77;9;36.3738327026;69.0;12;84.6278841496;7;23.2999992371;47.4000015259;17;66.9555255175;
78;9;35.0;70.0;13;85.1403594017;7;21.2999992371;51.2233963013;17;67.1042978764;
79;9;36.0;72.0;14;85.6654253006;7;20.2999992371;54.2498245239;18;67.2598593235;
80;9;34.0;76.0;15;86.2022988796;7;21.0;55.2498245239;18;67.4223647118;
81;9;34.0;80.0;15;86.7499613762;7;21.0;55.2498245239;19;67.5919433832;
82;9;34.0;84.0;15;87.307133913;8;22.0;56.2498245239;19;67.7686935663;
83;9;34.0;88.0;16;87.8722629547;8;21.0;56.2498245239;19;67.9526780844;
84;9;34.0;92.0;15;88.4435143471;8;21.0;56.2498245239;19;68.1439176798;
85;9;34.0;96.0;14;89.0187802315;9;22.0;56.4150085449;19;68.3423860073;
86;9;34.0;100.0;14;89.595700264;9;21.0;55.4433631897;19;68.5480036736;
87;9;34.0;103.199996948;15;90.1716990471;9;21.0;55.4718666077;17;68.7606334686;
88;9;34.0;105.699996948;15;90.7440347672;9;20.0;55.5004844666;17;68.9800751209;
89;9;34.0;107.699996948;15;91.309867382;9;21.0;54.5291824341;17;69.2060616016;
90;9;34.0;109.699996948;16;91.8663306236;9;22.0;54.5579223633;17;69.4382557869;
91;9;34.0;113.5;18;92.4106125832;9;20.0;53.5866699219;19;70.6762480736;
92;9;34.0;115.5;18;92.9400367737;9;22.0;53.6153907776;19;70.9595570564;
93;9;34.0;115.855255127;18;93.4521389008;9;24.0;54.6440467834;15;71.2488133907;
94;9;35.0;115.987106323;19;93.9447321892;9;25.0;55.6726074219;15;71.5433964729;
95;9;36.0;116.112411499;20;94.3887033463;9;26.0;56.7010269165;14;71.8426190615;
96;9;36.7000007629;116.2084198;21;94.7741904259;9;27.0;57.7292823792;14;72.1457327604;
97;9;36.7000007629;116.268249512;22;95.1292181015;9;28.0;57.7573318481;14;72.451936245;
98;9;36.7000007629;116.316513062;24;95.4091320038;9;29.0;57.7851486206;14;72.7603862286;
99;9;36.7000007629;116.316513062;23;95.6708316803;9;29.5599994659;57.8126983643;16;73.0702066422;
100;9;36.7000007629;116.316513062;24;95.9140853882;10;29.5599994659;57.8399467468;15;73.38050282;
101;9;36.7000007629;116.316513062;25;96.138964653;10;29.5599994659;58.3668708801;15;73.6903730631;
102;9;36.7000007629;115.916519165;27;96.3458042145;10;29.5599994659;59.3934364319;14;73.9989230633;
103;9;36.7000007629;114.916519165;28;97.1651592255;10;29.5599994659;60.4196243286;15;74.3052783012;
104;9;36.888999939;113.916519165;27;97.9511880875;10;29.5599994659;61.4454040527;14;74.6085972786;
105;10;37.0730285645;112.916519165;25;98.6975564957;10;29.5599994659;62.4707565308;14;74.9080833197;
106;10;37.2499313354;111.916519165;25;99.3990402222;10;29.5599994659;63.4956550598;13;75.2029933929;
107;10;37.4178504944;110.916519165;26;101.051727295;10;29.5599994659;64.5200881958;13;75.4926493168;
108;10;38.5753173828;110.916519165;25;101.598757744;10;28.5599994659;63.5440330505;13;75.7764419317;
109;10;39.7212715149;111.616516113;27;102.085968494;10;27.5599994659;66.2199707031;14;76.0538369417;
110;10;39.8550796509;112.616516113;28;102.533087969;10;27.5599994659;65.2518692017;14;76.3243786097;
111;10;39.9765052795;113.616516113;28;103.940490603;10;28.5599994659;66.2830352783;14;76.5876891613;
112;11;41.0856590271;115.616516113;27;104.339508176;9;29.5599994659;67.3134613037;15;76.8434677124;
113;11;42.1829452515;117.616516113;28;104.702795506;9;29.5599994659;68.3431167603;16;77.0914888382;
114;12;42.5871582031;119.616516113;27;105.0329175;8;30.5599994659;66.3720092773;16;77.3315982819;
