Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;4;31.7439994812;1;7.0;11.0;4;20.0;
3;1;11.3487997055;15.8719997406;4;31.3087997437;1;8.0;10.0;4;20.0;
4;1;11.261759758;15.6543998718;4;30.9171199799;1;9.0;10.0;4;20.0;
5;1;12.261759758;15.4585599899;4;30.5646076202;2;9.0;10.1999998093;3;21.0;
6;1;13.261759758;15.2823038101;4;30.2473468781;2;10.3000001907;10.0;3;21.0599999428;
7;1;14.0742044449;15.123673439;4;30.0474128723;2;11.3179998398;10.0;3;21.1229639053;
8;1;14.0142240524;15.0237064362;4;29.8674716949;2;11.336889267;10.0;3;21.6001901627;
9;1;13.9602413177;14.9337358475;4;30.7051143646;2;11.4800567627;10.1999998093;3;22.0082015991;
10;1;16.0142250061;15.3525571823;4;31.3090496063;2;11.6024608612;10.3632001877;3;22.3582868576;
11;1;17.0142250061;15.6545248032;4;31.672000885;2;11.7074861526;10.4951858521;3;23.5279067755;
12;1;18.0142250061;15.8360004425;5;31.672000885;2;12.0583724976;11.0209560394;3;24.5268628597;
13;1;19.0142250061;15.8360004425;6;31.672000885;2;14.0583724976;11.4571752548;3;25.3691681623;
14;2;20.0142250061;15.8360004425;5;31.672000885;2;16.0583724976;11.8107032776;3;26.0752547979;
15;2;21.0142250061;15.8360004425;6;31.672000885;2;16.8225765228;12.0916318893;3;26.6680037975;
16;2;21.5016002655;15.8360004425;6;31.672000885;2;17.0004024506;12.3113050461;4;27.1698563099;
17;2;21.5016002655;15.8360004425;7;31.672000885;3;18.9174079895;12.4808797836;3;27.3801496029;
18;2;21.5016002655;15.8360004425;7;31.672000885;3;19.2549781799;12.5;4;27.5615134239;
19;2;21.5016002655;15.8360004425;8;31.672000885;3;21.023431778;12.5;4;27.7520513535;
20;2;21.5016002655;15.8360004425;9;31.672000885;3;22.0805931091;12.5;4;27.9515185356;
21;2;21.5016002655;15.8360004425;9;31.672000885;3;22.3854560852;12.5;4;28.1595556736;
22;2;21.5016002655;15.8360004425;10;31.672000885;3;21.5;13.4478664398;5;28.3756833076;
23;2;21.5016002655;15.8360004425;10;31.672000885;4;21.5;13.5127048492;4;28.5992991924;
24;2;21.5016002655;15.8360004425;10;31.672000885;4;21.5;13.5797901154;5;28.8296794891;
25;2;21.5016002655;15.8360004425;11;31.672000885;4;22.5;12.5;5;29.0659828186;
26;3;20.5514411926;15.8360004425;6;43.172000885;4;21.5;13.5;5;29.3072590828;
27;3;21.5514411926;16.8360004425;6;43.6320009232;4;22.5;12.5;5;29.5524601936;
28;3;22.5514411926;17.8360004425;6;44.0553846359;4;21.5;13.5;5;29.8004574776;
29;3;22.5514411926;18.8360004425;7;44.441327095;4;22.5;12.5;5;30.0500593185;
30;3;22.5514411926;19.8360004425;8;44.7900161743;4;23.0150184631;12.5;5;30.3000340462;
31;3;22.5514411926;20.8360004425;8;45.1024856567;4;21.5;13.5;6;30.5491337776;
32;3;22.5514411926;21.8360004425;9;45.3804311752;4;21.5;14.5;6;30.7961182594;
33;3;22.5514411926;22.8360004425;9;45.6260271072;4;21.5;15.3980588913;6;31.0397801399;
34;4;23.5514411926;23.8360004425;9;46.841753006;5;21.5;15.5198898315;5;31.278968811;
35;4;24.5514411926;25.2960014343;10;47.0987257957;5;22.5;13.5198898315;5;31.5126113892;
36;4;24.5514411926;26.327501297;10;47.312918663;5;23.4537830353;12.5198898315;5;31.7397313118;
37;4;24.5514411926;27.3608226776;11;47.3894410133;5;21.5;13.5198898315;5;31.95946455;
38;4;24.8801498413;27.436000824;11;47.4701640606;5;21.5;14.5198898315;5;32.171069622;
39;4;24.9019451141;30.436000824;12;47.5551916361;5;22.5;12.5198898315;5;32.373934269;
40;5;24.9249038696;33.436000824;11;47.6446123123;5;21.5;13.5198898315;5;32.5675787926;
41;5;24.9490470886;36.436000824;14;47.7384970188;5;22.5;12.5;6;32.7516541481;
42;5;24.974395752;39.436000824;14;47.8368965387;5;21.5;13.5;6;32.9259381294;
