Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;2;7.0;11.1999998093;4;21.0;
3;1;11.3999996185;16.0;6;32.0;2;8.19999980927;10.0;4;21.1499999762;
4;1;11.3999996185;16.0;6;32.0;2;9.22999954224;10.0;4;21.320775032;
5;1;12.3999996185;16.0;6;32.0;2;9.26415538788;10.0;4;21.5146545172;
6;1;13.3999996185;16.0;6;31.3753604889;2;10.4543962479;10.0;4;21.7340574265;
7;1;14.3999996185;15.6876802444;6;30.8936653137;2;11.5202169418;10.0;4;21.9814370871;
8;1;14.2680997849;15.4468326569;6;30.4601383209;2;11.5944309235;10.0;4;22.6790201664;
9;1;14.1380414963;15.2300691605;6;30.3918838501;2;11.8037061691;10.1999998093;4;23.3409149647;
10;1;16.2681007385;15.195941925;6;30.33045578;2;12.0022745132;10.3632001877;3;23.9809968472;
11;2;18.2681007385;15.16522789;5;31.2751693726;2;12.1942987442;10.4951858521;3;25.6010363102;
12;2;20.2681007385;15.1375846863;5;31.2737003565;2;12.680311203;11.0209560394;3;27.1298084259;
13;2;21.5825881958;15.1127061844;5;31.2790331841;2;14.680311203;11.4571752548;4;28.5865645409;
14;2;22.5976219177;15.0903158188;5;31.2906877995;2;16.680311203;11.8107032776;4;29.994228363;
15;2;23.3872070312;15.0701637268;7;31.3082346916;2;18.3558635712;12.0916318893;4;31.3743138313;
16;2;23.3924694061;15.0520277023;7;31.3312772512;2;19.6380844116;12.3113050461;4;32.7429828644;
17;2;23.3993835449;15.0357046127;8;31.3594589233;2;20.9469413757;12.4808797836;4;33.8876180649;
