Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;2;11.5999994278;16.0;3;33.0;1;6.0;12.0;4;20.0;
2;2;11.5999994278;16.0;3;33.0199999809;1;7.0;11.0;5;20.0;
3;2;11.6040000916;16.0;3;32.5764582157;1;8.0;10.0;5;20.0;
4;2;11.5152921677;15.7695999146;3;32.1791090965;1;9.0;10.0;5;20.0;
5;2;12.6242294312;15.5622396469;3;31.6584198475;1;9.0;10.0;5;20.0;
6;2;13.629149437;15.2936954498;3;31.0595705509;1;10.0;10.0;5;20.0;
7;2;14.3178710938;14.9864702225;3;30.5986077785;1;11.0;10.0;5;20.0;
8;2;14.1795825958;14.7481594086;3;30.0765031576;2;11.0;10.1999998093;4;21.3999996185;
9;2;14.0229501724;14.4796123505;4;29.9169090986;2;11.1199998856;10.1999998093;4;21.7464003563;
10;2;16.1934890747;14.3841342926;5;29.7769315243;2;11.2179203033;10.3632001877;4;22.8596234322;
11;2;18.1934890747;14.298204422;4;29.6546477079;2;11.5458278656;10.9097137451;4;24.6753652096;
12;2;20.1934890747;14.220867157;4;29.5483264923;2;12.0813140869;11.8021907806;4;26.2163800001;
13;2;21.2226352692;14.151263237;5;29.4564089775;2;14.0813140869;12.5570135117;5;27.4753863811;
14;2;22.2326469421;14.0886201859;5;29.3774877787;2;16.0813140869;13.170545578;5;28.471688509;
15;2;22.8132476807;14.0322418213;5;29.3102916479;2;17.0813140869;13.6524438858;5;29.2406433821;
16;2;22.7930870056;13.9815006256;5;29.253677845;2;18.0813140869;14.0203924179;5;29.8236204386;
17;2;22.776102066;13.935833931;5;29.2066113949;2;19.0813140869;14.2950820923;5;30.2608188391;
18;2;22.3368396759;14.3198766708;4;29.1681609154;2;20.0813140869;14.4966192245;5;30.302216053;
19;2;22.3146457672;14.293545723;4;29.137483716;2;21.0813140869;14.5;6;30.3373470306;
20;2;22.7412433624;13.8244524002;4;29.1138180494;2;22.0813140869;14.5;6;30.3729559183;
21;2;22.2766952515;14.2519416809;4;29.0964735746;2;22.7000007629;14.5;6;30.4090241194;
22;2;22.260515213;14.2359523773;4;29.0848296881;2;22.7000007629;14.5;6;30.4455316067;
23;2;22.2459526062;14.2227516174;4;29.078322053;2;22.7000007629;14.5;6;30.4824572802;
24;2;22.7234973907;13.7214136124;4;29.076439023;2;22.7000007629;14.5;6;30.5197787285;
25;2;20.7347278595;14.7214136124;4;29.0787174702;2;22.7000007629;14.5;8;30.5574725866;
26;2;19.7460269928;15.7214136124;6;29.0847377777;4;22.7000007629;14.5;6;30.5955142975;
27;2;18.7573871613;16.7214126587;6;29.0941195488;4;22.7000007629;14.5;6;30.633878231;
28;2;17.7687988281;17.7214126587;6;29.1065161228;4;22.7000007629;14.5;7;30.6725378036;
29;2;16.7802581787;18.7214126587;6;29.1216109991;4;22.7000007629;14.5;7;30.7114654779;
30;2;15.7917509079;19.7214126587;7;29.139117837;4;20.7000007629;15.5;7;30.7506330013;
31;3;15.8032712936;20.7214126587;7;30.1587765217;4;19.7000007629;16.5;7;30.7900111675;
32;3;16.5819606781;21.7214126587;6;30.3483926058;4;18.7000007629;17.5;7;30.8295701742;
33;3;16.5935096741;22.7214126587;6;30.5659791231;4;17.7000007629;18.5;7;30.8692797422;
34;3;16.60505867;23.7214126587;7;30.814743042;4;16.7000007629;19.5;7;31.9091088772;
