Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;7.0;11.0;5;20.0;
3;1;11.3999996185;16.0;6;32.0;1;8.0;10.0;6;20.0;
4;1;11.3999996185;16.0;6;31.7439994812;1;9.0;10.0;6;20.0;
5;1;12.3999996185;15.8719997406;6;31.1449584961;1;9.0;10.0;6;20.0;
6;1;13.3999996185;15.572479248;6;30.4747505188;1;10.0;10.0;5;20.0;
7;2;14.4424257278;15.2373752594;5;30.9479484558;1;11.0;10.0;5;20.0;
8;2;14.2843847275;14.9739742279;5;30.5484601259;1;11.0;10.0;5;20.3999996185;
9;2;14.1645383835;14.6828460693;5;30.565454483;1;11.1199998856;10.1999998093;5;20.7264003754;
10;2;16.4137935638;14.5670442581;5;30.6543024778;2;11.2179203033;10.5631999969;4;21.9903717041;
11;2;18.4137935638;14.4628229141;5;30.8206031322;2;11.597111702;10.4951858521;3;23.0819120407;
12;2;20.4137935638;14.3690242767;5;31.0707440376;2;11.9245738983;11.0209560394;3;23.99553442;
13;2;21.7348442078;14.2846050262;5;31.4115803242;2;13.9245738983;11.4571752548;3;24.7449600697;
14;2;22.8826828003;14.2086277008;6;31.8499343395;2;15.9245738983;11.8107032776;3;25.3503712416;
15;2;23.5549812317;14.1402482986;6;32.3918962479;2;16.6051120758;12.0916318893;3;25.8344515562;
16;2;23.7175674438;14.0787067413;6;33.0419139862;2;16.7503356934;12.3113050461;3;26.2195074558;
17;2;23.9125747681;14.0233192444;6;33.8016943932;2;16.865852356;12.4808797836;3;26.3048160076;
18;2;24.1405086517;13.9734706879;6;34.6690044403;2;16.8914451599;12.5;3;26.3530313969;
19;2;24.4007015228;13.928606987;6;35.6365361214;2;18.8944358826;12.5;3;26.4023760557;
20;2;24.6909599304;13.8882293701;6;36.6910715103;2;19.9092407227;12.5;3;26.4528282881;
