Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;2;7.0;11.3999996185;4;21.0;
3;1;11.3999996185;16.0;6;31.7439994812;2;8.19999980927;10.0;4;21.0599999428;
4;1;11.3487997055;15.8719997406;5;31.5135993958;2;9.21199989319;10.0;4;21.1229639053;
5;2;12.6487998962;15.7567996979;4;32.3062400818;2;9.22459316254;10.0;3;21.1889609098;
6;2;13.6487998962;15.6531200409;4;32.1380155087;2;10.3566884995;10.0;3;21.2580518723;
7;2;14.6414051056;15.5598077774;4;32.0806046724;2;11.377415657;10.0;3;21.3302885294;
8;2;14.6241817474;15.5218267441;4;32.0309363604;2;11.3990869522;10.0;3;21.8190145493;
9;2;14.6092805862;15.4876441956;4;33.325550437;2;11.5457038879;10.1999998093;3;22.2388005257;
10;2;16.6404571533;16.1171722412;4;34.2663027048;2;11.6716403961;10.3632001877;3;22.6008902788;
11;2;18.6404571533;16.5693645477;4;34.9335305691;2;11.7802667618;10.4951858521;3;23.8036500216;
12;2;20.6404571533;16.884393692;4;35.2427060604;2;12.1410951614;11.0209560394;3;24.838842392;
13;2;21.6739063263;17.0200004578;5;35.2814487219;2;14.1410951614;11.4571752548;4;25.7205557823;
14;2;22.6855297089;17.0200004578;5;35.3209584951;2;16.1410942078;11.8107032776;4;26.469255209;
15;2;23.6973819733;17.0200004578;5;35.3612195253;2;17.2983703613;12.0916318893;4;27.1078031063;
16;2;24.6083660126;17.0200004578;6;35.4022140503;2;18.3581314087;12.3113050461;4;27.658561945;
17;2;24.6206645966;17.0200004578;7;35.4439221621;2;19.4216136932;12.4808797836;4;27.9207231998;
18;2;24.6331768036;17.0200004578;8;35.4863216877;2;20.4887905121;12.5;4;28.156696558;
19;2;24.6458969116;17.0200004578;8;35.5293884277;2;21.5595817566;12.5;4;28.4042859077;
20;2;24.6588153839;17.0200004578;7;35.5730961561;2;22.5212860107;12.5;5;28.6628656387;
21;3;24.6719284058;17.0200004578;6;35.617416501;2;22.598859787;12.5;5;28.9316151142;
22;3;24.6852245331;17.0200004578;7;35.6623189449;2;21.5;13.5;5;29.2095170021;
23;3;24.6986961365;17.0200004578;7;35.7077711821;3;21.5;14.5;4;29.4953637123;
24;3;24.7123317719;17.0200004578;7;35.7537387609;3;21.5;14.7476816177;5;29.7877707481;
25;3;24.2119998932;17.8768692017;7;35.8001855612;4;21.5;14.8938856125;4;30.0851979256;
26;3;22.7400550842;18.0200004578;7;35.8470736742;4;21.5;15.0425987244;4;30.3859772682;
27;3;21.7541217804;19.0200004578;6;35.8943634033;4;21.5;15.1929883957;4;30.6883473396;
28;3;20.7683086395;20.0200004578;6;35.9420137405;4;21.5;16.1929893494;4;30.9904928207;
29;3;19.7826042175;21.0200004578;7;35.9899822474;4;21.5;16.6933441162;4;31.2905869484;
30;3;18.7969932556;22.0200004578;7;36.038225174;4;21.5;16.9034118652;4;32.5868368149;
31;4;17.811466217;23.0200004578;6;36.0866975784;4;21.5;15.9034109116;4;32.9175248146;
32;4;16.826007843;24.0200004578;5;36.1353538036;4;22.5;15.9034109116;3;33.2422327995;
33;4;15.8406057358;25.0200004578;5;36.1841471195;4;21.9726696014;15.9034109116;4;33.5595114231;
34;4;14.8552436829;26.0200004578;4;36.2330305576;5;21.0678539276;16.5;3;33.8680862188;
35;4;14.6579093933;27.0200004578;4;37.2819564342;5;19.8102931976;17.5;3;34.1668771505;
36;4;15.672586441;28.0200004578;5;37.3479968309;5;19.2500629425;18.5;3;34.4550116062;
37;4;16.6872634888;29.0200004578;5;37.4141030312;5;17.886510849;18.1288738251;3;34.7318274975;
38;4;17.0122299194;30.0200004578;7;37.4802222252;5;18.5;18.1524085999;3;34.9968693256;
39;4;17.3155136108;29.0200004578;7;37.5463014841;5;19.9059104919;17.5;3;35.2498768568;
40;4;19.0518913269;30.0200004578;7;37.6122887135;5;20.5;18.2011871338;3;36.4907711744;
41;4;20.071685791;31.0200004578;8;37.6781320572;5;22.5;18.7264137268;3;36.7396354675;
42;4;20.7601203918;32.0200004578;8;38.7437806129;5;24.5;19.7621803284;3;36.9768862724;
43;4;23.1111335754;34.0200004578;9;38.8459844589;5;25.5;20.3643913269;3;37.2028552294;
44;4;25.1307563782;35.0200004578;9;38.9488668442;5;27.3013420105;21.7985725403;4;37.417965889;
45;4;26.4726600647;35.0200004578;10;39.0523777008;6;28.3238887787;24.7985725403;2;37.622713089;
46;4;27.5037117004;36.0200004578;12;39.156465888;6;28.9562454224;27.7985725403;2;37.817642808;
