Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.3999996185;16.0;4;32.0;1;6.0;12.0;4;20.0;
2;1;11.3999996185;16.0;6;31.7439994812;1;7.0;11.0;5;20.0;
3;1;11.3487997055;15.8719997406;6;31.3087997437;1;8.0;10.0;5;20.0;
4;1;11.261759758;15.6543998718;6;30.9171199799;1;9.0;10.0;5;20.0;
5;1;12.261759758;15.4585599899;6;30.5646076202;1;9.0;10.0;5;20.0;
6;1;13.261759758;15.2823038101;6;30.2473468781;1;10.0;10.0;4;20.0;
7;1;14.0742044449;15.123673439;6;30.0474128723;1;11.0;10.0;4;20.0;
8;1;14.0142240524;15.0237064362;6;29.8674716949;1;11.0;10.0;4;20.3999996185;
9;1;13.9602413177;14.9337358475;6;30.7051143646;1;11.1199998856;10.1999998093;4;20.7264003754;
10;1;16.0142250061;15.3525571823;6;31.3090496063;1;11.2179203033;10.3632001877;4;20.9903717041;
11;2;18.0142250061;15.6545248032;5;32.672000885;1;11.2971115112;10.4951858521;4;22.0419120789;
12;2;20.0142250061;15.8360004425;4;32.7062408924;1;11.6125736237;11.0209560394;5;22.9143505096;
13;2;21.3244972229;15.8360004425;5;32.7412991524;2;14.2971115112;11.6571750641;3;24.6214065552;
14;2;22.3350143433;15.8360004425;5;32.7771708965;2;16.2971115112;11.8107032776;3;25.2032637596;
15;2;23.3457756042;15.8360004425;6;32.8138495684;2;17.6031112671;12.0916318893;3;25.6628060341;
16;2;23.8441543579;15.8360004425;7;32.8513268232;2;18.6091709137;12.3113050461;3;26.0223413706;
17;2;23.8553981781;15.8360004425;6;32.8895920515;2;19.6152858734;12.4808797836;3;26.0811508894;
18;3;23.8668785095;15.8360004425;5;32.9286329746;2;20.6214561462;12.5;3;26.1018965244;
19;3;23.8785896301;15.8360004425;5;32.9684351683;2;21.6276798248;12.5;3;26.1228116751;
20;3;23.8905296326;15.8360004425;5;33.0089820623;2;21.8368434906;12.5;4;26.1438889503;
21;3;23.9026947021;15.8360004425;5;33.050254941;2;21.8431663513;12.5;3;26.1651208401;
22;3;23.9150772095;15.8360004425;5;33.0922330618;2;21.8495368958;12.5;3;26.1864993572;
23;3;23.9276695251;15.8360004425;5;33.1348935366;2;21.8559494019;12.5;3;26.2080165148;
24;3;23.9404678345;15.8360004425;5;33.1782113314;2;21.8624038696;12.5;3;26.2296639681;
25;3;21.9534626007;16.8360004425;5;33.2221593857;2;21.8688983917;12.5;4;26.2514331341;
26;3;20.9666481018;17.8360004425;5;33.2667084932;3;21.8754291534;12.5;3;26.2733153105;
27;3;19.9800128937;18.8360004425;6;33.3118274212;3;21.5;12.8819942474;3;26.2953014374;
28;3;18.9935474396;19.8360004425;6;33.3574830294;3;21.5;13.1476507187;3;26.3173824549;
29;3;18.0072441101;20.8360004425;7;33.4036402702;3;21.8952140808;12.5;3;26.3395489454;
30;3;17.0210914612;21.8360004425;7;33.4502621889;4;19.9018650055;13.5;2;26.3617914915;
31;3;16.0350780487;22.8360004425;7;33.4973102808;4;18.908536911;14.5;2;26.3841004372;
32;3;15.0491933823;23.8360004425;7;33.5447443724;4;17.9152297974;15.5;2;26.4064661264;
33;4;15.5618228912;24.8360004425;6;34.5925228596;4;16.9219398499;16.5;2;26.428878665;
