Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.0;6;20.0;1;11.8999996185;8.625;5;17.25;
3;1;8.0;12.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;11.0;6;20.0;1;11.8999996185;8.625;5;17.25;
5;1;10.0;10.0;6;20.0;1;12.8999996185;8.625;4;17.25;
6;1;11.0;10.0;6;20.0;1;13.8999996185;8.625;4;17.25;
7;1;12.0;10.0;6;20.0;1;14.8999996185;8.625;4;17.5949993134;
8;1;13.0;10.0;6;20.3999996185;1;15.5569992065;8.79749965668;4;17.8861961365;
9;1;14.0;10.1999998093;6;20.7264003754;1;15.7317180634;8.94309806824;4;18.6667137146;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;16.8000278473;9.3333568573;3;20.3355960846;
11;1;14.8187427521;10.9097137451;6;22.7316036224;2;18.8000278473;9.6677980423;3;21.0041127205;
12;1;15.2292222977;11.3658018112;6;23.4745616913;2;20.8000278473;9.94955635071;3;21.5867832899;
13;1;16.8187427521;11.7372808456;6;24.0673980713;2;21.9319458008;10.1834592819;3;22.0957129002;
14;1;17.8187427521;12.0336990356;6;24.5325260162;2;23.007188797;10.3752222061;3;22.5434861183;
15;1;18.8187427521;12.2662630081;6;24.892534256;2;24.0891532898;10.5308046341;4;22.880333066;
16;1;19.8187427521;12.446267128;6;25.0;2;25.1782264709;10.625;4;23.0412415266;
17;1;20.8187427521;12.5;6;25.0;2;26.274772644;10.625;4;23.2151488066;
18;1;21.8187427521;12.5;7;25.0;2;27.3791160583;10.625;4;23.4025228024;
19;1;22.8187427521;12.5;7;25.0;2;28.041513443;10.625;4;23.6037294865;
20;1;23.25;12.5;7;25.0;2;28.1622371674;10.625;4;23.8190078735;
21;1;23.25;12.5;7;25.0;2;28.2914047241;10.625;5;24.0484457016;
22;1;23.25;12.5;8;25.0;2;28.4290676117;10.625;5;24.2919540405;
23;1;23.25;12.5;8;25.0;2;28.5751724243;10.625;5;24.549243927;
24;1;23.25;12.5;8;25.0;2;28.7295455933;10.625;5;24.8198068142;
25;1;23.25;12.5;7;25.0;2;28.8918838501;10.625;5;25.102899313;
26;1;21.25;13.5;6;25.0;3;29.0617408752;10.625;3;24.8975343704;
27;1;20.25;14.5;6;25.0;3;28.9385204315;10.625;3;25.1839556694;
28;2;20.25;16.3999996185;5;26.0;3;29.1103744507;10.625;2;25.4816002846;
29;2;20.25;16.5;5;26.0;3;29.2889595032;10.625;2;25.7891697884;
30;2;19.7000007629;17.5;6;26.0;3;29.4735031128;10.625;2;26.1051335335;
31;2;18.7000007629;18.5;6;26.0;3;29.6630802155;10.625;2;26.4277505875;
32;2;17.7000007629;19.5;6;26.0;3;29.8566513062;10.625;1;26.7551007271;
33;2;16.7000007629;20.5;6;26.0;3;30.0530605316;10.625;1;27.0851259232;
34;2;15.6999998093;21.5;7;26.0;3;30.2510757446;12.625;2;27.4156785011;
35;3;14.6999998093;22.5;6;26.0;3;30.4494075775;14.625;2;27.7445755005;
36;3;14.4499998093;23.5;6;26.0;3;30.6467456818;16.625;2;28.0696563721;
37;3;14.4499998093;24.5;7;26.0;3;30.8417930603;18.625;2;28.3888397217;
38;3;14.4499998093;25.5;7;26.0;3;31.0333042145;20.625;1;28.7001757622;
39;3;14.4499998093;26.5;8;26.0;3;31.2201061249;20.625;1;29.0018949509;
40;3;14.4499998093;27.5;8;26.0;3;31.4011363983;20.625;1;30.2924442291;
41;3;14.4499998093;28.5;8;26.0;3;32.575466156;21.625;1;30.8105165958;
42;3;14.4499998093;29.5;9;26.0;3;33.7423095703;22.625;1;32.3861006498;
43;3;15.4499998093;27.5;10;26.0;3;34.510887146;24.0499992371;1;33.8579212427;
44;3;14.4499998093;28.5;10;27.0;3;35.1779136658;25.3980751038;1;35.252291441;
45;3;15.4499998093;29.5;10;27.0900000334;3;35.7518692017;26.6777667999;1;36.5999009609;
46;3;17.4500007629;27.5;10;28.477118969;3;36.2432022095;26.8989982605;2;37.9327120781;
47;3;18.0;28.5;10;29.6072973013;3;36.6628189087;27.0717735291;2;39.120698452;
48;3;19.0;29.5;10;30.5153553486;3;37.9246902466;27.125;3;40.3074574471;
49;3;20.0;30.5;11;31.2428420782;5;40.1079940796;28.125;1;41.9834165573;
50;3;21.0;31.5;12;31.8305723667;5;38.9021911621;28.9750003815;1;42.8735375404;
51;3;22.0;32.5;12;32.0499714613;5;40.3409767151;29.8400001526;2;44.8980084658;
52;3;23.0;32.5;13;32.2441413403;5;41.7800674438;31.025888443;2;46.0077152252;
53;3;24.0;31.6743354797;13;32.4486794472;5;42.5997543335;31.885799408;2;48.4264891148;
