Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;9.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;9.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;9.0;10.0;4;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;10.0;10.0;4;20.0;
6;1;8.55000019073;8.5;4;17.0;1;11.0;10.0;4;20.0;
7;1;8.82499980927;8.5;4;17.0;1;11.0;10.0;4;20.3999996185;
8;1;8.82499980927;8.5;4;17.0;1;11.1199998856;10.1999998093;4;20.7264003754;
9;1;8.82499980927;8.5;4;17.3400001526;2;11.5179204941;10.3632001877;3;21.9903717041;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;11.597111702;10.4951858521;3;23.0819120407;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;11.9245738983;11.0209560394;3;23.99553442;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;13.9245738983;11.4571752548;3;24.7449600697;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;15.9245738983;11.8107032776;4;25.3503712416;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;16.9627056122;12.0916318893;4;25.8344515562;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;17.9761257172;12.3113050461;4;26.2195074558;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;18.9898986816;12.4808797836;4;26.3048160076;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;20.0040187836;12.5;4;26.3530313969;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;21.0184822083;12.5;4;26.4023760557;
19;1;16.0206890106;10.9637317657;5;22.0;2;21.9207134247;12.5;5;26.4528282881;
20;1;16.9500007629;11.0;5;22.0;2;21.5;12.9358482361;5;26.5043625832;
21;2;16.9500007629;11.0;4;22.0;2;21.5;12.9513092041;5;26.5569496155;
22;2;16.9500007629;11.0;5;22.0;2;21.9670848846;12.5;5;26.6105561256;
23;2;16.9500007629;11.0;5;22.0;2;21.9831676483;12.5;5;26.6651450396;
24;2;16.9500007629;11.0;6;22.0;2;21.5;12.99954319;5;26.72067523;
25;2;16.9500007629;11.0;6;22.0;2;21.5;13.0162029266;4;26.7771017551;
26;2;16.9500007629;11.0;6;22.0;2;22.0331306458;12.5;5;26.8343759775;
27;2;16.9500007629;11.0;6;22.0;2;21.5;13.4171876907;6;26.8924454451;
28;3;16.9500007629;11.0;4;42.0;3;22.0677337646;12.5;5;26.9512542486;
29;3;17.9500007629;11.0;4;43.2000007629;3;21.5;13.4756269455;5;27.0107431412;
30;3;16.9500007629;12.0;4;44.2175998688;3;20.1032218933;13.5;6;27.0708494186;
31;3;16.9500007629;13.0;5;45.0579586029;3;19.1212539673;14.5;6;27.1315076351;
32;3;16.9500007629;14.0;5;45.736333847;3;18.1394519806;15.5;6;27.1926498413;
33;3;17.0;15.0;5;46.273645401;3;17.1577949524;16.5;6;27.2542052269;
34;3;18.0;16.0;5;46.6926937103;3;16.1762619019;17.5;7;27.3161010742;
35;3;19.0;17.0;5;47.0;3;15.1948299408;18.5;7;27.3782629967;
36;3;19.625;18.0;5;47.0;3;14.7134790421;19.5;7;27.4406147003;
37;3;19.625;19.0;5;47.0;3;14.7321844101;20.5;7;27.5030794144;
38;3;19.625;20.0;6;47.0;3;14.7509241104;21.5;8;27.5655794144;
39;3;19.625;21.0;6;47.0;3;14.7696743011;22.5;8;28.628036499;
40;3;19.625;22.0;6;47.0;3;15.7884111404;24.0;10;28.7303724289;
41;3;19.625;23.0;6;47.0;3;16.8071117401;24.5;10;28.8336939812;
42;3;19.625;24.0;5;47.0;3;17.0;24.0405921936;11;28.937926054;
43;3;19.625;25.0;6;47.0;3;17.1813774109;23.5;12;29.0429917574;
44;3;19.625;26.0;6;47.0;3;16.8627662659;25.0835533142;12;29.1488128901;
45;3;19.625;27.0;6;47.0;3;17.0;24.1059207916;13;29.2553098202;
46;4;19.625;28.0;5;47.0;3;18.377325058;25.1059207916;13;29.3624022007;
47;4;19.625;29.0;6;47.0;3;19.0;26.1059207916;14;29.4700086117;
48;4;19.625;30.0;7;47.0;3;20.4059104919;27.1059207916;14;29.5780466795;
49;4;20.625;28.0;7;47.0;3;21.0;28.1059207916;15;29.6864336729;
50;4;21.625;28.0;7;47.0;3;22.0;29.1059207916;16;29.7950861454;
51;4;22.625;28.0;8;47.0;3;23.4513092041;29.145362854;16;29.9039206505;
52;4;23.625;28.0;8;47.0;3;23.5;29.9519615173;19;30.0128536224;
53;4;24.5750007629;28.0;8;47.0;3;23.9831676483;29.2011489868;19;30.1218010187;
54;4;24.5750007629;28.0;7;47.0;3;24.5;28.332572937;19;30.2306792736;
55;4;24.5750007629;27.0;7;47.0;3;23.5;29.3603382111;19;30.3394048214;
56;3;16.9500007629;21.0;6;22.0;4;24.0331306458;29.2811508179;15;55.4478942156;
57;3;14.9500007629;22.0;7;22.0;4;23.5;30.4171886444;16;55.5560644865;
