Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;13.3000001907;4;17.0;1;9.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;9.0;10.0;5;20.0;
3;2;7.55000019073;11.6999998093;4;18.0;1;9.0;10.0;5;20.0;
4;2;7.7000002861;10.3000001907;4;18.0449999571;1;9.0;10.0;5;20.0;
5;2;7.70675039291;9.30000019073;4;18.0915547609;2;10.3000001907;10.0;4;21.0;
6;2;8.79559993744;8.5;4;18.1396753788;2;11.3000001907;10.0;4;21.0299999714;
7;2;9.08142662048;8.5;4;18.1893689632;2;11.3090000153;10.0;4;21.4708906412;
8;2;9.09260749817;8.5;4;18.2406382561;2;11.4412670135;10.1999998093;4;21.8393678665;
9;2;9.1041431427;8.5;3;18.6458880901;2;11.5518102646;10.3632001877;4;22.1466006041;
10;2;9.19532585144;8.67000007629;3;19.0015610456;2;11.6439800262;10.4951858521;4;23.2541460991;
11;2;9.27535152435;8.81392192841;3;19.3138639927;2;11.9762439728;11.0209560394;4;24.1846234798;
12;2;9.34562015533;8.93486309052;3;20.3325256109;2;13.9762439728;11.4571752548;4;24.9517599344;
13;2;9.57481765747;9.39324569702;4;21.2316069603;2;15.9762439728;11.8107032776;5;25.5757399797;
14;2;11.3927364349;9.78903102875;4;22.0147647858;2;17.0303173065;12.0916318893;5;26.0792449713;
15;2;13.3927364349;10.8307065964;4;22.6909470558;2;18.0495643616;12.3113050461;5;26.4845746756;
16;2;15.3927364349;10.4026165009;4;23.2723004818;2;19.0694179535;12.4808797836;5;26.5909943581;
17;2;16.4730377197;10.6309299469;4;23.7723295689;2;20.0898723602;12.5;5;26.6611413956;
18;2;17.5023937225;10.8157100677;4;24.2045152187;2;21.1109161377;12.5;5;26.7332159281;
